block_id,total_gas,total_mev_captured,validator_type,validator_id
1,78015000,8742800,attack,2403
2,59991000,111100,normal,2442
3,143441001,117580,attack,2406
4,56487000,16400,normal,2435
5,60660000,147200,attack,2418
6,63823000,1538000,attack,2404
7,91665000,58600,normal,2440
8,45172000,12780,attack,2419
9,37344000,73280,normal,2446
10,15697000,362000,attack,2407
11,20692000,751800,attack,2428
12,42563000,86400,normal,2432
13,54082000,116320,attack,2425
14,27090000,0,attack,2403
15,124123000,15680,attack,2402
16,31046000,141000,normal,2437
17,24643000,18046840,normal,2431
18,91945000,262900,attack,2416
19,25277000,1148000,attack,2402
20,20710000,133200,normal,2440
21,64939000,94500,attack,2405
22,14868000,5508000,normal,2444
23,63375000,17766100,normal,2444
24,105940000,1344800,attack,2402
25,21267000,847200,attack,2425
26,31335000,706820,attack,2406
27,89915000,0,normal,2447
28,52677000,332980,normal,2449
29,54822000,394780,attack,2407
30,28135000,978700,normal,2442
31,51210000,468800,attack,2423
32,24521000,560400,normal,2440
33,73655000,866900,attack,2428
34,73558000,14406400,attack,2423
35,63917000,98600,attack,2413
36,25451000,121400,attack,2429
37,29640000,46500,normal,2438
38,80499000,674500,attack,2402
39,49344000,0,normal,2436
40,52485000,21800,normal,2442
41,47164000,1219800,normal,2437
42,57126000,56200,normal,2447
43,75019000,1731220,normal,2448
44,64424000,31700,normal,2432
45,151407000,7277980,attack,2402
46,28793000,9390,attack,2421
47,55857000,5180,normal,2439
48,15515000,78800,attack,2421
49,123982000,6260,attack,2421
50,113721000,222200,attack,2403
