block_id,total_gas,total_mev_captured,validator_type,validator_id
1,184344000,8713910,normal,189
2,167780000,2746250,normal,197
3,217500000,2588500,attack,168
4,169210000,8089100,attack,156
5,166520000,9314500,attack,165
6,163810000,9115820,attack,155
7,75050000,2353700,normal,194
8,261500000,2020540,attack,178
9,189260000,2769500,normal,200
10,313900000,1671070,attack,176
11,273180000,5919080,attack,152
12,236000000,970100,attack,164
13,110530000,8810900,attack,173
14,234750000,2629100,attack,167
15,270180000,2753810,normal,198
16,278800000,343100,normal,187
17,179750000,6157720,normal,192
18,238630000,1439000,normal,196
19,219260000,2292520,attack,151
20,189500000,963670,attack,152
21,329820000,2967700,normal,192
22,248790000,19758300,attack,171
23,191200000,8146200,attack,177
24,166400000,1134400,attack,152
25,176820000,1062800,normal,196
26,143900000,817090,normal,185
27,134060000,2611700,attack,173
28,273500000,5751020,normal,191
29,165480000,5648400,attack,164
30,193479000,19212600,attack,163
31,191800000,2747900,attack,161
32,217770000,1509670,attack,171
33,178100000,1029490,attack,169
34,279340000,2508700,normal,193
35,165710000,874330,normal,192
36,206800000,6930200,normal,186
37,129750000,20759600,attack,160
38,160470000,12578800,attack,166
39,205370000,37411340,attack,172
40,141220000,18285900,attack,163
41,214670000,27529810,normal,197
42,177700000,1965710,attack,165
43,254743000,21799180,attack,152
44,201590000,10052320,attack,162
45,97190000,1799240,attack,175
46,255670000,1593890,normal,194
47,226510000,1895850,normal,189
48,187520000,9751580,normal,198
49,145180000,5144900,attack,174
50,96193000,9041290,normal,189
