block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1053330000,15657900,normal,141
2,1264100000,19154100,attack,101
3,1248008000,25848600,attack,106
4,1229570000,32374800,normal,134
5,1238100000,19645000,attack,122
6,1068260000,43945340,attack,103
7,1212604000,96529060,normal,147
8,881084000,29609120,attack,106
9,1052330000,91845540,normal,147
10,1025975000,40260830,attack,119
11,995500000,26292400,attack,105
12,907928000,79632400,attack,113
13,881199000,53928660,normal,132
14,897242000,69135980,normal,142
15,1510500000,18596580,normal,148
16,985800000,106891430,attack,125
17,887844000,72168600,attack,119
18,992880000,58436100,attack,122
19,1247130000,78045330,normal,145
20,973353000,93061800,attack,112
21,1080586000,74876400,normal,139
22,1132080000,41550300,attack,108
23,1179830000,87107630,normal,132
24,1328300000,25740080,attack,125
25,1188000000,1622520,attack,122
26,1485700000,18724400,normal,132
27,1083000000,35945700,attack,112
28,856070000,114265000,attack,120
29,1029898000,61456000,attack,129
30,896540000,66365320,attack,117
31,994264000,46984520,attack,130
32,895497000,59884000,attack,128
33,1257000000,9884100,attack,105
34,1092100000,23351700,attack,122
35,905264000,184317740,normal,138
36,1116000000,1553700,attack,130
37,1113730000,56597240,normal,150
38,1054910000,58537600,normal,137
39,1170000000,4720330,attack,105
40,1213120000,38666430,normal,144
41,851728000,72519400,attack,126
42,879508000,108198590,normal,149
43,1033200000,38364900,attack,114
44,1015490000,87721380,normal,144
45,1156850000,99072300,normal,135
46,1061760000,52205500,attack,103
47,1155070000,43108800,attack,117
48,1214290000,44603590,normal,150
49,1160600000,18446440,attack,107
50,1432300000,18494800,normal,148
