block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1020520000,61438330,5280914020.0,attack,55
2,1023350000,75528500,10563203720.0,attack,63
3,1071910000,46080600,16256889925.0,attack,54
4,1381000000,1115800,22524610725.0,attack,68
5,1023565000,88725930,28696792660.0,attack,71
6,977893000,79471800,35299935820.0,attack,56
7,1216000000,18059600,42438550620.0,attack,90
8,1258100000,53317000,49909250325.0,attack,89
9,1044870000,64235080,57601707815.0,attack,95
10,1084000000,948730,65740283950.0,attack,70
11,1087240000,38233200,74276169770.0,attack,78
12,1052400000,53235120,83173445250.0,attack,90
13,1078000000,1155700,92477199435.0,attack,85
14,1421000000,19479100,102396763860.0,attack,87
15,1162000000,5130100,112184391770.0,attack,90
16,963870000,36110440,122460528620.0,attack,98
17,1158000000,40445300,133369086160.0,attack,51
18,1311000000,8477600,144739364835.0,attack,86
19,1255600000,18361000,156151132195.0,attack,71
20,1160000000,2066100,167926556940.0,attack,100
21,864930000,125111500,180046649770.0,attack,79
22,822330000,160223230,192592742285.0,attack,73
23,1213000000,958600,205677709075.0,attack,97
24,1241320000,36456900,219017328895.0,attack,69
25,1019060000,90477400,232661996240.0,attack,78
26,1202360000,71598000,246763199090.0,attack,95
27,1135600000,36735940,261215507345.0,attack,85
28,1168700000,25326480,276095188245.0,attack,79
29,1180000000,2724500,291270160215.0,attack,73
30,1118000000,5292820,306934639770.0,attack,72
31,1107970000,36910900,322919944190.0,attack,93
32,782558000,195068300,339287050780.0,attack,93
33,1301500000,36438240,356335137190.0,attack,52
34,1115500000,57510400,373416780405.0,attack,74
35,1215000000,1126300,391056745470.0,attack,69
36,744627000,118490500,408800582230.0,attack,74
37,987500000,40358470,427237764230.0,attack,81
38,879570000,64801640,445962826440.0,attack,65
39,891179000,47283400,465034119760.0,attack,98
40,1248100000,19271070,484790115230.0,attack,57
41,1153000000,141620,504544708025.0,attack,87
42,806094000,97123430,524601083535.0,attack,85
43,1109760000,32713830,545240616835.0,attack,98
44,1321300000,23217300,566240354235.0,attack,68
45,1036840000,53869500,587300115760.0,attack,93
46,761800000,109480000,608724196865.0,attack,63
47,1064340000,51786400,630793470785.0,attack,74
48,1124000000,36714700,653185308605.0,attack,85
49,1183250000,53524190,675913384790.0,attack,70
50,774408000,159609470,698817744215.0,attack,73
