transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,validator_type,transaction_type
55247,43000000,381000,0,25,,unknown,1,1,normal,normal
55146,43000000,18600,0,34,,unknown,1,1,normal,normal
55448,43000000,13900,0,28,,unknown,1,1,normal,normal
55078,43000000,0,0,32,,unknown,1,1,normal,normal
55339,43000000,0,0,29,,unknown,1,1,normal,normal
55443,43000000,0,0,23,,unknown,1,1,normal,normal
55808,43000000,0,0,36,,unknown,1,1,normal,normal
55982,43000000,0,0,34,,unknown,1,1,normal,normal
55972,30000000,21800,0,24,,unknown,1,1,normal,normal
55246,30000000,17000,0,24,,unknown,1,1,normal,normal
55491,30000000,17000,0,27,,unknown,1,1,normal,normal
55316,30000000,0,0,28,,unknown,1,1,normal,normal
55426,30000000,0,0,28,,unknown,1,1,normal,normal
55685,30000000,0,0,23,,unknown,1,1,normal,normal
55763,30000000,0,0,35,,unknown,1,1,normal,normal
55840,30000000,0,0,24,,unknown,1,1,normal,normal
56022,30000000,0,0,30,,unknown,1,1,normal,normal
55170,27000000,0,0,36,,unknown,1,1,normal,normal
55634,27000000,0,0,38,,unknown,1,1,normal,normal
55905,27000000,0,0,23,,unknown,1,1,normal,normal
55969,27000000,0,0,21,,unknown,1,1,normal,normal
56084,27000000,0,0,26,,unknown,1,1,normal,normal
55979,19000000,7190000,0,31,,unknown,1,1,normal,normal
55324,19000000,146000,0,36,,unknown,1,1,normal,normal
55025,19000000,0,0,23,,unknown,1,1,normal,normal
55054,19000000,0,0,30,,unknown,1,1,normal,normal
55060,19000000,0,0,36,,unknown,1,1,normal,normal
55091,19000000,0,0,23,,unknown,1,1,normal,normal
55095,19000000,0,0,27,,unknown,1,1,normal,normal
55112,19000000,0,0,22,,unknown,1,1,normal,normal
55148,19000000,0,0,36,,unknown,1,1,normal,normal
55296,19000000,0,0,30,,unknown,1,1,normal,normal
55378,19000000,0,0,24,,unknown,1,1,normal,normal
55411,19000000,0,0,35,,unknown,1,1,normal,normal
55654,19000000,0,0,36,,unknown,1,1,normal,normal
56062,19000000,0,0,26,,unknown,1,1,normal,normal
55730,170000,17700000,0,24,,unknown,1,1,normal,normal
56005,150000,17700000,0,35,,unknown,1,1,normal,normal
55868,130000,17700000,0,30,,unknown,1,1,normal,normal
55500,4500000,4320000,0,36,,unknown,1,1,normal,normal
55485,470000,7190000,0,21,,unknown,1,1,normal,normal
55552,6300000,67900,0,22,,unknown,1,1,normal,normal
55827,6300000,24700,0,33,,unknown,1,1,normal,normal
55094,6300000,7840,0,26,,unknown,1,1,normal,normal
55028,6300000,0,0,26,,unknown,1,1,normal,normal
55052,6300000,0,0,28,,unknown,1,1,normal,normal
55172,6300000,0,0,38,,unknown,1,1,normal,normal
55271,6300000,0,0,27,,unknown,1,1,normal,normal
55367,6300000,0,0,35,,unknown,1,1,normal,normal
55402,6300000,0,0,26,,unknown,1,1,normal,normal
110410,0,0,0,81,56881.0,unknown,2,2,attack,b_attack
56881,27000000,17700000,0,31,,unknown,2,2,attack,normal
110411,0,0,0,81,56182.0,unknown,2,2,attack,b_attack
56182,43000000,161000,0,36,,unknown,2,2,attack,normal
110412,0,0,0,81,56601.0,unknown,2,2,attack,b_attack
56601,43000000,16400,0,37,,unknown,2,2,attack,normal
56149,43000000,0,0,25,,unknown,2,2,attack,normal
56220,43000000,0,0,30,,unknown,2,2,attack,normal
56927,43000000,0,0,33,,unknown,2,2,attack,normal
110413,0,0,0,81,56332.0,unknown,2,2,attack,b_attack
56332,30000000,49100,0,32,,unknown,2,2,attack,normal
110414,0,0,0,81,57119.0,unknown,2,2,attack,b_attack
57119,30000000,12800,0,27,,unknown,2,2,attack,normal
110415,0,0,0,81,56639.0,unknown,2,2,attack,b_attack
56639,30000000,5640,0,31,,unknown,2,2,attack,normal
56219,30000000,0,0,29,,unknown,2,2,attack,normal
56281,30000000,0,0,25,,unknown,2,2,attack,normal
56586,30000000,0,0,22,,unknown,2,2,attack,normal
56852,30000000,0,0,24,,unknown,2,2,attack,normal
56878,30000000,0,0,28,,unknown,2,2,attack,normal
56951,30000000,0,0,35,,unknown,2,2,attack,normal
57042,30000000,0,0,38,,unknown,2,2,attack,normal
57096,30000000,0,0,26,,unknown,2,2,attack,normal
110416,0,0,0,81,57056.0,unknown,2,2,attack,b_attack
57056,27000000,350000,0,30,,unknown,2,2,attack,normal
56334,27000000,0,0,34,,unknown,2,2,attack,normal
56673,27000000,0,0,21,,unknown,2,2,attack,normal
56770,27000000,0,0,30,,unknown,2,2,attack,normal
56982,27000000,0,0,22,,unknown,2,2,attack,normal
57033,27000000,0,0,29,,unknown,2,2,attack,normal
57076,27000000,0,0,28,,unknown,2,2,attack,normal
57130,27000000,0,0,38,,unknown,2,2,attack,normal
57204,27000000,0,0,24,,unknown,2,2,attack,normal
110417,0,0,0,81,56775.0,unknown,2,2,attack,b_attack
56775,2000000,17700000,0,35,,unknown,2,2,attack,normal
110418,0,0,0,81,56821.0,unknown,2,2,attack,b_attack
