block_id,total_gas,total_mev_captured,validator_type,validator_id
1,68273000,804000,attack,2052
2,75232000,4320000,normal,2088
3,72024000,88900,attack,2054
4,33390000,0,normal,2057
5,5018000,0,attack,2055
6,5440000,15300,normal,2081
7,8774000,0,normal,2096
8,65310000,527000,normal,2094
9,9396000,0,normal,2059
10,53812000,530000,normal,2080
11,5890000,414500,normal,2096
12,58290000,12800,normal,2095
13,18770000,4320000,normal,2072
14,56735000,37340,normal,2087
15,9793000,0,normal,2096
16,7006000,5630,normal,2096
17,48178000,30200,normal,2084
18,14680000,959000,normal,2062
19,6970000,67500,attack,2051
20,2580000,0,normal,2092
21,11534000,163800,normal,2085
22,11749000,36800,normal,2092
23,35365000,0,normal,2072
24,53818000,18430,normal,2064
25,52692000,1738000,normal,2084
26,6540000,0,normal,2093
27,33980000,17000,normal,2077
28,16940000,33100,normal,2060
29,33988000,0,normal,2073
30,39620000,16360,normal,2100
31,12610000,73100,attack,2052
32,4040000,327640,normal,2058
33,19887000,324100,normal,2075
34,10697000,410000,normal,2057
35,7200000,410000,normal,2075
36,55650000,52600,normal,2057
37,4116000,68100,normal,2095
38,10360000,54200,normal,2083
39,26500000,128000,normal,2061
40,35085000,12800,normal,2068
41,32997000,5630,attack,2055
42,12220000,0,normal,2100
43,6107000,434800,normal,2058
44,16708000,146000,normal,2100
45,27940000,75000,normal,2056
46,9200000,23500,normal,2087
47,83010000,16400,normal,2087
48,9986000,290840,normal,2099
49,32720000,64600,normal,2058
50,18280000,38900,attack,2052
