block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1267820000,79443800,4529387595.0,normal,28
2,1189890000,96060280,9556976280.0,normal,37
3,983090000,100458100,14846887100.0,normal,35
4,1100099000,49225420,20534701180.0,normal,29
5,988527000,39964900,26474997000.0,normal,21
6,1042989000,75955300,32834229085.0,normal,5
7,1239840000,33431600,39577262100.0,normal,19
8,1287110000,46990000,46719315940.0,normal,16
9,1120690000,108812800,54085271005.0,normal,49
10,911310000,33728400,61732925380.0,normal,40
11,936360000,111110400,69991602070.0,normal,7
12,1420670000,36254830,78857396500.0,normal,25
13,1451350000,44023690,87871580310.0,normal,47
14,1390187000,63735800,97278823985.0,normal,50
15,1257620000,60449200,106886874715.0,normal,30
16,1197636000,101251040,116952948870.0,normal,48
17,1104630000,79410700,127382629060.0,normal,38
18,1360050000,37449890,138366288125.0,normal,17
19,716220000,79602100,149250723740.0,normal,39
20,1298120000,8315840,161046733170.0,normal,47
21,1307290000,45328500,172996868905.0,normal,2
22,1262180000,30195830,185268206100.0,normal,25
23,1254970000,30259800,197904351400.0,normal,28
24,844484000,76430000,210693236990.0,normal,23
25,1090920000,42572890,224172659900.0,normal,12
26,1140839000,134647920,237969032010.0,normal,33
27,1120800000,601400,251949545940.0,normal,31
28,1130224000,38062400,266436378865.0,normal,40
29,1098390000,93908900,281279759260.0,normal,41
30,1054670000,65466320,296488026075.0,normal,42
31,1151560000,43963080,312185854645.0,normal,11
32,1101810000,54602900,328165627135.0,normal,20
33,1158650000,59659730,344654421525.0,normal,6
34,1081460000,16284140,361316258640.0,normal,23
35,1183876000,100435220,378536030085.0,normal,13
36,1349360000,56078000,396066366305.0,normal,7
37,972125000,89492380,413659150230.0,normal,30
38,1248800000,55242300,431959392145.0,normal,27
39,1189350000,82471500,450476346810.0,normal,6
40,1278410000,82476780,469431691870.0,normal,45
41,1266405000,50484050,488721009525.0,normal,8
42,1294790000,42931900,508326801530.0,normal,41
43,1013780000,136926000,528160195170.0,normal,42
44,1132280000,73073080,548442814345.0,normal,9
45,1252360000,43146540,569217473835.0,normal,37
46,1257520000,76227890,590294385715.0,normal,4
47,850869000,45131800,611392517670.0,normal,14
48,1214170000,30278200,633312007870.0,normal,21
49,769218000,54613900,655220546305.0,normal,9
50,1085620000,30371120,677974606040.0,normal,15
