block_id,total_gas,total_mev_captured,validator_type,validator_id
1,100207000,359700,attack,4137
2,46910000,0,attack,4122
3,30010000,35497890,attack,4130
4,21669000,1955330,attack,4124
5,36789000,560240,attack,4101
6,114680000,11280,attack,4132
7,78312000,399800,attack,4139
8,51700000,592000,attack,4124
9,114010001,530000,attack,4130
10,81164000,35474500,attack,4126
11,72385000,277000,attack,4104
12,115814000,462000,attack,4131
13,73853000,108600,attack,4126
14,104603000,1006000,attack,4110
15,97328000,30930,attack,4142
16,48503000,1263140,attack,4108
17,50003000,8927700,attack,4109
18,78182000,50500,attack,4140
19,36750000,78800,attack,4134
20,22705000,0,attack,4149
21,22467000,28400,attack,4112
22,65779000,256000,attack,4148
23,74569000,304060,attack,4107
24,44417000,1020000,attack,4145
25,34583000,268100,attack,4144
26,75787000,381100,attack,4130
27,91267000,708100,attack,4102
28,18814000,35400000,attack,4124
29,38030000,849000,attack,4113
30,89145000,77230,attack,4148
31,31907000,0,attack,4137
32,113038000,1618630,attack,4148
33,155005001,570000,attack,4120
34,81034000,444430,attack,4113
35,39464000,9054600,attack,4104
36,113156000,56100,attack,4142
37,19070000,9096300,attack,4123
38,50260000,29780,attack,4116
39,55165000,765890,attack,4103
40,64542000,1526830,attack,4117
41,18083000,2078900,attack,4143
42,60718000,136200,attack,4122
43,20444000,84000,attack,4107
44,94467000,139500,attack,4114
45,74910000,331130,attack,4136
46,32294000,1600000,attack,4140
47,53054000,698630,attack,4103
48,137217000,1297800,attack,4132
49,78938000,1569200,attack,4111
50,51483000,450600,attack,4146
