block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_16,proposer_8,259717983.65635687,283734754,4476
1,builder_12,proposer_15,209426707.2892403,228732653,3785
2,builder_9,proposer_11,425816731.35069335,464365684,16954
3,builder_11,proposer_7,143924420.49372888,157664865,6066
4,builder_5,proposer_7,226172444.1351439,247793972,4062
5,builder_6,proposer_2,311386758.03714335,412740963,13377
6,builder_12,proposer_12,501444834.77168494,552245863,7362
7,builder_19,proposer_4,332487631.89741045,362937280,6504
8,builder_13,proposer_11,790957502.6644269,863643820,98305
9,builder_17,proposer_16,164861608.62526405,180541862,7994
10,builder_18,proposer_0,314267152.1452067,343720226,8188
11,builder_1,proposer_8,340233222.16425323,370719415,3008
12,builder_13,proposer_19,254958111.50691622,278486460,1383
13,builder_13,proposer_13,95548919.67314748,105585276,93261
14,builder_13,proposer_7,487107672.55120033,530885846,3783
15,builder_2,proposer_4,749878801.1751837,823688123,3351
16,builder_9,proposer_18,353161087.65980685,385740184,22034
17,builder_2,proposer_15,524234615.33473766,571871719,7830
18,builder_13,proposer_8,137875797.0724338,151743221,2701
19,builder_11,proposer_1,278184735.9507532,303526431,13793
20,builder_18,proposer_15,341928671.9749329,373587892,64279
21,builder_1,proposer_7,734088831.390198,804124733,40034
22,builder_0,proposer_3,308069220.2928706,340778698,8551
23,builder_10,proposer_5,322832982.8383003,405918224,10607
24,builder_16,proposer_4,196525503.8893536,214583594,4190
25,builder_1,proposer_2,1034406483.8398831,1126851140,6427
26,builder_17,proposer_2,226389967.6377656,247585031,67460
27,builder_12,proposer_11,142157597.3581232,156340807,37524
28,builder_16,proposer_8,259717983.65635687,283734754,4476
29,builder_12,proposer_15,209426707.2892403,228732653,3785
30,builder_9,proposer_11,425816731.35069335,464365684,16954
31,builder_11,proposer_7,143924420.49372888,157664865,6066
32,builder_5,proposer_7,226172444.1351439,247793972,4062
33,builder_6,proposer_2,311386758.03714335,412740963,13377
34,builder_12,proposer_12,501444834.77168494,552245863,7362
35,builder_19,proposer_4,332487631.89741045,362937280,6504
36,builder_13,proposer_11,790957502.6644269,863643820,98305
37,builder_17,proposer_16,164861608.62526405,180541862,7994
38,builder_18,proposer_0,314267152.1452067,343720226,8188
39,builder_1,proposer_8,340233222.16425323,370719415,3008
40,builder_13,proposer_19,254958111.50691622,278486460,1383
41,builder_13,proposer_13,95548919.67314748,105585276,93261
42,builder_13,proposer_7,487107672.55120033,530885846,3783
43,builder_2,proposer_4,749878801.1751837,823688123,3351
44,builder_9,proposer_18,353161087.65980685,385740184,22034
45,builder_2,proposer_15,524234615.33473766,571871719,7830
