block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1295468196,9606400,866010123.6178263,attack
2,2113101262,14082000,1801386139.671773,attack
3,2150002438,13867000,2164699766.0,attack
4,2111503614,14636000,2150483218.0,attack
5,2126004790,13867000,2192924870.0,attack
6,2113305966,13867000,2202167922.0,attack
7,2150007142,13867000,2275402904.0,attack
8,2126008318,13867000,2251159556.0,attack
9,2126009494,13867000,2293741048.0,attack
10,2150010670,13867000,2388799700.0,attack
11,2150011846,13867000,2390055852.0,attack
12,2113313022,13867000,2374177004.0,attack
13,2150014198,13867000,2503348856.0,attack
14,2137015374,13867000,2518879338.0,attack
15,2137016550,13867000,2513707190.0,attack
16,2134017726,13867000,2514335342.0,attack
17,2126018902,13867000,2506758894.0,attack
18,2113320078,13867000,2509815746.0,attack
19,2113121254,13867000,2522602468.0,attack
20,2134022430,13867000,2570553320.0,attack
21,2113123606,13867000,2565221372.0,attack
22,2134024782,13867000,2632649124.0,attack
23,2126025958,13867000,2621736956.0,attack
24,2113127134,13867000,2631422228.0,attack
25,2113128310,13867000,2642784280.0,attack
26,2137029486,13867000,2691282532.0,attack
27,2113130662,13867000,2687699384.0,attack
28,2113131838,13867000,2705198536.0,attack
29,2126033014,13867000,2746442688.0,attack
30,2126034190,13867000,2768316840.0,attack
31,2113335366,13867000,2757609592.0,attack
32,2150036542,13867000,2833896744.0,attack
33,2137037718,13867000,2842122526.0,attack
34,2109538894,31567000,2842707078.0,attack
35,2113140070,13867000,2842049630.0,attack
36,2113141246,13867000,2846746912.0,attack
37,2113342422,13867000,2862109764.0,attack
38,2126043598,13867000,2890839916.0,attack
39,2150044774,13867000,2980983968.0,attack
40,2134045950,13867000,2962879510.0,attack
41,2126047126,13867000,2955626882.0,attack
42,2134048302,13867000,3009793634.0,attack
43,2134049478,13867000,3000349786.0,attack
44,2126050654,13867000,3020998638.0,attack
45,2113351830,13867000,3036172790.0,attack
46,2134053006,13867000,3086602172.0,attack
47,2150054182,13913500,3129836324.0,attack
48,2134055358,13867000,3143452366.0,attack
49,2150056534,13867000,3216211718.0,attack
50,2137057710,13867000,3260367700.0,attack
51,2137058886,13867000,3298863252.0,attack
52,2134060062,13867000,3295182404.0,attack
53,2126061238,13867000,3301404156.0,attack
54,2113362414,13867000,3309214308.0,attack
55,2150063590,13867000,3401938960.0,attack
56,2126064766,13867000,3413384712.0,attack
57,2126065942,13867000,3427051664.0,attack
58,2150067118,13867000,3483522816.0,attack
59,2137068294,13867000,3522421968.0,attack
60,2150069470,13867000,3620831620.0,attack
61,2137070646,13867000,3615062772.0,attack
62,2137071822,13880900,3637429924.0,attack
63,2137072998,13867000,3683337576.0,attack
64,2150074174,13867000,3749001028.0,attack
65,2137075350,13867000,3785598680.0,attack
66,2150076526,13867000,3826808832.0,attack
67,2150077702,13867000,3942711814.0,attack
68,2137078878,13867000,3977968596.0,attack
69,2134080054,13906400,3984072148.0,attack
70,2134081230,13867000,3985398700.0,attack
71,2134082406,13867000,4000081052.0,attack
72,2134083582,13867000,3996358304.0,attack
73,2137084758,13867000,4029684456.0,attack
74,2134085934,13867000,4028008108.0,attack
75,2134087110,13867000,4017778360.0,attack
76,2134088286,13867000,4068062612.0,attack
77,2150089462,13867000,4113567064.0,attack
78,2134090638,13867000,4131656816.0,attack
79,2134091814,13867000,4118441968.0,attack
80,2150092990,13867000,4160809820.0,attack
81,2134094166,13867000,4169640072.0,attack
82,2126095342,13872630,4172211224.0,attack
83,2126096518,13867000,4218203746.0,attack
84,2126097694,13867000,4221873898.0,attack
85,2126098870,13867000,4224735680.0,attack
86,2126100046,13867000,4230947832.0,attack
87,2126101222,13867000,4233177984.0,attack
88,2126102398,13867000,4241565136.0,attack
89,2126103574,13867000,4251005788.0,attack
90,2134104750,13913500,4329680960.0,attack
91,2134105926,13867000,4331198312.0,attack
92,2134107102,13867000,4356690064.0,attack
93,2137108278,13867000,4393516216.0,attack
94,2134109454,13867000,4424070368.0,attack
95,2137110630,13872630,4444312650.0,attack
96,2126111806,13867000,4455209572.0,attack
97,2137112982,13867000,4485579724.0,attack
98,2126114158,13867000,4481680876.0,attack
99,2137115334,14150000,4549582128.0,attack
100,2150116510,13867000,4622904280.0,attack
