transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,builder_type,transaction_type
227490,43000000,0,0,2411,,unknown,1,1,attack,normal
227489,4500000,0,0,2402,,unknown,1,1,attack,normal
227479,4200000,0,0,2420,,unknown,1,1,attack,normal
227476,3600000,0,0,2415,,unknown,1,1,attack,normal
227484,2300000,0,0,2412,,unknown,1,1,attack,normal
227483,2100000,0,0,2420,,unknown,1,1,attack,normal
227472,1500000,0,0,2401,,unknown,1,1,attack,normal
227487,1500000,0,0,2402,,unknown,1,1,attack,normal
227471,1000000,195000,0,2401,,unknown,1,1,attack,normal
228667,0,0,0,6007,227471.0,unknown,1,1,attack,failed
227473,1100000,0,0,2406,,unknown,1,1,attack,normal
227485,1000000,0,0,2406,,unknown,1,1,attack,normal
227478,870000,0,0,2415,,unknown,1,1,attack,normal
227477,660000,0,0,2411,,unknown,1,1,attack,normal
227482,310000,46500,0,2408,,unknown,1,1,attack,normal
227481,350000,0,0,2403,,unknown,1,1,attack,normal
227468,260000,0,0,2409,,unknown,1,1,attack,normal
227474,220000,0,0,2402,,unknown,1,1,attack,normal
227467,160000,0,0,2404,,unknown,1,1,attack,normal
227470,160000,0,0,2402,,unknown,1,1,attack,normal
227480,160000,0,0,2413,,unknown,1,1,attack,normal
227469,150000,0,0,2410,,unknown,1,1,attack,normal
227488,120000,0,0,2412,,unknown,1,1,attack,normal
227475,98000,0,0,2402,,unknown,1,1,attack,normal
227486,70000,0,0,2409,,unknown,1,1,attack,normal
227497,30000000,0,0,2408,,unknown,2,2,attack,normal
227504,3500000,0,0,2420,,unknown,2,2,attack,normal
227503,2300000,215000,0,2403,,unknown,2,2,attack,normal
228668,0,0,0,6005,227503.0,unknown,2,2,attack,failed
227506,2000000,0,0,2412,,unknown,2,2,attack,normal
227509,2000000,0,0,2401,,unknown,2,2,attack,normal
227500,1400000,0,0,2412,,unknown,2,2,attack,normal
227513,1400000,0,0,2401,,unknown,2,2,attack,normal
227505,1000000,84800,0,2418,,unknown,2,2,attack,normal
227502,1000000,0,0,2409,,unknown,2,2,attack,normal
227494,530000,0,0,2406,,unknown,2,2,attack,normal
227496,530000,0,0,2419,,unknown,2,2,attack,normal
227499,460000,0,0,2409,,unknown,2,2,attack,normal
227514,460000,0,0,2413,,unknown,2,2,attack,normal
227501,370000,0,0,2409,,unknown,2,2,attack,normal
227508,360000,0,0,2408,,unknown,2,2,attack,normal
227493,320000,0,0,2405,,unknown,2,2,attack,normal
227507,160000,0,0,2412,,unknown,2,2,attack,normal
227512,150000,0,0,2409,,unknown,2,2,attack,normal
227491,120000,0,0,2419,,unknown,2,2,attack,normal
227492,120000,0,0,2415,,unknown,2,2,attack,normal
227510,110000,0,0,2418,,unknown,2,2,attack,normal
227511,110000,0,0,2406,,unknown,2,2,attack,normal
227495,98000,0,0,2411,,unknown,2,2,attack,normal
227498,98000,0,0,2407,,unknown,2,2,attack,normal
227537,30000000,0,0,2404,,unknown,3,3,attack,normal
227531,6100000,15700,0,2416,,unknown,3,3,attack,normal
228669,0,0,0,6008,227531.0,unknown,3,3,attack,failed
227521,5200000,0,0,2414,,unknown,3,3,attack,normal
227538,3600000,0,0,2409,,unknown,3,3,attack,normal
227518,3500000,0,0,2409,,unknown,3,3,attack,normal
227534,3200000,0,0,2403,,unknown,3,3,attack,normal
