block_id,total_gas,total_mev_captured,validator_type,validator_id
1,22524000,1209200,normal,3462
2,22343000,383000,normal,3468
3,33685000,1019700,normal,3476
4,87731000,12030,normal,3469
5,22641000,151700,normal,3489
6,21231000,30320,normal,3474
7,26519000,367100,normal,3466
8,45276000,285000,normal,3486
9,66071000,666000,normal,3493
10,18492000,56200,normal,3477
11,40819000,571000,normal,3500
12,70396000,17866640,normal,3489
13,73215000,0,normal,3470
14,42220000,183300,normal,3472
15,120974001,18061320,attack,3456
16,64812000,358900,normal,3489
17,43713000,0,normal,3497
18,17795000,142500,normal,3483
19,27304000,74000,attack,3452
20,54160000,938800,attack,3455
21,61849000,7629900,normal,3492
22,81151000,1055700,normal,3475
23,65041000,285000,normal,3484
24,61892000,1098830,attack,3453
25,21966000,260700,normal,3500
26,31187000,17743600,normal,3462
27,138840000,15930,normal,3480
28,38784000,0,attack,3454
29,16163000,266280,normal,3466
30,123488000,84000,attack,3452
31,110876000,81100,normal,3466
32,31500000,226200,attack,3456
33,61737000,24700,normal,3487
34,18663000,613200,normal,3470
35,69270000,21800,normal,3475
36,109664000,411740,normal,3461
37,35122000,35100,normal,3474
38,45132000,18439400,normal,3479
39,71592000,0,attack,3454
40,51183000,1100000,normal,3492
41,91829000,1304000,normal,3490
42,32764000,318720,normal,3498
43,36130000,349500,normal,3496
44,28330000,1968000,attack,3457
45,20509000,356700,normal,3463
46,51857000,293700,normal,3480
47,77369000,1493000,normal,3464
48,31348000,0,normal,3478
49,75829000,14200,normal,3489
50,55139000,263000,normal,3470
