transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,validator_type,transaction_type
66039,43000000,0,0,742,,unknown,1,1,normal,normal
66021,3600000,0,0,748,,unknown,1,1,normal,normal
66036,3500000,0,0,744,,unknown,1,1,normal,normal
66029,2500000,0,0,758,,unknown,1,1,normal,normal
66027,2000000,0,0,749,,unknown,1,1,normal,normal
66022,1900000,0,0,744,,unknown,1,1,normal,normal
66034,1500000,47700,0,747,,unknown,1,1,normal,normal
66018,1400000,0,0,741,,unknown,1,1,normal,normal
66026,970000,0,0,760,,unknown,1,1,normal,normal
66024,650000,0,0,752,,unknown,1,1,normal,normal
66030,650000,0,0,751,,unknown,1,1,normal,normal
66025,460000,0,0,752,,unknown,1,1,normal,normal
66028,460000,0,0,747,,unknown,1,1,normal,normal
66033,120000,283000,0,745,,unknown,1,1,normal,normal
66017,370000,0,0,744,,unknown,1,1,normal,normal
66032,310000,0,0,745,,unknown,1,1,normal,normal
66037,160000,84800,0,759,,unknown,1,1,normal,normal
66019,240000,0,0,741,,unknown,1,1,normal,normal
66020,170000,0,0,747,,unknown,1,1,normal,normal
66031,170000,0,0,746,,unknown,1,1,normal,normal
66038,110000,0,0,746,,unknown,1,1,normal,normal
66040,110000,0,0,745,,unknown,1,1,normal,normal
66023,100000,0,0,754,,unknown,1,1,normal,normal
66035,85000,0,0,756,,unknown,1,1,normal,normal
66062,27000000,0,0,745,,unknown,2,2,normal,normal
66042,5000000,0,0,751,,unknown,2,2,normal,normal
66060,3200000,0,0,744,,unknown,2,2,normal,normal
66043,2500000,0,0,745,,unknown,2,2,normal,normal
66059,2000000,161000,0,744,,unknown,2,2,normal,normal
66048,2000000,0,0,752,,unknown,2,2,normal,normal
66050,2000000,0,0,741,,unknown,2,2,normal,normal
66052,1600000,84800,0,743,,unknown,2,2,normal,normal
66046,1500000,0,0,757,,unknown,2,2,normal,normal
66064,1100000,0,0,747,,unknown,2,2,normal,normal
66063,1000000,0,0,748,,unknown,2,2,normal,normal
66047,660000,0,0,751,,unknown,2,2,normal,normal
66054,420000,0,0,748,,unknown,2,2,normal,normal
66061,420000,0,0,753,,unknown,2,2,normal,normal
66055,340000,0,0,742,,unknown,2,2,normal,normal
66041,320000,0,0,743,,unknown,2,2,normal,normal
66053,190000,0,0,744,,unknown,2,2,normal,normal
66056,190000,0,0,755,,unknown,2,2,normal,normal
66051,170000,0,0,748,,unknown,2,2,normal,normal
66044,150000,0,0,760,,unknown,2,2,normal,normal
66045,130000,0,0,748,,unknown,2,2,normal,normal
66058,120000,0,0,759,,unknown,2,2,normal,normal
66057,110000,0,0,759,,unknown,2,2,normal,normal
66049,84000,0,0,756,,unknown,2,2,normal,normal
66088,5200000,0,0,755,,unknown,3,3,normal,normal
66071,5000000,0,0,747,,unknown,3,3,normal,normal
66073,4500000,32900,0,746,,unknown,3,3,normal,normal
66080,4500000,0,0,760,,unknown,3,3,normal,normal
66085,3600000,0,0,753,,unknown,3,3,normal,normal
66083,3500000,0,0,757,,unknown,3,3,normal,normal
66067,2500000,0,0,751,,unknown,3,3,normal,normal
66077,2500000,0,0,742,,unknown,3,3,normal,normal
66081,2500000,0,0,758,,unknown,3,3,normal,normal
66087,2500000,0,0,742,,unknown,3,3,normal,normal
66079,2000000,0,0,748,,unknown,3,3,normal,normal
66066,1600000,0,0,758,,unknown,3,3,normal,normal
66075,1600000,0,0,754,,unknown,3,3,normal,normal
66086,120000,1100000,0,752,,unknown,3,3,normal,normal
66068,1200000,0,0,752,,unknown,3,3,normal,normal
66074,910000,0,0,751,,unknown,3,3,normal,normal
66076,420000,0,0,746,,unknown,3,3,normal,normal
66084,420000,0,0,760,,unknown,3,3,normal,normal
66069,370000,0,0,760,,unknown,3,3,normal,normal
66078,370000,0,0,749,,unknown,3,3,normal,normal
66065,350000,0,0,758,,unknown,3,3,normal,normal
66082,220000,0,0,754,,unknown,3,3,normal,normal
66072,120000,0,0,746,,unknown,3,3,normal,normal
66070,110000,0,0,757,,unknown,3,3,normal,normal
66109,27000000,0,0,754,,unknown,4,4,normal,normal
66106,4500000,0,0,745,,unknown,4,4,normal,normal
66102,4200000,0,0,748,,unknown,4,4,normal,normal
66094,3500000,0,0,754,,unknown,4,4,normal,normal
66112,2000000,16400,0,751,,unknown,4,4,normal,normal
66092,2000000,0,0,751,,unknown,4,4,normal,normal
66111,2000000,0,0,741,,unknown,4,4,normal,normal
66103,1900000,0,0,754,,unknown,4,4,normal,normal
66110,1700000,0,0,754,,unknown,4,4,normal,normal
66101,1600000,0,0,759,,unknown,4,4,normal,normal
66098,1400000,46500,0,742,,unknown,4,4,normal,normal
66099,1100000,0,0,746,,unknown,4,4,normal,normal
66089,970000,0,0,752,,unknown,4,4,normal,normal
66090,970000,0,0,760,,unknown,4,4,normal,normal
66096,670000,0,0,756,,unknown,4,4,normal,normal
66105,670000,0,0,754,,unknown,4,4,normal,normal
66091,660000,0,0,758,,unknown,4,4,normal,normal
66104,300000,0,0,755,,unknown,4,4,normal,normal
66095,220000,0,0,741,,unknown,4,4,normal,normal
66093,190000,0,0,751,,unknown,4,4,normal,normal
66107,170000,0,0,753,,unknown,4,4,normal,normal
66100,120000,0,0,756,,unknown,4,4,normal,normal
66097,110000,0,0,754,,unknown,4,4,normal,normal
66108,110000,0,0,755,,unknown,4,4,normal,normal
66113,30000000,0,0,747,,unknown,5,5,normal,normal
66127,5000000,0,0,746,,unknown,5,5,normal,normal
66115,2600000,0,0,748,,unknown,5,5,normal,normal
66118,2600000,0,0,756,,unknown,5,5,normal,normal
66134,2600000,0,0,747,,unknown,5,5,normal,normal
66129,2400000,0,0,751,,unknown,5,5,normal,normal
66132,2000000,0,0,751,,unknown,5,5,normal,normal
66130,1400000,0,0,755,,unknown,5,5,normal,normal
66131,1000000,283000,0,759,,unknown,5,5,normal,normal
66125,1000000,0,0,753,,unknown,5,5,normal,normal
66117,970000,0,0,756,,unknown,5,5,normal,normal
66133,970000,0,0,751,,unknown,5,5,normal,normal
66121,910000,0,0,760,,unknown,5,5,normal,normal
66124,910000,0,0,758,,unknown,5,5,normal,normal
66123,660000,0,0,741,,unknown,5,5,normal,normal
66119,650000,0,0,748,,unknown,5,5,normal,normal
66120,420000,0,0,745,,unknown,5,5,normal,normal
66122,420000,0,0,756,,unknown,5,5,normal,normal
66116,320000,0,0,750,,unknown,5,5,normal,normal
66135,170000,0,0,758,,unknown,5,5,normal,normal
66136,150000,0,0,754,,unknown,5,5,normal,normal
66114,120000,0,0,754,,unknown,5,5,normal,normal
66126,120000,0,0,747,,unknown,5,5,normal,normal
66128,85000,0,0,756,,unknown,5,5,normal,normal
66144,4200000,0,0,746,,unknown,6,6,normal,normal
66155,2400000,0,0,754,,unknown,6,6,normal,normal
66154,2300000,0,0,748,,unknown,6,6,normal,normal
66138,2000000,0,0,755,,unknown,6,6,normal,normal
66139,1400000,0,0,754,,unknown,6,6,normal,normal
66148,1400000,0,0,754,,unknown,6,6,normal,normal
66143,1300000,0,0,748,,unknown,6,6,normal,normal
66145,1100000,0,0,746,,unknown,6,6,normal,normal
66147,1100000,0,0,748,,unknown,6,6,normal,normal
66150,630000,0,0,742,,unknown,6,6,normal,normal
66146,470000,0,0,752,,unknown,6,6,normal,normal
66157,460000,0,0,759,,unknown,6,6,normal,normal
66159,420000,0,0,742,,unknown,6,6,normal,normal
66141,320000,0,0,753,,unknown,6,6,normal,normal
66160,260000,0,0,755,,unknown,6,6,normal,normal
66149,220000,0,0,752,,unknown,6,6,normal,normal
66153,220000,0,0,744,,unknown,6,6,normal,normal
66142,170000,0,0,741,,unknown,6,6,normal,normal
66152,170000,0,0,743,,unknown,6,6,normal,normal
66137,150000,0,0,742,,unknown,6,6,normal,normal
66151,150000,0,0,743,,unknown,6,6,normal,normal
66158,150000,0,0,748,,unknown,6,6,normal,normal
66140,120000,0,0,759,,unknown,6,6,normal,normal
66156,120000,0,0,744,,unknown,6,6,normal,normal
66172,2500000,0,0,754,,unknown,7,7,normal,normal
