block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1143498000,31251730,attack,101
2,1247620000,15788400,normal,134
3,1048160000,55831430,normal,145
4,1039990000,77089800,normal,122
5,920440000,56206900,normal,145
6,990313000,136495990,normal,134
7,1200167000,39616500,normal,136
8,1303612000,33909530,normal,150
9,1156810000,103220000,normal,135
10,1033194000,84642300,normal,139
11,1150029000,51425100,normal,126
12,1257120000,33863730,normal,142
13,880960000,23004400,normal,148
14,1089882000,60344840,normal,139
15,1218000000,7785340,attack,120
16,1225270000,62482940,normal,143
17,863870000,89408280,attack,117
18,1026450000,71402430,attack,102
19,1052494000,41191800,attack,106
20,727627000,90008100,attack,114
21,1227354000,100734640,normal,124
22,1047705000,48832000,attack,116
23,939950000,48024890,attack,119
24,1207282000,52569680,normal,124
25,1094470000,51129610,normal,136
26,1463700000,53271300,normal,149
27,1156130000,88243120,normal,147
28,1277150000,51751430,normal,147
29,1036144000,43233000,normal,150
30,1175290000,61187030,normal,128
31,713190000,51750760,normal,150
32,1046530000,80516980,normal,124
33,1483860000,55401950,normal,130
34,1184500000,19879070,attack,116
35,1496700000,19530960,normal,123
36,1066000000,19274670,attack,117
37,1076000000,1287110,attack,105
38,1355720000,37710500,normal,142
39,1115800000,62410300,attack,101
40,1203500000,18620240,attack,116
41,1048414000,195563700,normal,125
42,934277000,65216280,attack,120
43,1120500000,42881620,attack,106
44,1226300000,71419240,normal,135
45,1178920000,104788190,normal,126
46,998420000,130616020,normal,135
47,1226552000,104229960,normal,140
48,1161346000,89656800,normal,147
49,1107330000,62332000,normal,123
50,1071505000,66243730,normal,139
