transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created
36250,0.0,0.0,0,115,36240.0,unknown,4,4
36251,0.0,0.0,0,115,36240.0,unknown,4,4
36253,0.0,0.0,0,112,36240.0,unknown,4,4
36254,0.0,0.0,0,112,36240.0,unknown,4,4
36256,0.0,0.0,0,114,36240.0,unknown,4,4
36257,0.0,0.0,0,114,36240.0,unknown,4,4
36259,0.0,0.0,0,112,36240.0,unknown,5,4
36260,0.0,0.0,0,112,36240.0,unknown,5,4
36262,0.0,0.0,0,117,36240.0,unknown,5,4
36263,0.0,0.0,0,117,36240.0,unknown,5,4
36265,0.0,0.0,0,118,36240.0,unknown,5,4
36266,0.0,0.0,0,118,36240.0,unknown,5,4
36268,0.0,0.0,0,117,36240.0,unknown,5,4
36269,0.0,0.0,0,117,36240.0,unknown,5,4
36271,0.0,0.0,0,115,36240.0,unknown,5,4
36272,0.0,0.0,0,115,36240.0,unknown,5,4
36450,27000000.0,0.0,0,106,,unknown,6,6
36274,0.0,0.0,0,114,36240.0,unknown,6,4
36275,0.0,0.0,0,114,36240.0,unknown,6,4
36277,0.0,0.0,0,111,36240.0,unknown,6,4
36278,0.0,0.0,0,111,36240.0,unknown,6,4
36280,0.0,0.0,0,112,36240.0,unknown,6,4
36281,0.0,0.0,0,112,36240.0,unknown,6,4
36283,0.0,0.0,0,115,36240.0,unknown,6,4
36284,0.0,0.0,0,115,36240.0,unknown,6,4
36286,0.0,0.0,0,120,36240.0,unknown,6,4
36287,0.0,0.0,0,120,36240.0,unknown,7,4
36289,0.0,0.0,0,119,36240.0,unknown,7,4
36290,0.0,0.0,0,119,36240.0,unknown,7,4
36292,0.0,0.0,0,120,36240.0,unknown,7,4
36293,0.0,0.0,0,120,36240.0,unknown,7,4
36295,0.0,0.0,0,120,36240.0,unknown,7,4
36296,0.0,0.0,0,120,36240.0,unknown,7,4
36298,0.0,0.0,0,111,36240.0,unknown,7,4
36299,0.0,0.0,0,111,36240.0,unknown,7,4
36301,0.0,0.0,0,112,36240.0,unknown,7,4
36302,0.0,0.0,0,112,36240.0,unknown,8,4
36304,0.0,0.0,0,120,36240.0,unknown,8,4
36305,0.0,0.0,0,120,36240.0,unknown,8,4
36307,0.0,0.0,0,117,36240.0,unknown,8,4
36308,0.0,0.0,0,117,36240.0,unknown,8,4
36310,0.0,0.0,0,113,36240.0,unknown,8,4
36311,0.0,0.0,0,113,36240.0,unknown,8,4
36313,0.0,0.0,0,115,36240.0,unknown,8,4
36314,0.0,0.0,0,115,36240.0,unknown,8,4
36316,0.0,0.0,0,116,36240.0,unknown,8,5
36317,0.0,0.0,0,116,36240.0,unknown,9,5
36319,0.0,0.0,0,119,36240.0,unknown,9,5
36320,0.0,0.0,0,119,36240.0,unknown,9,5
36322,0.0,0.0,0,116,36240.0,unknown,9,5
36323,0.0,0.0,0,116,36240.0,unknown,9,5
36325,0.0,0.0,0,111,36240.0,unknown,9,5
36326,0.0,0.0,0,111,36240.0,unknown,9,5
36328,0.0,0.0,0,112,36240.0,unknown,9,5
36329,0.0,0.0,0,112,36240.0,unknown,9,5
36331,0.0,0.0,0,114,36240.0,unknown,9,5
36332,0.0,0.0,0,114,36240.0,unknown,10,5
36334,0.0,0.0,0,111,36240.0,unknown,10,5
36335,0.0,0.0,0,111,36240.0,unknown,10,5
36337,0.0,0.0,0,115,36240.0,unknown,10,5
36338,0.0,0.0,0,115,36240.0,unknown,10,5
36340,0.0,0.0,0,111,36240.0,unknown,10,5
36341,0.0,0.0,0,111,36240.0,unknown,10,5
36343,0.0,0.0,0,114,36240.0,unknown,10,5
36344,0.0,0.0,0,114,36240.0,unknown,10,5
36346,0.0,0.0,0,112,36240.0,unknown,10,5
