block_id,total_gas,total_mev_captured,block_bid,builder_type
1,269506004,1753000,150912225.51061845,attack
2,2150000649,8916000,1701368682.3158474,attack
3,2134001850,7889000,2088789060.1090333,attack
4,2134003026,7889000,2209248052.0,attack
5,2134004202,7889000,2205989804.0,attack
6,2126005378,7889000,2222836596.0,attack
7,2134006554,7889000,2271502248.0,attack
8,2107137730,25589000,2268891400.0,attack
9,2134008906,7889000,2298638152.0,attack
10,2150010082,7889000,2342258004.0,attack
11,2134011258,7889000,2347089276.0,attack
12,2113312434,7921900,2358316428.0,attack
13,2113313610,7889000,2392538680.0,attack
14,2113314786,7889000,2421783832.0,attack
15,2137015962,7889000,2503678084.0,attack
16,2134017138,7889000,2508123936.0,attack
17,2134018314,7973800,2533388488.0,attack
18,2137019490,7889000,2573629440.0,attack
19,2137020666,7889000,2607232292.0,attack
20,2134021842,7889000,2653595244.0,attack
21,2126023018,7889000,2647772396.0,attack
22,2113324194,7889000,2652239548.0,attack
23,2134025370,7889000,2731592300.0,attack
24,2134026546,7889000,2766456972.0,attack
25,2134027722,7889000,2768635124.0,attack
26,2126028898,7889000,2784141376.0,attack
27,2134030074,7889000,2812630528.0,attack
28,2150031250,7889000,2852763980.0,attack
29,2126032426,7889000,2827438432.0,attack
30,2150033602,7889000,2890118684.0,attack
31,2126034778,7889000,2883673836.0,attack
32,2107133954,15079000,2882859788.0,attack
33,2150037130,7889000,2963983570.0,attack
34,2137038306,7889000,2965888112.0,attack
35,2134039482,8145000,3008708964.0,attack
36,2134040658,7889000,3001236246.0,attack
37,2137041834,7889000,3022527738.0,attack
38,2150043010,7889000,3088003890.0,attack
39,2134044186,7889000,3065850672.0,attack
40,2126045362,7889000,3072288724.0,attack
41,2113146538,8104000,3074406876.0,attack
42,2126047714,8174000,3106906628.0,attack
43,2113348890,7889000,3114625480.0,attack
44,2150050066,7957100,3255272532.0,attack
45,2150051242,7889000,3251565284.0,attack
46,2150052418,7910800,3368907436.0,attack
47,2150053594,7889000,3394350588.0,attack
48,2150054770,7889000,3401781940.0,attack
49,2150055946,7889000,3428300892.0,attack
50,2137057122,7889000,3408412224.0,attack
51,2137058298,7889000,3403907656.0,attack
52,2150059474,7889000,3454788808.0,attack
53,2134060650,7889000,3449621460.0,attack
54,2108561826,25589000,3446048612.0,attack
55,2126063002,7889000,3470659764.0,attack
56,2126064178,7889000,3476963916.0,attack
57,2137065354,7889000,3507337068.0,attack
58,2134066530,7889000,3554081720.0,attack
59,2150067706,7889000,3595205872.0,attack
60,2150068882,7889000,3709144624.0,attack
61,2150070058,7889000,3693883676.0,attack
62,2137071234,7889000,3679324828.0,attack
63,2134072410,7964000,3698159880.0,attack
64,2150073586,7889000,3742176932.0,attack
65,2126074762,7889000,3761791184.0,attack
66,2126075938,7889000,3781254176.0,attack
67,2134077114,7889000,3858779228.0,attack
68,2150078290,7889000,3894541550.0,attack
69,2134079466,7889000,3886622502.0,attack
70,2150080642,7889000,3935022154.0,attack
71,2126081818,7889000,3943985336.0,attack
72,2134082994,7889000,3965138518.0,attack
73,2126084170,7889000,3968923710.0,attack
74,2137085346,7889000,4001311062.0,attack
75,2150086522,7889000,4037825214.0,attack
76,2150087698,7889000,4067650266.0,attack
77,2137088874,7889000,4133275418.0,attack
78,2137090050,7889000,4127287410.0,attack
79,2137091226,7889000,4147095162.0,attack
80,2137092402,7889000,4181348454.0,attack
81,2134093578,7889000,4193449606.0,attack
82,2150094754,8028000,4252484458.0,attack
83,2134095930,7889000,4262680740.0,attack
84,2134097106,7889000,4276674022.0,attack
85,2126098282,7889000,4290529174.0,attack
86,2134099458,7889000,4319635226.0,attack
87,2126100634,7889000,4340177278.0,attack
88,2126101810,7889000,4364670530.0,attack
89,2134102986,7889000,4399132982.0,attack
90,2150104162,7889000,4434124934.0,attack
91,2137105338,7889000,4497144586.0,attack
92,2137106514,7889000,4507998838.0,attack
93,2126107690,7889000,4528063890.0,attack
94,2137108866,7889000,4605639042.0,attack
95,2137110042,7889000,4602893594.0,attack
96,2134111218,7889000,4615050646.0,attack
97,2137112394,7889000,4670036798.0,attack
98,2134113570,7889000,4669682350.0,attack
99,2126114746,7889000,4667000302.0,attack
100,2150115922,7889000,4764007154.0,attack
