block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1206298000,31266830,5367600435.0,normal,133
2,1247620000,15788400,10645141225.0,normal,134
3,959960000,55670430,16108875445.0,attack,115
4,1039990000,77250800,22079725950.0,normal,147
5,827740000,55514900,28331176260.0,attack,113
6,955070000,78269990,35156722720.0,attack,115
7,1165910000,98115000,42369860620.0,normal,143
8,1303612000,33933030,49846603175.0,normal,141
9,1156810000,103220000,57710532180.0,normal,123
10,1033194000,84642300,65909572815.0,normal,127
11,1150029000,51425100,74576104705.0,normal,150
12,1257120000,33863730,83710033745.0,normal,136
13,786460000,23004400,92893037595.0,attack,112
14,1012282000,55768840,102909505450.0,attack,117
15,1218000000,7785340,113254950995.0,attack,120
16,1170000000,22698940,123667213160.0,attack,102
17,950640000,129908580,134381456590.0,normal,145
18,1081250000,80426530,145671096680.0,normal,134
19,1131994000,36155700,157269732010.0,normal,132
20,822127000,90109200,169186647525.0,normal,146
21,1227354000,100734640,181878017930.0,normal,124
22,1122505000,50070500,194634348705.0,normal,133
23,1021920000,55214890,207700126400.0,normal,134
24,1214112000,44382080,221310666730.0,normal,131
25,1025370000,50659310,235205008515.0,attack,115
26,1348600000,35571300,249837356545.0,attack,101
27,1239490000,90892120,264368610785.0,normal,125
28,1264790000,66626130,279356622805.0,normal,146
29,1036144000,43409300,294555707705.0,normal,133
30,1124260000,53929130,310329379745.0,attack,116
31,707520000,59008660,326172745720.0,normal,136
32,1046530000,80516980,342829221760.0,normal,147
33,1483860000,55401950,359878080490.0,normal,146
34,1184500000,19879070,377072248980.0,attack,105
35,1287700000,19514620,394772883715.0,attack,113
36,1275000000,19291010,412554449435.0,normal,139
37,1076000000,1287110,430857951365.0,attack,118
38,1355720000,37710500,449580441610.0,normal,139
39,1131157000,207880300,468447369945.0,normal,131
40,1203500000,18620240,487891228300.0,attack,110
41,1060234000,129633700,507620104225.0,normal,122
42,929330000,46096280,527565663860.0,attack,105
43,1120500000,42881620,548170788015.0,attack,107
44,1226300000,71419240,568950127370.0,normal,130
45,1125100000,18608190,590033958245.0,attack,106
46,1030010000,156376020,611446820860.0,normal,141
47,1222342000,53899960,633352705535.0,attack,106
48,1158977000,95746800,655414194820.0,normal,126
49,1070209000,104158000,677761220845.0,normal,122
50,1071305000,68056930,700574949665.0,normal,128
