block_id,total_gas,total_mev_captured,validator_type,validator_id
1,61244000,86230,attack,3416
2,20187000,0,attack,3417
3,49289000,121000,attack,3402
4,25665000,0,attack,3413
5,9276000,0,normal,3434
6,14237000,21800,attack,3412
7,14505000,224100,normal,3435
8,20220000,0,normal,3437
9,14060000,0,attack,3418
10,4752000,557300,normal,3440
11,39970000,12800,normal,3447
12,5431000,0,normal,3430
13,6315000,195000,attack,3414
14,30344000,121000,attack,3415
15,38907000,89980,normal,3436
16,13191000,18430,attack,3405
17,53554000,0,attack,3414
18,15177000,195200,normal,3439
19,9890000,121000,normal,3432
20,147890000,128000,attack,3407
21,35013000,0,normal,3438
22,12050000,1100000,normal,3450
23,17607000,66100,normal,3438
24,4981000,283000,normal,3446
25,57925000,0,attack,3408
26,57760000,510000,attack,3406
27,13289000,152390,normal,3432
28,8152000,46500,attack,3419
29,48000000,7840,normal,3426
30,2597000,56900,attack,3423
31,41800000,809940,attack,3424
32,14800000,0,normal,3450
33,16223000,131200,attack,3411
34,61742000,176800,attack,3425
35,65870000,0,attack,3423
36,14850000,33100,attack,3409
37,20528000,4364400,attack,3420
38,7829000,0,attack,3425
39,3190000,0,attack,3411
40,18484000,18263600,attack,3413
41,28948000,146000,normal,3431
42,53730000,60700,normal,3426
43,18903000,322000,normal,3427
44,7360000,0,attack,3404
45,63699000,75000,normal,3426
46,11242000,376000,attack,3418
47,13670000,0,attack,3403
48,25507000,35600,attack,3417
49,25020000,0,attack,3425
50,7908000,413900,attack,3423
