block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1755700361,778855900,1900782683.558636,attack
2,2113101507,867300000,2953349904.0,attack
3,2113302683,867300000,2982202896.0,attack
4,2112203859,867300000,2991366188.0,attack
5,2126005035,867300000,3029785540.0,attack
6,2134006211,867300000,3080454992.0,attack
7,2126007387,867300000,3102561144.0,attack
8,2113308563,867495000,3108013396.0,attack
9,2134009739,867300000,3149796648.0,attack
10,2113310915,867300000,3142204200.0,attack
11,2134012091,867300000,3182665352.0,attack
12,2113313267,867300000,3173455894.0,attack
13,2126014443,867300000,3209923146.0,attack
14,2150015619,867300000,3256813098.0,attack
15,2137016795,867300000,3271395250.0,attack
16,2137017971,867300000,3290757402.0,attack
17,2137019147,867300000,3358618854.0,attack
18,2137020323,867300000,3394193306.0,attack
19,2134021499,867300000,3442961558.0,attack
20,2134022675,867300000,3432180010.0,attack
21,2126023851,867300000,3453548862.0,attack
22,2126025027,867300000,3463842544.0,attack
23,2137026203,867300000,3547330096.0,attack
24,2134027379,867300000,3575835848.0,attack
25,2137028555,867321800,3607142100.0,attack
26,2134029731,867300000,3595374152.0,attack
27,2150030907,867305630,3627365174.0,attack
28,2126032083,867300000,3616446696.0,attack
29,2150033259,867300000,3702615048.0,attack
30,2150034435,867300000,3739446100.0,attack
31,2137035611,867300000,3751811252.0,attack
32,2150036787,867300000,3804080404.0,attack
33,2134037963,867300000,3800718786.0,attack
34,2126039139,867300000,3806855538.0,attack
35,2137040315,867300000,3877371120.0,attack
36,2150041491,867300000,3971108272.0,attack
37,2137042667,867300000,4022301024.0,attack
38,2134043843,867300000,4012281276.0,attack
39,2134045019,867300000,4004211328.0,attack
40,2134046195,867300000,4010696380.0,attack
41,2137047371,867346500,4051766132.0,attack
42,2134048547,867300000,4060952884.0,attack
43,2137049723,867300000,4113774236.0,attack
44,2134050899,867300000,4131961188.0,attack
45,2134052075,867300000,4129589340.0,attack
46,2134053251,867300000,4156354592.0,attack
47,2109054427,885000000,4161380874.0,attack
48,2150055603,867300000,4220576226.0,attack
49,2150056779,867300000,4243336378.0,attack
50,2126057955,867300000,4229759330.0,attack
51,2137059131,867300000,4264534082.0,attack
52,2126060307,867300000,4254480274.0,attack
53,2150061483,867300000,4345225126.0,attack
54,2137062659,867300000,4324932978.0,attack
55,2134063835,867300000,4365053670.0,attack
56,2126065011,867300000,4378745422.0,attack
57,2126066187,867300000,4396651674.0,attack
58,2126067363,867300000,4397518546.0,attack
59,2134068539,867300000,4420592698.0,attack
60,2112069715,874490000,4428348350.0,attack
61,2150070891,867300000,4516973302.0,attack
62,2137072067,867300000,4507853754.0,attack
63,2137073243,867300000,4534581546.0,attack
64,2107294419,885000000,4537571798.0,attack
65,2150075595,867300000,4692542150.0,attack
66,2150076771,868079000,4734022102.0,attack
67,2150077947,867300000,4760904254.0,attack
68,2150079123,867300000,4824696406.0,attack
69,2137080299,867300000,4817469358.0,attack
70,2134081475,867300000,4819847010.0,attack
71,2150082651,867300000,4876149962.0,attack
72,2134083827,867300000,4904154014.0,attack
73,2110585003,885000000,4901533266.0,attack
74,2150086179,867300000,4978174918.0,attack
75,2134087355,867300000,4994772870.0,attack
76,2150088531,867300000,5027684022.0,attack
77,2134089707,867300000,5051536374.0,attack
78,2134090883,867300000,5074836226.0,attack
79,2126092059,867364600,5071184378.0,attack
80,2134093235,867300000,5115097660.0,attack
81,2126094411,867300000,5113981012.0,attack
82,2126095587,867300000,5131097164.0,attack
83,2126096763,867300000,5143106016.0,attack
84,2126097939,867300000,5150148668.0,attack
85,2126099115,867300000,5183724720.0,attack
86,2126100291,867300000,5200393872.0,attack
87,2107571467,885000000,5200936124.0,attack
88,2134102643,867300000,5233955276.0,attack
89,2107253819,885000000,5235503228.0,attack
90,2137104995,867300000,5266667580.0,attack
91,2107566171,874490000,5256711732.0,attack
92,2150107347,867300000,5306543464.0,attack
93,2113408523,867531000,5291444816.0,attack
94,2113409699,867336800,5306430668.0,attack
95,2134110875,867446000,5351376720.0,attack
96,2137112051,867300000,5394127472.0,attack
97,2150113227,867300000,5438700824.0,attack
98,2134114403,867300000,5446255776.0,attack
99,2134115579,867300000,5497230028.0,attack
100,2150116755,867300000,5602493380.0,attack
