block_id,total_gas,total_mev_captured,validator_type,validator_id
1,20190000,30200,normal,3467
2,9564000,569700,normal,3496
3,19637000,769000,normal,3483
4,14944000,0,normal,3458
5,40800000,178700,normal,3482
6,27956000,16930,normal,3474
7,2210000,0,normal,3458
8,38575000,85700,normal,3459
9,60932000,510000,normal,3484
10,12309000,0,normal,3491
11,57785000,0,normal,3494
12,13168000,67900,normal,3483
13,38054000,155000,normal,3462
14,40018000,186630,normal,3488
15,41133000,121000,normal,3464
16,6327000,3130,attack,3451
17,47978000,368600,normal,3458
18,29669000,0,normal,3478
19,49850000,0,normal,3490
20,34140000,0,normal,3498
21,16450000,0,normal,3470
22,37893000,17000,normal,3496
23,5550000,0,normal,3459
24,5377000,77400,normal,3464
25,49510000,0,normal,3497
26,19560000,0,normal,3500
27,53447000,164000,normal,3478
28,24630000,0,normal,3498
29,14153000,0,normal,3471
30,43834000,110600,normal,3457
31,6234000,48200,attack,3451
32,23662000,0,normal,3459
33,7580000,0,normal,3477
34,42872000,39900,normal,3490
35,17607000,0,normal,3457
36,53883000,18607400,normal,3476
37,73974000,66100,normal,3460
38,13940000,0,normal,3461
39,12830000,37500,normal,3473
40,7327000,61600,normal,3454
41,43577000,26600,normal,3500
42,7251000,17760700,normal,3466
43,89588000,0,normal,3469
44,9617000,71800,normal,3457
45,37485000,1284500,normal,3500
46,46434000,285000,normal,3497
47,16450000,0,normal,3487
48,7155000,21740,normal,3452
49,15953000,76420,normal,3462
50,38550000,784100,normal,3461
