block_id,total_gas,total_mev_captured,validator_type,validator_id
1,104240000,813600,normal,134
2,244870000,531220,attack,112
3,149100000,1757420,attack,111
4,170870000,4565500,attack,105
5,173250000,1205390,normal,144
6,233940000,16616000,normal,133
7,300080000,3774300,normal,143
8,251050000,25305430,normal,124
9,172940000,646220,attack,107
10,150890000,1043500,attack,120
11,142780000,7582700,attack,104
12,143789000,1933240,normal,150
13,280700000,1656700,attack,115
14,93689000,19471500,normal,142
15,220890000,8341680,attack,104
16,191180000,23533940,normal,144
17,119040000,18548800,attack,110
18,317070000,339180,attack,118
19,251830000,9370800,normal,136
20,140310000,1401000,attack,116
21,88500000,1360600,attack,103
22,267790000,2366120,normal,140
23,251160000,9450640,normal,130
24,326010000,21088800,normal,135
25,345970000,908290,attack,107
26,194457000,20580140,normal,133
27,221689000,4839200,attack,108
28,305970000,18356030,attack,115
29,201830000,9128900,normal,148
30,192640000,1830860,normal,145
31,291840000,2738960,normal,121
32,219750000,817800,normal,143
33,372150000,19845540,normal,148
34,224540000,538510,normal,128
35,170105000,2742690,normal,137
36,317980000,1809380,normal,128
37,226710000,9508720,normal,142
38,311780000,20123130,normal,130
39,109720000,1066900,attack,109
40,318620000,587000,normal,124
41,205700000,1920770,attack,106
42,155640000,2259880,attack,106
43,309600000,1752840,attack,104
44,199460000,23018460,normal,134
45,377120000,325600,normal,147
46,172900000,6765390,normal,123
47,161853000,1418800,normal,127
48,233980000,463100,attack,111
49,175480000,1956980,attack,101
50,255000000,13357430,attack,106
