block_id,total_gas,total_mev_captured,validator_type,validator_id
1,585990000,50993300,normal,56
2,683380000,87637470,normal,62
3,702510000,69922080,normal,80
4,801020000,22757990,normal,91
5,590410000,22822830,normal,98
6,749720000,18217200,normal,58
7,854670000,83186230,normal,93
8,653830000,26910830,normal,96
9,607570000,42368100,normal,69
10,832030000,52369990,normal,86
11,883730000,60350800,normal,69
12,810090000,61406720,normal,100
13,885800000,43118300,normal,52
14,1176350000,16714700,normal,62
15,726578000,52868640,normal,79
16,605680000,63701000,normal,53
17,915940000,40188560,normal,87
18,510190000,42986440,normal,91
19,626030000,83620620,normal,81
20,924790000,52169900,normal,69
21,718060000,41120400,normal,69
22,774600000,15173330,normal,100
23,771100000,20496700,attack,51
24,773124000,68389150,normal,99
25,731900000,36317740,normal,53
26,638200000,1134500,normal,63
27,802820000,48621600,normal,70
28,855830000,45916000,normal,82
29,663030000,30734200,normal,81
30,568510000,7385780,normal,79
31,592900000,27506330,normal,56
32,641930000,60682660,normal,87
33,627710000,19743200,normal,67
34,697000000,377000,attack,51
35,781970000,44094500,normal,52
36,658590000,20140230,normal,73
37,868479000,26561710,normal,76
38,979773000,18582500,attack,51
39,604570000,19406000,normal,81
40,838300000,36452000,normal,67
41,740245000,90496600,normal,94
42,697020000,28197180,normal,55
43,760720000,51179610,normal,65
44,779600000,51783440,normal,90
45,701700000,1505240,normal,99
46,641400000,47630,normal,65
47,798890000,61870220,normal,90
48,799400000,18887630,normal,77
49,881060000,37035300,normal,100
50,896320000,9597700,normal,62
