block_id,total_gas,total_mev_captured,validator_type,validator_id
1,742590120,306000,normal,2796
2,1032000684,367200,attack,2777
3,1032001260,367200,attack,2778
4,1032001836,367200,attack,2765
5,1032002412,367200,attack,2764
6,1032002988,367200,attack,2790
7,1032003564,367200,attack,2778
8,1032004140,367200,attack,2789
9,1032004716,367200,attack,2761
10,1032005292,367200,attack,2764
11,1032005868,367200,attack,2755
12,1032006444,367200,attack,2756
13,1075007300,382500,attack,2788
14,1032007596,367200,attack,2784
15,1032008172,367200,attack,2786
16,1032008748,367200,attack,2759
17,1032009324,367200,attack,2784
18,1032009900,367200,attack,2780
19,1075010900,382500,attack,2772
20,989010580,351900,normal,2800
21,989011132,351900,normal,2795
22,989011684,351900,normal,2795
23,1075013300,382500,attack,2771
24,989012788,351900,normal,2799
25,1032013908,367200,normal,2792
26,1032014508,367200,attack,2773
27,1032015084,367200,attack,2778
28,1032015660,367200,attack,2758
29,1032016236,367200,attack,2783
30,1032016812,367200,attack,2785
31,1032017388,367200,attack,2762
32,989017204,351900,normal,2797
33,1032018516,367200,normal,2799
34,1032019116,367200,attack,2776
35,1032019692,367200,attack,2773
36,1032020268,367200,attack,2780
37,1032020844,367200,attack,2752
38,1032021420,367200,attack,2764
39,1075022900,382500,attack,2760
40,1032022572,367200,attack,2770
41,1032023148,367200,attack,2778
42,1032023724,367200,attack,2780
43,1032024300,367200,attack,2767
44,1032024876,367200,attack,2785
45,1075026500,382500,attack,2790
46,1075027100,382500,attack,2790
47,1032026604,367200,attack,2775
48,1032027180,367200,attack,2784
49,1075028900,382500,attack,2773
50,1032028332,367200,attack,2767
