block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,710900000,7331760,27482580180.48442,attack,689
2,552820000,43914200,69827058570.94186,attack,687
3,655970000,65084900,122811802455.31696,attack,668
4,632070000,18143730,185179956099.12634,attack,667
5,784500000,37160670,254368530445.70038,attack,684
6,686000000,5798200,339645217304.36755,attack,654
7,615260000,26129290,425800603373.657,attack,663
8,664542000,83685530,536044723498.40656,attack,664
9,806953000,54385780,654162419313.7834,attack,663
10,794000000,11856440,766629143953.5131,attack,684
11,826130000,72160600,921997154221.3365,attack,689
12,609120000,26306180,1075898538021.1731,attack,655
13,913870000,42075130,1231259584449.9814,attack,651
14,555142000,59184390,1405356569544.2344,attack,654
15,735950000,34297280,1594040915560.1963,attack,678
16,738960000,75916430,1782515191462.99,attack,695
17,930700000,17963900,1994137449957.2114,attack,662
18,787770000,32983730,2202785599811.6084,attack,655
19,904500000,56026970,2415823151406.9976,attack,666
20,694370000,57984720,2673060812731.0454,attack,680
21,684400000,2713530,2905415841640.8267,attack,689
22,518000000,43550380,3182665953380.4927,attack,659
23,672270000,16249300,3429044224935.6406,attack,656
24,854160000,40703800,3685238088562.398,attack,670
25,773070000,27308700,3992213944507.6196,attack,656
26,795147000,33424500,4288162364096.871,attack,683
27,665770000,54094200,4600750148030.337,attack,670
28,867300000,8825750,4974994168470.279,attack,681
29,663400000,1349100,5265561322372.248,attack,661
30,663000000,65770870,5632535992983.39,attack,674
31,713630000,44019820,5933648481050.458,attack,672
32,714380000,78719800,6373015760708.91,attack,692
33,838600000,18984400,6631912566778.638,attack,689
34,645400000,43048430,7039446008937.168,attack,662
35,651880000,44210800,7503553305252.607,attack,693
36,402250000,34348200,7826250163405.323,attack,665
37,649700000,8793610,8320359161081.78,attack,667
38,607710000,33059800,8537903344099.044,attack,690
39,788600000,8372100,9061671259059.902,attack,670
40,698800000,9340970,9633809579806.473,attack,667
41,707987000,51109040,10097024956002.512,attack,665
42,623060000,37228000,10330525073921.787,attack,655
43,459320000,37729100,10892484897791.2,attack,685
44,567320000,18928600,11346836644207.18,attack,659
45,643530000,31850300,11969132070457.59,attack,685
46,609880000,42913640,12298649711628.52,attack,668
47,596760000,8845600,13024136801713.982,attack,682
48,761020000,35978700,13638415042712.09,attack,671
49,632910000,48077600,14051262027670.438,attack,656
50,896867000,58701440,14650590027171.72,attack,674
