block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1910690441,2842400,1483114461.4251,attack,5116
2,2107001605,3165400,2067102360.0,attack,5118
3,2107002781,3165400,2067103512.0,attack,5129
4,2107003957,3165400,2067104664.0,attack,5143
5,2107005133,3165400,2067105816.0,attack,5129
6,2107006309,3165400,2067106968.0,attack,5106
7,2107007485,3165400,2067108120.0,attack,5150
8,2107008661,3165400,2067109272.0,attack,5105
9,2107009837,3165400,2067110424.0,attack,5119
10,2107011013,3165400,2067111576.0,attack,5115
11,2107012189,3165400,2067112728.0,attack,5120
12,2107013365,3165400,2067113880.0,attack,5147
13,2107014541,3165400,2067115032.0,attack,5133
14,2107015717,3165400,2067116184.0,attack,5105
15,2107016893,3165400,2067117336.0,attack,5135
16,2107018069,3165400,2067118488.0,attack,5108
17,2107019245,3165400,2067119640.0,attack,5109
18,2107020421,3165400,2067120792.0,attack,5132
19,2107021597,3165400,2067121944.0,attack,5105
20,2107022773,3165400,2067123096.0,attack,5114
21,2107023949,3165400,2067124248.0,attack,5139
22,2107025125,3165400,2067125400.0,attack,5133
23,2107026301,3165400,2067126552.0,attack,5130
24,2107027477,3165400,2067127704.0,attack,5104
25,2107028653,3165400,2067128856.0,attack,5129
26,2107029829,3165400,2067130008.0,attack,5121
27,2107031005,3165400,2067131160.0,attack,5118
28,2107032181,3165400,2067132312.0,attack,5105
29,2107033357,3165400,2067133464.0,attack,5118
30,2107034533,3165400,2067134616.0,attack,5101
31,2107035709,3165400,2067135768.0,attack,5145
32,2107036885,3165400,2067136920.0,attack,5125
33,2107038061,3165400,2067138072.0,attack,5110
34,2107039237,3165400,2067139224.0,attack,5103
35,2107040413,3165400,2067140376.0,attack,5116
36,2107041589,3165400,2067141528.0,attack,5113
37,2107042765,3165400,2067142680.0,attack,5148
38,2107043941,3165400,2067143832.0,attack,5133
39,2107045117,3165400,2067144984.0,attack,5145
40,2107046293,3165400,2067146136.0,attack,5148
41,2107047469,3165400,2067147288.0,attack,5118
42,2107048645,3165400,2067148440.0,attack,5122
43,2107049821,3165400,2067149592.0,attack,5125
44,2107050997,3165400,2067150744.0,attack,5130
45,2107052173,3165400,2067151896.0,attack,5114
46,2107053349,3165400,2067153048.0,attack,5116
47,2107054525,3165400,2067154200.0,attack,5137
48,2107055701,3165400,2067155352.0,attack,5119
49,2107056877,3165400,2067156504.0,attack,5136
50,2107058053,3165400,2067157656.0,attack,5127
