block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,241600000,1053480,20778872157.812904,attack,205
2,173030000,19431600,75774646777.15062,attack,215
3,189670000,552300,168826820364.8706,attack,222
4,208370000,337430,298743767315.70197,attack,225
5,161100000,802400,457683810005.6295,attack,222
6,283005000,29321200,648901152942.1997,attack,229
7,281300000,2116800,891875169513.5284,attack,230
8,320243000,8671080,1140795527474.7842,attack,227
9,85590000,6622370,1458319293271.5925,attack,206
10,237880000,3430000,1807396676372.4844,attack,228
11,134160000,2319680,2166657509798.7239,attack,222
12,213150000,5035420,2545633421331.7583,attack,202
13,173210000,19478530,3015577074553.459,attack,220
14,146493000,43129800,3423279084547.207,attack,223
15,242500000,20419600,3954342497773.8535,attack,223
16,333060000,5553600,4470495281047.871,attack,224
17,202100000,2889300,5111633815049.615,attack,230
18,150740000,2213600,5671158679745.978,attack,223
19,140078000,3541500,6368780368821.825,attack,221
20,116990000,8356740,7055905922296.348,attack,203
21,215550000,2400640,7713204180071.294,attack,207
22,143590000,5527780,8460786781276.963,attack,203
23,171300000,5717600,9191174222752.203,attack,215
24,152150000,8100500,10164086458412.324,attack,203
25,147100000,20492240,10770723762927.346,attack,213
26,219430000,2576840,11866602124528.57,attack,224
27,263820000,2826890,12802235278891.678,attack,213
28,270330000,28326800,13547478888257.217,attack,207
29,149776000,34183900,14479183704778.049,attack,222
30,312100000,796740,15856931152817.186,attack,213
31,169860000,1388300,16679848550126.744,attack,212
32,172910000,936400,17807722347307.406,attack,230
33,257420000,19539630,18744131380041.07,attack,213
34,163100000,1416880,20213219912620.79,attack,217
35,150090000,4112700,21483901501696.88,attack,207
36,183160000,2223700,22477585268356.1,attack,226
37,166400000,694660,23557384048663.824,attack,206
38,234890000,4483040,25067233779928.105,attack,206
39,241000000,680140,26123822348572.617,attack,212
40,204570000,1631000,27190994306816.703,attack,204
41,147860000,35865400,29033668760969.2,attack,212
42,157330000,23528700,30010856132912.77,attack,202
43,153977000,17857330,31777958742186.723,attack,215
44,126690000,21749600,33585027499144.95,attack,214
45,275900000,402600,35145689893104.77,attack,222
46,155570000,18273000,36242179811890.45,attack,216
47,238440000,13813750,38394547474147.766,attack,201
48,364900000,8658000,39792818132278.36,attack,230
49,288870000,4885100,40668844461941.56,attack,206
50,252600000,618630,43670333268227.64,attack,227
