block_id,total_gas,total_mev_captured,validator_type,validator_id
1,55045000,63400,normal,1644
2,11005000,94000,normal,1611
3,39370000,0,normal,1624
4,35167000,0,normal,1634
5,14382000,0,normal,1636
6,52769000,545000,normal,1611
7,61243000,205000,attack,1607
8,13550000,0,attack,1610
9,50830000,0,normal,1616
10,19830000,46500,normal,1639
11,20040000,447000,attack,1602
12,13130000,369000,normal,1645
13,11320000,477000,normal,1648
14,33620000,0,normal,1640
15,35810000,121000,normal,1629
16,28424000,0,normal,1626
17,8612000,249700,attack,1601
18,14990000,164000,normal,1641
19,22817000,29500,normal,1643
20,7010000,0,normal,1639
21,21990000,34700,normal,1647
22,20940000,17731700,normal,1617
23,12770000,1625000,normal,1628
24,53990000,161100,normal,1638
25,32002000,10700,attack,1605
26,60560000,18600,normal,1639
27,116010000,251600,normal,1614
28,4769000,0,normal,1648
29,13588000,0,normal,1643
30,25070000,13800,normal,1620
31,38948000,136900,normal,1621
32,18690000,83520,attack,1610
33,20795000,81300,normal,1624
34,31890000,0,normal,1627
35,47210000,283000,normal,1633
36,43498000,719700,normal,1619
37,7779000,1228840,normal,1617
38,14333000,431900,attack,1602
39,6869000,285000,normal,1648
40,21170000,195000,normal,1643
41,7900000,1127430,attack,1601
42,21730000,769000,normal,1616
43,9864000,0,normal,1648
44,12980000,121000,normal,1637
45,29400000,3130,normal,1621
46,6167000,19700,attack,1604
47,12870000,215000,attack,1609
48,7700000,0,normal,1640
49,35910000,15100,normal,1614
50,16642000,40500,normal,1618
