block_id,total_gas,total_mev_captured,validator_type,validator_id
1,65488000,27800,attack,1906
2,35296000,393800,attack,1930
3,43544000,889190,attack,1921
4,50841000,35808400,attack,1927
5,38721000,335800,attack,1916
6,67910000,45500,normal,1936
7,49422000,737960,attack,1930
8,27727000,415100,attack,1934
9,24019000,1434400,normal,1939
10,41570000,71200,attack,1903
11,104418000,342200,attack,1910
12,89547000,644000,attack,1907
13,46275000,311300,normal,1936
14,35892000,1312840,normal,1948
15,16832000,0,attack,1930
16,18797000,53380,normal,1944
17,116194001,7227200,attack,1926
18,87504000,454100,attack,1919
19,75946000,465000,attack,1929
20,88820000,0,attack,1904
21,57278000,140040,attack,1928
22,29967000,61700,normal,1950
23,51746000,854290,attack,1925
24,62034000,948900,normal,1950
25,29703000,169200,normal,1939
26,128978001,790800,attack,1919
27,22513000,1209900,attack,1902
28,24612000,71800,normal,1950
29,36429000,772100,attack,1917
30,23144000,71500,attack,1904
31,13544000,5568600,normal,1943
32,68357000,181300,attack,1915
33,72794000,76200,normal,1950
34,39337000,11280,attack,1932
35,53026000,0,attack,1912
36,23859000,148000,normal,1947
37,121049000,203300,attack,1906
38,49164000,49100,normal,1948
39,23554000,130100,normal,1939
40,53120000,139600,attack,1933
41,28035000,1748600,attack,1933
42,61474000,50960,normal,1936
43,53704000,43300,attack,1915
44,62945000,812600,attack,1905
45,41600000,15071000,attack,1918
46,43914000,1220430,attack,1931
47,180900000,166280,attack,1928
48,54918000,32500,normal,1942
49,88839000,2130200,attack,1931
50,33520000,0,normal,1938
