block_id,total_gas,total_mev_captured,validator_type,validator_id
1,68032000,20740,normal,3642
2,18977000,866800,normal,3648
3,43737000,585500,normal,3612
4,14897000,22830,normal,3632
5,49817000,425300,normal,3622
6,25478000,322000,normal,3635
7,52804000,443900,normal,3631
8,15840000,649400,normal,3632
9,24451000,871900,attack,3604
10,64277000,360000,normal,3642
11,31448000,940000,normal,3624
12,34104000,283000,normal,3632
13,42777000,15100,normal,3626
14,89968000,66890,normal,3635
15,58375000,15100,normal,3636
16,51106000,37830,normal,3620
17,18044000,170700,normal,3639
18,50545000,1267500,normal,3625
19,71475000,276030,normal,3649
20,18118000,391990,normal,3642
21,29481000,7206400,normal,3632
22,59747000,176320,attack,3603
23,127188000,1079300,normal,3650
24,25762000,100600,normal,3628
25,24366000,4320000,normal,3609
26,28111000,136800,normal,3624
27,78073000,168600,normal,3636
28,19349000,4320000,normal,3649
29,68800000,76300,normal,3637
30,67973000,138090,normal,3619
31,51452000,1265000,attack,3603
32,43652000,73100,normal,3625
33,55830000,183530,normal,3650
34,17677000,4421000,normal,3648
35,21766000,64600,normal,3638
36,29023000,119300,normal,3632
37,25763000,1201700,normal,3614
38,75220000,11200,normal,3634
39,17423000,219320,normal,3625
40,66004000,19700,normal,3623
41,43060000,637700,normal,3630
42,69653000,8520,normal,3643
43,31487000,194900,attack,3605
44,65048000,15700,normal,3648
45,43515000,504900,normal,3620
46,18280000,817520,normal,3636
47,112953000,164000,normal,3633
48,62186000,877200,attack,3601
49,50381000,151640,normal,3609
50,20978000,766000,normal,3611
