block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,928790000,46491890,4590394775.0,attack,113
2,855120000,40526600,9768940460.0,attack,145
3,926502000,125128400,15447390130.0,attack,138
4,1209000000,2109430,21526409390.0,attack,101
5,939460000,58261100,27725897245.0,attack,150
6,960000000,9684940,34329224510.0,attack,108
7,1104000000,1330540,41457890500.0,attack,149
8,1059650000,40472690,48879781305.0,attack,134
9,1052020000,30695900,56752630780.0,attack,111
10,1140360000,18002400,65114147670.0,attack,141
11,898165000,106949530,73739919780.0,attack,134
12,1082600000,19824620,82873344585.0,attack,105
13,1121610000,36116200,92381773110.0,attack,137
14,1031230000,72079930,102179604270.0,attack,111
15,1177310000,70968720,112415985265.0,attack,128
16,926149000,107899300,122777235360.0,attack,145
17,934006000,68777780,133530697010.0,attack,129
18,1284000000,1231300,144817947570.0,attack,146
19,1241000000,2168000,156285443085.0,attack,113
20,1016089000,89534600,168009803070.0,attack,147
21,1127100000,36834100,180302659630.0,attack,123
22,1080500000,107442600,192967089030.0,attack,148
23,1150000000,18368800,205849183740.0,attack,107
24,1164400000,71373400,219216413590.0,attack,136
25,1215100000,53810500,232831894530.0,attack,136
26,779416000,131342700,246664450525.0,attack,150
27,1117000000,18463190,261229957965.0,attack,140
28,1127000000,1853430,276111861775.0,attack,128
29,906520000,86973600,291192957705.0,attack,103
30,774660000,91743500,306753321415.0,attack,139
31,895060000,62286630,322854716325.0,attack,128
32,846100000,89568100,339195488435.0,attack,145
33,924080000,40989240,355904985460.0,attack,110
34,1048830000,69283800,373055050040.0,attack,119
35,706860000,88535000,390307591825.0,attack,130
36,929200000,61035700,408159923510.0,attack,122
37,1262150000,18828500,426536197075.0,attack,127
38,1061160000,39498200,444990648470.0,attack,140
39,1249000000,1570080,464025032325.0,attack,139
40,1020570000,48206680,483272388845.0,attack,110
41,1200310000,18266700,503041122540.0,attack,101
42,954840000,54617100,523064724865.0,attack,125
43,959910000,89424710,543534363620.0,attack,122
44,1001760000,61652200,564348812720.0,attack,144
45,1144500000,19131330,585551366485.0,attack,109
46,964700000,55643800,606858817195.0,attack,148
47,1093213000,60889240,628618108250.0,attack,123
48,924810000,54596700,650606440250.0,attack,136
49,1029598000,32875730,673128988510.0,attack,143
50,967900000,64789140,695904161890.0,attack,105
