block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,13129000,485180,49947420,attack,811
2,45070000,15300,180268540,attack,824
3,55230000,0,312483240,attack,831
4,5015000,591000,418729240,attack,812
5,16034000,4359400,591806640,normal,843
6,51387000,0,787700240,normal,844
7,59407000,14200,1040004440,attack,834
8,13640000,769000,1205892240,attack,810
9,3352000,0,1474315240,attack,829
10,44298000,56200,1823597440,attack,820
11,16283000,0,2132606240,attack,806
12,51290000,793200,2648460440,attack,821
13,15690000,4359400,3197824240,normal,839
14,16591000,8520,3633658360,attack,831
15,34685000,84500,4017655540,attack,811
16,43590000,215000,4697688640,attack,825
17,81110000,21800,5393184640,attack,826
18,7918000,18600,5903301840,attack,831
19,34226000,0,6537103640,attack,832
20,4447000,0,7434179040,attack,834
21,22571000,36800,8057623840,attack,825
22,31741000,330700,8628943340,attack,820
23,13740000,0,9319324040,attack,833
24,56081000,287000,9959807640,attack,812
25,14347000,0,11020641040,attack,806
26,9051000,83030,11730712070,attack,803
27,12721000,360700,12694428940,attack,823
28,116742000,0,13791658440,attack,827
29,8590000,0,14791304040,attack,805
30,5150000,128000,16018418040,normal,845
31,19305000,14200,16963371640,normal,838
32,6923000,11200,18170784240,normal,837
33,19400000,985000,19079519040,normal,837
34,14842000,24240,19896855880,attack,812
35,41750000,774630,20952226670,normal,839
36,50420000,322000,22012356440,attack,802
37,42497000,283000,23080506840,attack,806
38,10522000,5630,24249795270,normal,842
39,63173000,564000,25120031840,attack,817
40,15861000,63100,26321759740,attack,809
41,2110000,0,27694114840,attack,805
42,7717000,19700,28899053940,attack,808
43,15740000,781800,30019123040,attack,817
44,7813000,964000,31485947440,normal,848
45,9034000,33300,32994606940,attack,833
46,39776000,10700,34328038740,normal,838
47,17392000,825400,35390325040,attack,811
48,67913000,3130,36786736170,normal,846
49,11190000,0,38226750840,attack,820
50,19992000,129800,39377138240,attack,816
