block_id,total_gas,total_mev_captured,validator_type,validator_id
1,101224000,17783100,normal,3757
2,111742000,4335100,normal,3754
3,33560000,164130,normal,3764
4,20553000,87300,normal,3786
5,85908000,15300,normal,3780
6,54777000,7198520,normal,3777
7,54641000,33100,normal,3771
8,21013000,744700,normal,3771
9,48706000,74330,normal,3763
10,79680000,200900,normal,3762
11,72646000,203000,normal,3761
12,53485000,265100,normal,3757
13,27840000,64600,normal,3777
14,64563000,376000,normal,3761
15,50983000,4681200,normal,3796
16,15737000,12800,normal,3796
17,27623000,0,normal,3772
18,40891000,1275900,normal,3788
19,30991000,644600,normal,3754
20,27290000,17721800,normal,3800
21,60515000,4391800,normal,3782
22,34834000,545000,normal,3764
23,60518000,13800,normal,3774
24,86926000,251200,normal,3783
25,30047000,0,normal,3754
26,71278000,5630,normal,3758
27,79045000,627200,normal,3755
28,17795000,51500,normal,3753
29,82286000,310100,normal,3752
30,47023000,731700,normal,3770
31,70743000,347300,normal,3785
32,20066000,20880,normal,3787
33,32046000,237390,normal,3774
34,33160000,349900,normal,3768
35,11120000,370900,normal,3789
36,31989000,723460,normal,3789
37,34517000,364540,normal,3758
38,135867000,500200,normal,3774
39,81241000,0,normal,3769
40,52343000,16400,normal,3779
41,47430000,638500,normal,3782
42,32716000,16400,normal,3770
43,33901000,1297100,normal,3777
44,20897000,279500,normal,3783
45,28202000,4378670,normal,3763
46,20112000,518520,normal,3790
47,73348000,70900,normal,3791
48,60069000,917800,normal,3753
49,73927000,50700,normal,3770
50,86644000,114040,normal,3796
