block_id,total_gas,total_mev_captured,validator_type,validator_id
1,958210000,64935200,normal,65
2,1172587000,50791900,normal,60
3,1094144000,22149370,normal,72
4,1134630000,43225620,normal,55
5,1250630000,87106400,normal,90
6,1174130000,62838780,normal,71
7,1151600000,8343820,normal,58
8,1213820000,16194880,normal,89
9,1458500000,26335740,normal,97
10,1085644000,97312370,normal,91
11,1201370000,84290200,normal,81
12,1164800000,19430200,normal,53
13,958445000,50112500,normal,86
14,1264180000,65561700,normal,68
15,1247360000,15960530,normal,77
16,1078240000,48127510,normal,63
17,878130000,65729720,normal,96
18,1168810000,74960260,normal,97
19,1287430000,52538370,normal,62
20,1146980000,48954330,normal,63
21,938800000,19103700,normal,95
22,1087170000,62858220,normal,73
23,979150000,141568410,normal,89
24,949970000,68843120,normal,84
25,1347050000,26097500,normal,60
26,1257200000,86454230,normal,95
27,1192740000,64023710,normal,96
28,1326480000,72207000,normal,70
29,1174205000,93364740,normal,83
30,1401802000,89134790,normal,75
31,926830000,78032990,normal,86
32,1095392000,33357480,normal,80
33,1176810000,28572730,normal,59
34,1193963000,72098370,normal,62
35,865480000,43073700,normal,73
36,1405752000,47238300,normal,68
37,998609000,102519900,normal,85
38,1281927000,63296460,normal,98
39,889950000,188977120,normal,92
40,1081259000,72930590,normal,77
41,1028080000,18868360,normal,92
42,1023040000,39695800,normal,58
43,1499000000,7419380,normal,98
44,1294627000,103209120,normal,51
45,1104220000,91178640,normal,88
46,1184897000,125190500,normal,84
47,1062220000,91086100,normal,84
48,1053140000,9873630,normal,70
49,1154320000,71874400,normal,73
50,1266515000,27734400,normal,86
