block_id,total_gas,total_mev_captured,block_bid,builder_type
1,1102030144,34106390,696669901.8222165,attack
2,2113301164,54028000,1594342141.5732236,attack
3,2137002340,53900000,1898467338.9847693,attack
4,2150003516,53900000,2261471288.112378,attack
5,2137004692,53900000,2320162124.0,attack
6,2126005868,53900000,2338762076.0,attack
7,2134007044,53900000,2379000548.0,attack
8,2150008220,53900000,2423471800.0,attack
9,2134009396,53900000,2442218752.0,attack
10,2150010572,53900000,2483028004.0,attack
11,2150011748,53900000,2569127556.0,attack
12,2137012924,53900000,2572021108.0,attack
13,2137014100,54028000,2632254290.0,attack
14,2137015276,53900000,2655190442.0,attack
15,2134016452,53916400,2683035394.0,attack
16,2137017628,53900000,2702491346.0,attack
17,2134018804,53900000,2783485498.0,attack
18,2134019980,53900000,2794700250.0,attack
19,2134021156,53900000,2812674922.0,attack
20,2150022332,53900000,2846193074.0,attack
21,2137023508,53900000,2848483226.0,attack
22,2150024684,53900000,2888667378.0,attack
23,2134025860,53900000,2902880030.0,attack
24,2134027036,53900000,2904907582.0,attack
25,2134028212,53900000,2970860734.0,attack
26,2134029388,53900000,3002017576.0,attack
27,2134030564,53900000,3008423468.0,attack
28,2134031740,53900000,3008496320.0,attack
29,2150032916,53900000,3117083762.0,attack
30,2137034092,53915700,3137089414.0,attack
31,2150035268,53900000,3223898266.0,attack
32,2137036444,53900000,3216255018.0,attack
33,2134037620,53900000,3213349070.0,attack
34,2134038796,53900000,3256399022.0,attack
35,2134039972,53900000,3249384974.0,attack
36,2137041148,53900000,3347744526.0,attack
37,2137042324,53900000,3407824678.0,attack
38,2137043500,53900000,3437595030.0,attack
39,2150044676,53900000,3475198582.0,attack
40,2134045852,53900000,3455791134.0,attack
41,2134047028,53900000,3461216286.0,attack
42,2137048204,53900000,3511780638.0,attack
43,2134049380,53900000,3502888590.0,attack
44,2126050556,53935600,3505688642.0,attack
45,2150051732,53900000,3578687294.0,attack
46,2126052908,53900000,3579516046.0,attack
47,2126054084,53900000,3589774198.0,attack
48,2150055260,53900000,3664284850.0,attack
49,2134056436,53900000,3676463222.0,attack
50,2126057612,53900000,3687909574.0,attack
51,2134058788,53900000,3718020926.0,attack
52,2137059964,53900000,3763064078.0,attack
53,2134061140,53900000,3783226030.0,attack
54,2126062316,53900000,3791617182.0,attack
55,2126063492,53900000,3792596934.0,attack
56,2150064668,53900000,3843922086.0,attack
57,2126065844,53900000,3842529338.0,attack
58,2150067020,53911200,3913654690.0,attack
59,2150068196,53900000,3955290482.0,attack
60,2137069372,53900000,3977743634.0,attack
61,2134070548,53900000,3994999386.0,attack
62,2134071724,53900000,4015771138.0,attack
63,2126072900,53900000,4023859290.0,attack
64,2126074076,53900000,4031980442.0,attack
65,2126075252,53900000,4048422594.0,attack
66,2126076428,53900000,4064842966.0,attack
67,2134077604,53900000,4113727118.0,attack
68,2134078780,53900000,4140842270.0,attack
69,2126079956,53900000,4140847522.0,attack
70,2126081132,53900000,4177699374.0,attack
71,2134082308,53900000,4205473626.0,attack
72,2150083484,53900000,4298351808.0,attack
73,2137084660,53900000,4271034060.0,attack
74,2150085836,53900000,4321818812.0,attack
75,2137087012,53900000,4321994584.0,attack
76,2126088188,55000000,4360609066.0,attack
77,2150089364,53900000,4510156818.0,attack
78,2150090540,53900000,4505637970.0,attack
79,2137091716,54269000,4494933422.0,attack
80,2134092892,53900000,4507649574.0,attack
81,2137094068,53900000,4555137326.0,attack
82,2126095244,53900000,4554541178.0,attack
83,2126096420,53900000,4557970330.0,attack
84,2137097596,53964600,4599438082.0,attack
85,2150098772,53900000,4694388734.0,attack
86,2134099948,53900000,4706046786.0,attack
87,2150101124,53900000,4793240118.0,attack
88,2137102300,53900000,4780164270.0,attack
89,2137103476,53900000,4820983552.0,attack
90,2150104652,53900000,4898310204.0,attack
91,2134105828,53900000,4930542356.0,attack
92,2134107004,53900000,4933319438.0,attack
93,2150108180,53900000,4974528690.0,attack
94,2150109356,53932900,5007871742.0,attack
95,2134110532,53900000,5033679794.0,attack
96,2126111708,53900000,5024747646.0,attack
97,2126112884,53900000,5029769728.0,attack
98,2137114060,53900000,5060460980.0,attack
99,2150115236,53900000,5133077332.0,attack
100,2134116412,53900000,5132540484.0,attack
