block_id,total_gas,total_mev_captured,validator_type,validator_id
1,866893000,75354870,attack,15
2,1412410000,44144800,normal,34
3,1046970000,54888700,attack,6
4,1211000000,18963400,attack,16
5,1264180000,72360300,normal,42
6,961273000,106439500,attack,19
7,1244000000,2314600,attack,9
8,1339910000,36544000,normal,39
9,1282227000,93393440,normal,43
10,1045310000,51385900,attack,12
11,1265000000,22909100,attack,11
12,1251920000,50960640,normal,47
13,950909000,150904600,normal,40
14,1188933000,35793300,normal,37
15,1303400000,73886900,normal,35
16,1196830000,68007570,normal,44
17,1344562000,71597500,normal,27
18,1088970000,54451520,attack,14
19,1187161000,109213100,normal,45
20,1035279000,62106000,attack,7
21,812790000,55590750,normal,37
22,1207230000,108154200,normal,36
23,815978000,65304400,attack,2
24,1142500000,53608490,attack,6
25,1233330000,38626900,normal,21
26,1238410000,70202450,normal,43
27,1032082000,59142600,normal,34
28,1206000000,19046900,attack,9
29,1134420000,36286600,attack,5
30,1186000000,37340600,attack,12
31,1211500000,20244000,attack,13
32,1202920000,89823460,normal,21
33,1127678000,132383800,normal,30
34,1247358000,101516100,normal,27
35,1195020000,53700200,attack,10
36,933709000,101845000,normal,34
37,1020900000,36643650,attack,10
38,1219750000,91775980,normal,32
39,1148684000,35624770,attack,1
40,1259210000,42154200,normal,30
41,1277000000,1045500,attack,10
42,1168190000,48911490,normal,46
43,1220025000,50222840,normal,27
44,1307300000,38108740,normal,32
45,1053354000,72005700,attack,16
46,958140000,65880060,normal,50
47,866875000,79246340,attack,14
48,1087845000,88935530,normal,40
49,908940000,51358800,attack,1
50,1185344000,59543900,normal,44
