block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_17,proposer_7,72869336.39901972,147596006,602340
1,builder_17,proposer_16,80782177.79940633,246280008,7767340
2,builder_17,proposer_13,87624188.15533623,312620009,1626340
3,builder_17,proposer_4,98042301.75995639,334710008,1057940
4,builder_17,proposer_9,108834818.4072356,411699999,1043740
5,builder_17,proposer_11,118232587.94724007,464600001,1043740
6,builder_17,proposer_7,132504874.25326662,538700016,721740
7,builder_17,proposer_16,147973691.0220529,692000003,612040
8,builder_17,proposer_14,163203098.38716415,713400002,612040
9,builder_17,proposer_11,176685247.10693508,747000005,612040
10,builder_17,proposer_12,192741023.87098813,836200004,590240
11,builder_17,proposer_17,212281282.6845029,906500005,656340
12,builder_17,proposer_15,234285365.0820516,952400008,656340
13,builder_17,proposer_6,256883726.2606673,953500008,656340
14,builder_17,proposer_0,281293436.59283346,994300006,715240
15,builder_17,proposer_19,311878583.24478346,1021500002,733840
16,builder_17,proposer_12,343906404.8633998,1099000002,667740
17,builder_17,proposer_10,378806505.2724186,1099000002,667740
18,builder_17,proposer_14,418588056.6390965,1100800002,667740
19,builder_17,proposer_2,454537203.34509945,1102600002,667740
20,builder_17,proposer_7,72869336.39901972,147596006,602340
21,builder_17,proposer_16,80782177.79940633,246280008,7767340
22,builder_17,proposer_13,87624188.15533623,312620009,1626340
23,builder_17,proposer_4,98042301.75995639,334710008,1057940
24,builder_17,proposer_9,108834818.4072356,411699999,1043740
25,builder_17,proposer_11,118232587.94724007,464600001,1043740
26,builder_17,proposer_7,132504874.25326662,538700016,721740
27,builder_17,proposer_16,147973691.0220529,692000003,612040
28,builder_17,proposer_14,163203098.38716415,713400002,612040
29,builder_17,proposer_11,176685247.10693508,747000005,612040
30,builder_17,proposer_12,192741023.87098813,836200004,590240
31,builder_17,proposer_17,212281282.6845029,906500005,656340
32,builder_17,proposer_15,234285365.0820516,952400008,656340
33,builder_17,proposer_6,256883726.2606673,953500008,656340
34,builder_17,proposer_0,281293436.59283346,994300006,715240
35,builder_17,proposer_19,311878583.24478346,1021500002,733840
36,builder_17,proposer_12,343906404.8633998,1099000002,667740
37,builder_17,proposer_10,378806505.2724186,1099000002,667740
38,builder_17,proposer_14,418588056.6390965,1100800002,667740
39,builder_17,proposer_2,454537203.34509945,1102600002,667740
40,builder_17,proposer_7,72869336.39901972,147596006,602340
41,builder_17,proposer_16,80782177.79940633,246280008,7767340
42,builder_17,proposer_13,87624188.15533623,312620009,1626340
43,builder_17,proposer_4,98042301.75995639,334710008,1057940
44,builder_17,proposer_9,108834818.4072356,411699999,1043740
45,builder_17,proposer_11,118232587.94724007,464600001,1043740
46,builder_17,proposer_7,132504874.25326662,538700016,721740
47,builder_17,proposer_16,147973691.0220529,692000003,612040
48,builder_17,proposer_14,163203098.38716415,713400002,612040
49,builder_17,proposer_11,176685247.10693508,747000005,612040
50,builder_17,proposer_12,192741023.87098813,836200004,590240
51,builder_17,proposer_17,212281282.6845029,906500005,656340
52,builder_17,proposer_15,234285365.0820516,952400008,656340
53,builder_17,proposer_6,256883726.2606673,953500008,656340
54,builder_17,proposer_0,281293436.59283346,994300006,715240
55,builder_17,proposer_19,311878583.24478346,1021500002,733840
56,builder_17,proposer_12,343906404.8633998,1099000002,667740
57,builder_17,proposer_10,378806505.2724186,1099000002,667740
58,builder_17,proposer_14,418588056.6390965,1100800002,667740
59,builder_17,proposer_2,454537203.34509945,1102600002,667740
60,builder_17,proposer_7,72869336.39901972,147596006,602340
61,builder_17,proposer_16,80782177.79940633,246280008,7767340
62,builder_17,proposer_13,87624188.15533623,312620009,1626340
63,builder_17,proposer_4,98042301.75995639,334710008,1057940
64,builder_17,proposer_9,108834818.4072356,411699999,1043740
65,builder_17,proposer_11,118232587.94724007,464600001,1043740
66,builder_17,proposer_7,132504874.25326662,538700016,721740
67,builder_17,proposer_16,147973691.0220529,692000003,612040
68,builder_17,proposer_14,163203098.38716415,713400002,612040
69,builder_17,proposer_11,176685247.10693508,747000005,612040
70,builder_17,proposer_12,192741023.87098813,836200004,590240
71,builder_17,proposer_17,212281282.6845029,906500005,656340
72,builder_17,proposer_15,234285365.0820516,952400008,656340
73,builder_17,proposer_6,256883726.2606673,953500008,656340
74,builder_17,proposer_0,281293436.59283346,994300006,715240
75,builder_17,proposer_19,311878583.24478346,1021500002,733840
76,builder_17,proposer_12,343906404.8633998,1099000002,667740
