block_num,builder_id,proposer_id,winning_bid,total_gas_fee,total_mev
0,builder_17,proposer_0,38819459.54222357,77300006,174600
1,builder_17,proposer_5,42809866.58519983,156640010,624200
2,builder_16,proposer_10,47007760.039754935,465540008,18327330
3,builder_16,proposer_4,52140218.338936605,640730031,18327330
4,builder_16,proposer_12,57877800.77931138,916380025,18192130
5,builder_16,proposer_0,63007828.31989689,953760019,18192130
6,builder_16,proposer_17,69107814.30453642,1037900015,18192130
7,builder_16,proposer_9,75912230.97414745,1043300026,18192130
8,builder_16,proposer_2,84069487.80856447,1050900034,17842130
9,builder_17,proposer_1,92912985.1778997,1063900025,17867120
10,builder_17,proposer_10,101652741.37817919,1073700019,17867120
11,builder_19,proposer_4,112630358.74990746,1087800014,17867120
12,builder_19,proposer_11,123850005.83045639,1089700013,18006120
13,builder_19,proposer_6,135354617.63163358,1093000017,17987520
14,builder_19,proposer_10,150391714.05504963,1096500025,18002620
15,builder_11,proposer_17,167315826.73460808,1098200026,18002620
16,builder_11,proposer_18,184318359.57992417,1098200032,18002620
17,builder_11,proposer_0,204027503.6252955,1103600036,18075720
18,builder_11,proposer_18,226386835.26348335,1107400039,18075720
19,builder_11,proposer_17,252228472.0955516,1107400045,18075720
20,builder_17,proposer_0,38819459.54222357,77300006,174600
21,builder_17,proposer_5,42809866.58519983,156640010,624200
22,builder_16,proposer_10,47007760.039754935,465540008,18327330
23,builder_16,proposer_4,52140218.338936605,640730031,18327330
24,builder_16,proposer_12,57877800.77931138,916380025,18192130
25,builder_16,proposer_0,63007828.31989689,953760019,18192130
26,builder_16,proposer_17,69107814.30453642,1037900015,18192130
27,builder_16,proposer_9,75912230.97414745,1043300026,18192130
28,builder_16,proposer_2,84069487.80856447,1050900034,17842130
29,builder_17,proposer_1,92912985.1778997,1063900025,17867120
30,builder_17,proposer_10,101652741.37817919,1073700019,17867120
31,builder_19,proposer_4,112630358.74990746,1087800014,17867120
32,builder_19,proposer_11,123850005.83045639,1089700013,18006120
33,builder_19,proposer_6,135354617.63163358,1093000017,17987520
34,builder_19,proposer_10,150391714.05504963,1096500025,18002620
35,builder_11,proposer_17,167315826.73460808,1098200026,18002620
36,builder_11,proposer_18,184318359.57992417,1098200032,18002620
37,builder_11,proposer_0,204027503.6252955,1103600036,18075720
38,builder_11,proposer_18,226386835.26348335,1107400039,18075720
39,builder_11,proposer_17,252228472.0955516,1107400045,18075720
40,builder_17,proposer_0,38819459.54222357,77300006,174600
41,builder_17,proposer_5,42809866.58519983,156640010,624200
42,builder_16,proposer_10,47007760.039754935,465540008,18327330
43,builder_16,proposer_4,52140218.338936605,640730031,18327330
44,builder_16,proposer_12,57877800.77931138,916380025,18192130
45,builder_16,proposer_0,63007828.31989689,953760019,18192130
46,builder_16,proposer_17,69107814.30453642,1037900015,18192130
47,builder_16,proposer_9,75912230.97414745,1043300026,18192130
48,builder_16,proposer_2,84069487.80856447,1050900034,17842130
49,builder_17,proposer_1,92912985.1778997,1063900025,17867120
50,builder_17,proposer_10,101652741.37817919,1073700019,17867120
51,builder_19,proposer_4,112630358.74990746,1087800014,17867120
52,builder_19,proposer_11,123850005.83045639,1089700013,18006120
53,builder_19,proposer_6,135354617.63163358,1093000017,17987520
54,builder_19,proposer_10,150391714.05504963,1096500025,18002620
55,builder_11,proposer_17,167315826.73460808,1098200026,18002620
56,builder_11,proposer_18,184318359.57992417,1098200032,18002620
57,builder_11,proposer_0,204027503.6252955,1103600036,18075720
58,builder_11,proposer_18,226386835.26348335,1107400039,18075720
59,builder_11,proposer_17,252228472.0955516,1107400045,18075720
60,builder_17,proposer_0,38819459.54222357,77300006,174600
61,builder_17,proposer_5,42809866.58519983,156640010,624200
62,builder_16,proposer_10,47007760.039754935,465540008,18327330
63,builder_16,proposer_4,52140218.338936605,640730031,18327330
64,builder_16,proposer_12,57877800.77931138,916380025,18192130
65,builder_16,proposer_0,63007828.31989689,953760019,18192130
66,builder_16,proposer_17,69107814.30453642,1037900015,18192130
67,builder_16,proposer_9,75912230.97414745,1043300026,18192130
68,builder_16,proposer_2,84069487.80856447,1050900034,17842130
69,builder_17,proposer_1,92912985.1778997,1063900025,17867120
70,builder_17,proposer_10,101652741.37817919,1073700019,17867120
71,builder_19,proposer_4,112630358.74990746,1087800014,17867120
72,builder_19,proposer_11,123850005.83045639,1089700013,18006120
73,builder_19,proposer_6,135354617.63163358,1093000017,17987520
74,builder_19,proposer_10,150391714.05504963,1096500025,18002620
75,builder_11,proposer_17,167315826.73460808,1098200026,18002620
76,builder_11,proposer_18,184318359.57992417,1098200032,18002620
77,builder_11,proposer_0,204027503.6252955,1103600036,18075720
78,builder_11,proposer_18,226386835.26348335,1107400039,18075720
79,builder_11,proposer_17,252228472.0955516,1107400045,18075720
80,builder_17,proposer_0,38819459.54222357,77300006,174600
81,builder_17,proposer_5,42809866.58519983,156640010,624200
82,builder_16,proposer_10,47007760.039754935,465540008,18327330
83,builder_16,proposer_4,52140218.338936605,640730031,18327330
84,builder_16,proposer_12,57877800.77931138,916380025,18192130
85,builder_16,proposer_0,63007828.31989689,953760019,18192130
86,builder_16,proposer_17,69107814.30453642,1037900015,18192130
87,builder_16,proposer_9,75912230.97414745,1043300026,18192130
88,builder_16,proposer_2,84069487.80856447,1050900034,17842130
89,builder_17,proposer_1,92912985.1778997,1063900025,17867120
90,builder_17,proposer_10,101652741.37817919,1073700019,17867120
91,builder_19,proposer_4,112630358.74990746,1087800014,17867120
92,builder_19,proposer_11,123850005.83045639,1089700013,18006120
93,builder_19,proposer_6,135354617.63163358,1093000017,17987520
94,builder_19,proposer_10,150391714.05504963,1096500025,18002620
95,builder_11,proposer_17,167315826.73460808,1098200026,18002620
96,builder_11,proposer_18,184318359.57992417,1098200032,18002620
97,builder_11,proposer_0,204027503.6252955,1103600036,18075720
98,builder_11,proposer_18,226386835.26348335,1107400039,18075720
99,builder_11,proposer_17,252228472.0955516,1107400045,18075720
100,builder_17,proposer_0,38819459.54222357,77300006,174600
101,builder_17,proposer_5,42809866.58519983,156640010,624200
102,builder_16,proposer_10,47007760.039754935,465540008,18327330
103,builder_16,proposer_4,52140218.338936605,640730031,18327330
