block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,421120000,40769300,16801562926.946825,attack,2
2,635130000,72647200,52351234540.9863,attack,23
3,784380000,50218420,98052554081.67728,attack,1
4,476760000,45342700,154861603372.50095,attack,29
5,850720000,13084100,224605320122.01245,attack,14
6,512860000,76447900,309235768501.34064,attack,27
7,776910000,34871830,395990718169.06476,attack,40
8,562727000,40805230,497947335566.3263,attack,32
9,817120000,8612500,600932080837.2786,attack,5
10,623900000,43332500,724298702529.4634,attack,6
11,725680000,43270800,860513723302.768,attack,33
12,891382000,18562100,998041309638.3083,attack,5
13,704170000,18496670,1165853538179.929,attack,34
14,682400000,9498070,1324385654290.663,attack,7
15,742420000,9123740,1492283107640.7664,attack,8
16,581000000,68590880,1670929023939.7778,attack,36
17,737700000,17979130,1872672217910.9524,attack,5
18,573500000,1628500,2073040460402.7827,attack,19
19,794830000,40281400,2304706870100.6084,attack,35
20,631400000,11942500,2536615449816.3936,attack,4
21,769820000,42956600,2764755280329.9863,attack,9
22,848590000,20274840,3013059938085.232,attack,17
23,562600000,9106400,3277072090081.4175,attack,22
24,711010000,17706860,3528988904756.1177,attack,28
25,903140000,35689500,3844088877725.13,attack,39
26,753370000,44633300,4075519853614.0444,attack,28
27,534360000,27772190,4408037761034.868,attack,20
28,604810000,41550000,4672855427672.684,attack,5
29,754200000,8842300,4980525200803.439,attack,6
30,715330000,35931340,5394923585096.952,attack,3
31,684270000,72241600,5726308990929.721,attack,23
32,789410000,27038240,6006898964586.689,attack,32
33,498827000,47679740,6500433386783.649,attack,12
34,724420000,36051090,6705102796791.4375,attack,36
35,611570000,33853880,7191765690472.855,attack,32
36,880100000,971400,7617889043479.066,attack,23
37,605490000,53557400,8076009608497.411,attack,8
38,635470000,18585370,8475050376360.962,attack,32
39,939930000,36795200,8841240307172.506,attack,30
40,819100000,20414900,9372652280135.852,attack,40
41,535803000,60324200,9755838580925.885,attack,25
42,850800000,19193280,10212016663662.377,attack,9
43,619940000,18227940,10697738115113.129,attack,29
44,695230000,47804000,11173319908631.27,attack,35
45,899620000,30383400,11662294256140.373,attack,16
46,803553000,63707040,12232467668718.123,attack,18
47,749380000,30005630,12740506005649.156,attack,30
48,608870000,27269000,13273515804201.303,attack,25
49,717550000,78535900,13806991751551.225,attack,9
50,730382000,50742800,14322363109552.234,attack,13
