block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,48339000,557600,76180600,attack,3415
2,6996000,17700000,140656000,normal,3449
3,12170000,82000,256088000,attack,3412
4,21912000,13900,393735900,attack,3426
5,38370000,8520,577396520,attack,3435
6,3480000,0,866144000,attack,3414
7,54843000,49100,1159164100,attack,3425
8,33035000,4333800,1435882800,normal,3441
9,9557000,231000,1631808000,attack,3418
10,11006000,998400,1957232400,attack,3426
11,20250000,229300,2257047300,attack,3429
12,54858000,798500,2699380500,attack,3412
13,37148000,0,3485704000,attack,3407
14,41654000,0,4089090000,attack,3421
15,21820000,75000,4625423000,attack,3430
16,7289000,0,5442661000,attack,3425
17,35459000,0,6472651000,normal,3438
18,56758000,35100,7398629100,attack,3421
19,39137000,0,8614969000,attack,3412
20,29932000,594000,9512214000,attack,3415
21,39929000,0,10219909000,attack,3435
22,12673000,0,11392473000,normal,3450
23,63770000,0,12435826000,attack,3409
24,25070000,0,13852122000,attack,3406
25,7877000,35600,15076596600,normal,3436
26,15827000,0,16272555000,attack,3432
27,36300000,68100,17419752100,attack,3414
28,10670000,0,18842874000,attack,3410
29,48680000,23500,20273739500,attack,3435
30,65760000,0,21309676000,attack,3420
31,40431000,41500,22218480500,normal,3447
32,13103000,0,22928827000,normal,3442
33,37856000,0,24024460000,normal,3449
34,12162000,30200,25531628200,attack,3406
35,5590000,39400,26983509400,normal,3445
36,53456000,645000,28176861000,attack,3425
37,13301000,0,29300941000,attack,3402
38,57803000,0,31250851000,normal,3442
39,5418000,6390,32538140390,normal,3436
40,11117000,98900,33782811900,attack,3427
41,76440000,0,35871844000,attack,3435
42,35477000,410000,37252359000,attack,3413
43,47107000,12800,38974235800,attack,3435
44,13710000,66100,40144984100,attack,3428
45,7942000,178900,42044560900,attack,3431
46,23019000,390800,43305341800,attack,3421
47,83425000,7298200,44493359200,attack,3409
48,8559000,7840,46116258840,attack,3416
49,12640000,43600,48146007600,attack,3403
50,32267000,288900,50230711900,attack,3434
