block_num,round_num,builder_id,strategy,bid,block_value
0,0,builder_0,late_enter,113423165.0,226846330
0,0,builder_1,late_enter,78540305.0,157080610
0,0,builder_2,late_enter,131118255.0,262236510
0,0,builder_3,late_enter,109936015.0,219872030
0,0,builder_4,late_enter,130796650.0,261593300
0,0,builder_10,reactive,131922550.0,263845100
0,0,builder_11,reactive,132619350.0,265238700
0,0,builder_12,reactive,110424805.0,220849610
0,0,builder_13,reactive,137303845.0,274607690
0,0,builder_14,reactive,126525045.0,253050090
0,0,builder_15,reactive,136817345.0,273634690
0,0,builder_16,reactive,123125315.0,246250630
0,0,builder_17,reactive,133275965.0,266551930
0,0,builder_18,reactive,119890645.0,239781290
0,0,builder_19,reactive,137841625.0,275683250
0,0,builder_20,reactive,61739150.0,123478300
0,0,builder_21,reactive,121326295.0,242652590
0,0,builder_22,reactive,86875015.0,173750030
0,0,builder_23,reactive,130922530.0,261845060
0,0,builder_24,reactive,93050900.0,186101800
0,1,builder_0,late_enter,273174615.0,546349230
0,1,builder_1,late_enter,246007870.0,492015740
0,1,builder_2,late_enter,284920070.0,569840140
0,1,builder_3,late_enter,248361430.0,496722860
0,1,builder_4,late_enter,315220150.0,630440300
0,1,builder_10,reactive,151625787.5,588295930
0,1,builder_11,reactive,151625787.5,567834330
0,1,builder_12,reactive,151625787.5,577411140
0,1,builder_13,reactive,151625787.5,594943730
0,1,builder_14,reactive,151625787.5,627373590
0,1,builder_15,reactive,151625787.5,551707330
0,1,builder_16,reactive,151625787.5,535457530
0,1,builder_17,reactive,151625787.5,635830030
0,1,builder_18,reactive,151625787.5,441892360
0,1,builder_19,reactive,338801657.5,539761690
0,1,builder_20,reactive,151625787.5,416724160
0,1,builder_21,reactive,151625787.5,584458290
0,1,builder_22,reactive,151625787.5,461997060
0,1,builder_23,reactive,151625787.5,562999230
0,1,builder_24,reactive,151625787.5,527692630
0,2,builder_0,late_enter,386888665.0,773777330
0,2,builder_1,late_enter,362178420.0,724356840
0,2,builder_2,late_enter,398755520.0,797511040
0,2,builder_3,late_enter,356052315.0,712104630
0,2,builder_4,late_enter,427296150.0,854592300
0,2,builder_10,reactive,372681823.25,853791130
0,2,builder_11,reactive,372681823.25,833478330
0,2,builder_12,reactive,372681823.25,769538040
0,2,builder_13,reactive,372681823.25,804418330
0,2,builder_14,reactive,372681823.25,767241690
0,2,builder_15,reactive,372681823.25,763836330
0,2,builder_16,reactive,372681823.25,764076130
0,2,builder_17,reactive,372681823.25,844224330
0,2,builder_18,reactive,372681823.25,649765630
0,2,builder_19,reactive,543851173.75,748900690
0,2,builder_20,reactive,372681823.25,661922630
0,2,builder_21,reactive,372681823.25,752030290
0,2,builder_22,reactive,372681823.25,678188130
0,2,builder_23,reactive,372681823.25,738039430
0,2,builder_24,reactive,372681823.25,790479730
0,3,builder_0,late_enter,480698465.0,961396930
0,3,builder_1,late_enter,459235420.0,918470840
0,3,builder_2,late_enter,492858370.0,985716740
0,3,builder_3,late_enter,424703765.0,849407530
0,3,builder_4,late_enter,521148600.0,1042297200
0,3,builder_10,reactive,598236291.125,1061970730
0,3,builder_11,reactive,598236291.125,966412930
0,3,builder_12,reactive,598236291.125,934253740
0,3,builder_13,reactive,598236291.125,983552930
0,3,builder_14,reactive,598236291.125,963875390
0,3,builder_15,reactive,598236291.125,956480930
0,3,builder_16,reactive,598236291.125,924144930
0,3,builder_17,reactive,598236291.125,1042774230
0,3,builder_18,reactive,598236291.125,738908530
0,3,builder_19,reactive,733603231.875,923355290
0,3,builder_20,reactive,598236291.125,820311730
0,3,builder_21,reactive,598236291.125,932673990
0,3,builder_22,reactive,598236291.125,822147130
0,3,builder_23,reactive,598236291.125,876198530
0,3,builder_24,reactive,598236291.125,998134330
0,4,builder_0,late_enter,532602215.0,1065204430
0,4,builder_1,late_enter,526495470.0,1052990940
0,4,builder_2,late_enter,546603220.0,1093206440
0,4,builder_3,late_enter,453894465.0,907788930
