block_num,builder_id,total_gas_fee,total_mev_available,total_mev_captured_by_attackers,total_mev_captured_by_builders
738,builder_1,67306001,1146500,0,0
739,builder_4,86956000,1092400,0,0
740,builder_5,108672001,824380,0,0
741,builder_4,115600002,766000,0,0
742,builder_11,85726999,1687300,0,0
743,builder_10,122618999,584300,0,0
744,builder_5,91756996,1162240,0,0
745,builder_0,872222997,360980,0,0
746,builder_12,42850002,134090,0,0
747,builder_5,163294996,4621200,0,0
748,builder_1,100069992,14937700,0,0
749,builder_0,133568003,272230,0,0
750,builder_1,51392003,678580,0,0
751,builder_7,51522998,191800,0,0
752,builder_11,74471994,842400,0,0
753,builder_10,116712000,738500,0,0
754,builder_5,70973001,4362000,0,0
755,builder_4,150106005,4581100,0,0
756,builder_1,102459000,926690,0,0
757,builder_5,131608001,4325180,0,0
758,builder_5,130273000,1918500,0,0
759,builder_13,101432002,18227500,0,0
760,builder_7,240649991,1847000,0,0
761,builder_13,109512998,25592190,0,0
762,builder_1,128279999,1259940,0,0
763,builder_11,78520003,374000,0,0
764,builder_13,142188995,510300,0,0
765,builder_0,38709000,214290,0,0
766,builder_16,173719994,193100,0,0
767,builder_11,31360001,2875700,0,0
768,builder_10,78430006,1729130,0,0
769,builder_11,31118010,996900,0,0
770,builder_5,170832996,957800,0,0
771,builder_0,51124001,255020,0,0
772,builder_4,126805000,5570400,0,0
773,builder_10,86400000,262700,0,0
774,builder_4,84078999,749620,0,0
775,builder_5,77833002,550640,0,0
776,builder_5,106521002,2044060,0,0
777,builder_11,38960994,4878400,0,0
778,builder_5,112647995,299300,0,0
779,builder_5,40530999,7411700,0,0
780,builder_7,32693003,113900,0,0
781,builder_11,94516998,233710,0,0
782,builder_0,128379003,846400,0,0
783,builder_5,95992008,681000,0,0
784,builder_4,91426009,231800,0,0
785,builder_5,100315992,7509000,0,0
786,builder_5,132884006,1337400,0,0
787,builder_3,100394998,1500300,0,0
788,builder_16,224967997,49240,0,0
789,builder_0,45944997,697140,0,0
790,builder_5,102534999,331240,0,0
791,builder_5,97692995,150900,0,0
792,builder_1,102459000,926690,0,0
793,builder_5,131608001,4325180,0,0
794,builder_5,130273000,1918500,0,0
795,builder_13,101432002,18227500,0,0
796,builder_7,240649991,1847000,0,0
797,builder_13,109512998,25592190,0,0
798,builder_1,128279999,1259940,0,0
799,builder_11,78520003,374000,0,0
800,builder_13,142188995,510300,0,0
801,builder_0,38709000,214290,0,0
802,builder_16,173719994,193100,0,0
803,builder_11,31360001,2875700,0,0
804,builder_10,78430006,1729130,0,0
805,builder_11,31118010,996900,0,0
806,builder_5,170832996,957800,0,0
807,builder_0,51124001,255020,0,0
808,builder_4,126805000,5570400,0,0
809,builder_10,86400000,262700,0,0
810,builder_4,84078999,749620,0,0
811,builder_5,77833002,550640,0,0
812,builder_5,106521002,2044060,0,0
813,builder_11,38960994,4878400,0,0
814,builder_5,112647995,299300,0,0
815,builder_5,40530999,7411700,0,0
816,builder_7,32693003,113900,0,0
817,builder_11,94516998,233710,0,0
818,builder_0,128379003,846400,0,0
819,builder_5,95992008,681000,0,0
820,builder_4,91426009,231800,0,0
821,builder_5,100315992,7509000,0,0
822,builder_5,132884006,1337400,0,0
823,builder_3,100394998,1500300,0,0
824,builder_16,224967997,49240,0,0
825,builder_0,45944997,697140,0,0
826,builder_5,102534999,331240,0,0
827,builder_5,97692995,150900,0,0
828,builder_1,102459000,926690,0,0
829,builder_5,131608001,4325180,0,0
830,builder_5,130273000,1918500,0,0
831,builder_13,101432002,18227500,0,0
832,builder_7,240649991,1847000,0,0
833,builder_13,109512998,25592190,0,0
834,builder_1,128279999,1259940,0,0
835,builder_11,78520003,374000,0,0
836,builder_13,142188995,510300,0,0
837,builder_0,38709000,214290,0,0
838,builder_16,173719994,193100,0,0
839,builder_11,31360001,2875700,0,0
840,builder_10,78430006,1729130,0,0
841,builder_11,31118010,996900,0,0
842,builder_5,170832996,957800,0,0
843,builder_0,51124001,255020,0,0
844,builder_4,126805000,5570400,0,0
845,builder_10,86400000,262700,0,0
846,builder_4,84078999,749620,0,0
847,builder_5,77833002,550640,0,0
848,builder_5,106521002,2044060,0,0
849,builder_11,38960994,4878400,0,0
850,builder_5,112647995,299300,0,0
851,builder_5,40530999,7411700,0,0
852,builder_7,32693003,113900,0,0
853,builder_11,94516998,233710,0,0
854,builder_0,128379003,846400,0,0
855,builder_5,95992008,681000,0,0
856,builder_4,91426009,231800,0,0
857,builder_5,100315992,7509000,0,0
858,builder_5,132884006,1337400,0,0
859,builder_3,100394998,1500300,0,0
860,builder_16,224967997,49240,0,0
861,builder_0,45944997,697140,0,0
862,builder_5,102534999,331240,0,0
863,builder_5,97692995,150900,0,0
864,builder_1,102459000,926690,0,0
865,builder_5,131608001,4325180,0,0
866,builder_5,130273000,1918500,0,0
867,builder_13,101432002,18227500,0,0
868,builder_7,240649991,1847000,0,0
869,builder_13,109512998,25592190,0,0
870,builder_1,128279999,1259940,0,0
871,builder_11,78520003,374000,0,0
872,builder_13,142188995,510300,0,0
873,builder_0,38709000,214290,0,0
874,builder_16,173719994,193100,0,0
875,builder_11,31360001,2875700,0,0
876,builder_10,78430006,1729130,0,0
877,builder_11,31118010,996900,0,0
878,builder_5,170832996,957800,0,0
879,builder_0,51124001,255020,0,0
880,builder_4,126805000,5570400,0,0
881,builder_10,86400000,262700,0,0
882,builder_4,84078999,749620,0,0
883,builder_5,77833002,550640,0,0
884,builder_5,106521002,2044060,0,0
885,builder_11,38960994,4878400,0,0
886,builder_5,112647995,299300,0,0
887,builder_5,40530999,7411700,0,0
888,builder_7,32693003,113900,0,0
889,builder_11,94516998,233710,0,0
890,builder_0,128379003,846400,0,0
891,builder_5,95992008,681000,0,0
892,builder_4,91426009,231800,0,0
893,builder_5,100315992,7509000,0,0
894,builder_5,132884006,1337400,0,0
895,builder_3,100394998,1500300,0,0
896,builder_16,224967997,49240,0,0
897,builder_0,45944997,697140,0,0
898,builder_5,102534999,331240,0,0
899,builder_5,97692995,150900,0,0
900,builder_1,102459000,926690,0,0
901,builder_5,131608001,4325180,0,0
902,builder_5,130273000,1918500,0,0
903,builder_13,101432002,18227500,0,0
904,builder_7,240649991,1847000,0,0
905,builder_13,109512998,25592190,0,0
906,builder_1,128279999,1259940,0,0
907,builder_11,78520003,374000,0,0
908,builder_13,142188995,510300,0,0
909,builder_0,38709000,214290,0,0
910,builder_16,173719994,193100,0,0
911,builder_11,31360001,2875700,0,0
912,builder_10,78430006,1729130,0,0
913,builder_11,31118010,996900,0,0
914,builder_5,170832996,957800,0,0
915,builder_0,51124001,255020,0,0
916,builder_4,126805000,5570400,0,0
917,builder_10,86400000,262700,0,0
918,builder_4,84078999,749620,0,0
919,builder_5,77833002,550640,0,0
920,builder_5,106521002,2044060,0,0
921,builder_11,38960994,4878400,0,0
922,builder_5,112647995,299300,0,0
923,builder_5,40530999,7411700,0,0
924,builder_7,32693003,113900,0,0
925,builder_11,94516998,233710,0,0
926,builder_0,128379003,846400,0,0
927,builder_5,95992008,681000,0,0
928,builder_4,91426009,231800,0,0
929,builder_5,100315992,7509000,0,0
930,builder_5,132884006,1337400,0,0
931,builder_3,100394998,1500300,0,0
932,builder_16,224967997,49240,0,0
933,builder_0,45944997,697140,0,0
934,builder_5,102534999,331240,0,0
935,builder_5,97692995,150900,0,0
936,builder_1,102459000,926690,0,0
937,builder_5,131608001,4325180,0,0
938,builder_5,130273000,1918500,0,0
939,builder_13,101432002,18227500,0,0
940,builder_7,240649991,1847000,0,0
941,builder_13,109512998,25592190,0,0
942,builder_1,128279999,1259940,0,0
943,builder_11,78520003,374000,0,0
944,builder_13,142188995,510300,0,0
945,builder_0,38709000,214290,0,0
946,builder_16,173719994,193100,0,0
947,builder_11,31360001,2875700,0,0
948,builder_10,78430006,1729130,0,0
949,builder_11,31118010,996900,0,0
950,builder_5,170832996,957800,0,0
951,builder_0,51124001,255020,0,0
952,builder_4,126805000,5570400,0,0
953,builder_10,86400000,262700,0,0
954,builder_4,84078999,749620,0,0
955,builder_5,77833002,550640,0,0
956,builder_5,106521002,2044060,0,0
957,builder_11,38960994,4878400,0,0
958,builder_5,112647995,299300,0,0
959,builder_5,40530999,7411700,0,0
960,builder_7,32693003,113900,0,0
961,builder_11,94516998,233710,0,0
962,builder_0,128379003,846400,0,0
963,builder_5,95992008,681000,0,0
964,builder_4,91426009,231800,0,0
965,builder_5,100315992,7509000,0,0
966,builder_5,132884006,1337400,0,0
967,builder_3,100394998,1500300,0,0
968,builder_16,224967997,49240,0,0
969,builder_0,45944997,697140,0,0
970,builder_5,102534999,331240,0,0
971,builder_5,97692995,150900,0,0
972,builder_1,102459000,926690,0,0
973,builder_5,131608001,4325180,0,0
974,builder_5,130273000,1918500,0,0
975,builder_13,101432002,18227500,0,0
976,builder_7,240649991,1847000,0,0
977,builder_13,109512998,25592190,0,0
978,builder_1,128279999,1259940,0,0
979,builder_11,78520003,374000,0,0
980,builder_13,142188995,510300,0,0
981,builder_0,38709000,214290,0,0
982,builder_16,173719994,193100,0,0
983,builder_11,31360001,2875700,0,0
984,builder_10,78430006,1729130,0,0
985,builder_11,31118010,996900,0,0
986,builder_5,170832996,957800,0,0
987,builder_0,51124001,255020,0,0
988,builder_4,126805000,5570400,0,0
989,builder_10,86400000,262700,0,0
990,builder_4,84078999,749620,0,0
991,builder_5,77833002,550640,0,0
992,builder_5,106521002,2044060,0,0
993,builder_11,38960994,4878400,0,0
994,builder_5,112647995,299300,0,0
995,builder_5,40530999,7411700,0,0
996,builder_7,32693003,113900,0,0
997,builder_11,94516998,233710,0,0
998,builder_0,128379003,846400,0,0
999,builder_5,95992008,681000,0,0
