block_num,round_num,builder_id,strategy,bid,block_value
0,0,builder_0,late_enter,0,327100380
0,0,builder_1,late_enter,0,352537520
0,0,builder_2,late_enter,0,286966850
0,0,builder_3,late_enter,0,316000000
0,0,builder_4,late_enter,0,339500000
0,0,builder_5,reactive,8292017.32124771,338375620
0,0,builder_6,reactive,72136437.08255324,241021640
0,0,builder_7,reactive,274877766.57919484,336999520
0,0,builder_8,reactive,29933566.478950307,362456250
0,0,builder_9,reactive,97438519.92105965,256178020
0,0,builder_10,reactive,21093807.236009505,362385410
0,0,builder_11,reactive,185921753.78096762,367693520
0,0,builder_12,reactive,164922115.89429113,347385740
0,0,builder_13,reactive,20370772.310700733,297960850
0,0,builder_14,reactive,71302919.99718189,291577750
0,0,builder_15,reactive,211776508.54176638,337750000
0,0,builder_16,reactive,148909262.34100267,317947000
0,0,builder_17,reactive,160289305.52723303,275190000
0,0,builder_18,reactive,181230862.66006848,279280000
0,0,builder_19,reactive,220698888.94274718,273016000
0,1,builder_0,late_enter,0,556252800
0,1,builder_1,late_enter,0,583671920
0,1,builder_2,late_enter,0,513675320
0,1,builder_3,late_enter,0,583500000
0,1,builder_4,late_enter,0,603900000
0,1,builder_5,reactive,302365543.2371143,588908040
0,1,builder_6,reactive,302365543.2371143,481617740
0,1,builder_7,reactive,577161730.2873077,583578120
0,1,builder_8,reactive,302365543.2371143,526133720
0,1,builder_9,reactive,302365543.2371143,483214120
0,1,builder_10,reactive,302365543.2371143,615848000
0,1,builder_11,reactive,302365543.2371143,585761540
0,1,builder_12,reactive,302365543.2371143,592984940
0,1,builder_13,reactive,302365543.2371143,516160920
0,1,builder_14,reactive,302365543.2371143,465827840
0,1,builder_15,reactive,302365543.2371143,605200000
0,1,builder_16,reactive,302365543.2371143,471500000
0,1,builder_17,reactive,302365543.2371143,455890000
0,1,builder_18,reactive,302365543.2371143,471310000
0,1,builder_19,reactive,302365543.2371143,527500000
0,2,builder_0,late_enter,0,793951000
0,2,builder_1,late_enter,0,789856440
0,2,builder_2,late_enter,0,684558240
0,2,builder_3,late_enter,0,786800000
0,2,builder_4,late_enter,0,829800000
0,2,builder_5,reactive,634877903.3160385,852980200
0,2,builder_6,reactive,634877903.3160385,715439440
0,2,builder_7,reactive,796154662.6105162,842592640
0,2,builder_8,reactive,634877903.3160385,730670640
0,2,builder_9,reactive,634877903.3160385,706926140
0,2,builder_10,reactive,634877903.3160385,813788600
0,2,builder_11,reactive,634877903.3160385,824353140
0,2,builder_12,reactive,634877903.3160385,829787440
0,2,builder_13,reactive,634877903.3160385,712673140
0,2,builder_14,reactive,634877903.3160385,665284140
0,2,builder_15,reactive,634877903.3160385,772000000
0,2,builder_16,reactive,634877903.3160385,707200000
0,2,builder_17,reactive,634877903.3160385,671000000
0,2,builder_18,reactive,634877903.3160385,657000000
0,2,builder_19,reactive,634877903.3160385,730900000
0,3,builder_0,late_enter,0,918252400
0,3,builder_1,late_enter,0,943881000
0,3,builder_2,late_enter,0,823908400
0,3,builder_3,late_enter,0,881300000
0,3,builder_4,late_enter,0,983700000
0,3,builder_5,reactive,875770128.8715678,992725400
0,3,builder_6,reactive,840099700,840099700
0,3,builder_7,reactive,852641629.5193527,988497700
0,3,builder_8,reactive,831784400,831784400
0,3,builder_9,reactive,807220400,807220400
0,3,builder_10,reactive,875770128.8715678,954491500
0,3,builder_11,reactive,875770128.8715678,930208700
0,3,builder_12,reactive,875770128.8715678,938182500
0,3,builder_13,reactive,841694400,841694400
0,3,builder_14,reactive,787167700,787167700
0,3,builder_15,reactive,875770128.8715678,884200000
0,3,builder_16,reactive,829400000,829400000
0,3,builder_17,reactive,795500000,795500000
0,3,builder_18,reactive,748000000,748000000
0,3,builder_19,reactive,875770128.8715678,886100000
0,4,builder_0,late_enter,0,1183947900
0,4,builder_1,late_enter,0,1129100500
0,4,builder_2,late_enter,0,1085564700
0,4,builder_3,late_enter,0,1121900000
0,4,builder_4,late_enter,0,1245100000
0,4,builder_5,reactive,938096709.4397038,1256120900
0,4,builder_6,reactive,963347141.7587247,1068483900
0,4,builder_7,reactive,963347141.7587247,1252223400
0,4,builder_8,reactive,963347141.7587247,987994400
0,4,builder_9,reactive,963347141.7587247,1009514100
0,4,builder_10,reactive,1147221442.246368,1213020900
0,4,builder_11,reactive,883156937.136103,1139503200
0,4,builder_12,reactive,948635454.6585107,1216647200
0,4,builder_13,reactive,963347141.7587247,972227400
0,4,builder_14,reactive,963347141.7587247,1064189100
0,4,builder_15,reactive,1083829545.6511946,1182400000
0,4,builder_16,reactive,963347141.7587247,1098900000
0,4,builder_17,reactive,963347141.7587247,976800000
0,4,builder_18,reactive,963347141.7587247,1004000000
0,4,builder_19,reactive,977019017.6675885,1087700000
0,5,builder_0,late_enter,0,1292286800
0,5,builder_1,late_enter,0,1276071240
0,5,builder_2,late_enter,0,1183583300
0,5,builder_3,late_enter,0,1284900000
0,5,builder_4,late_enter,0,1406500000
0,5,builder_5,reactive,1261943586.4710047,1411195840
0,5,builder_6,reactive,1235335640,1235335640
0,5,builder_7,reactive,1261943586.4710047,1370659340
0,5,builder_8,reactive,1171189940,1171189940
0,5,builder_9,reactive,1131240540,1131240540
0,5,builder_10,reactive,1180956621.8910477,1326633740
0,5,builder_11,reactive,1261943586.4710047,1299193940
0,5,builder_12,reactive,1261943586.4710047,1374697140
0,5,builder_13,reactive,1085271340,1085271340
0,5,builder_14,reactive,1197405640,1197405640
0,5,builder_15,reactive,1261943586.4710047,1296600000
0,5,builder_16,reactive,1261943586.4710047,1271200000
0,5,builder_17,reactive,1151600000,1151600000
0,5,builder_18,reactive,1125400000,1125400000
0,5,builder_19,reactive,1216900000,1216900000
0,6,builder_0,late_enter,0,1375576240
0,6,builder_1,late_enter,0,1380260680
0,6,builder_2,late_enter,0,1290113940
0,6,builder_3,late_enter,0,1407900000
0,6,builder_4,late_enter,0,1482300000
0,6,builder_5,reactive,1388652351.6459835,1523140080
0,6,builder_6,reactive,1321625080,1321625080
0,6,builder_7,reactive,1351638655.8860064,1470597940
0,6,builder_8,reactive,1274295180,1274295180
0,6,builder_9,reactive,1191237140,1191237140
0,6,builder_10,reactive,1388137945.1181052,1432723180
0,6,builder_11,reactive,1344429394.5411544,1399477740
0,6,builder_12,reactive,1412091519.6291118,1475471740
0,6,builder_13,reactive,1179156580,1179156580
0,6,builder_14,reactive,1290128280,1290128280
0,6,builder_15,reactive,1326046820.7570164,1356700000
0,6,builder_16,reactive,1339994280.080529,1395800000
0,6,builder_17,reactive,1255600000,1255600000
0,6,builder_18,reactive,1159300000,1159300000
0,6,builder_19,reactive,1340100000,1340100000
0,7,builder_0,late_enter,0,1524544940
0,7,builder_1,late_enter,0,1531941280
0,7,builder_2,late_enter,0,1400741340
0,7,builder_3,late_enter,0,1538400000
0,7,builder_4,late_enter,0,1643800000
0,7,builder_5,reactive,1553300671.592023,1661525780
0,7,builder_6,reactive,1493698180,1493698180
0,7,builder_7,reactive,1553300671.592023,1632205440
0,7,builder_8,reactive,1432605580,1432605580
0,7,builder_9,reactive,1317982940,1317982940
0,7,builder_10,reactive,1524517880,1524517880
0,7,builder_11,reactive,1515992940,1515992940
0,7,builder_12,reactive,1417966354.0210192,1622832140
0,7,builder_13,reactive,1289692980,1289692980
0,7,builder_14,reactive,1407405680,1407405680
0,7,builder_15,reactive,1488500000,1488500000
0,7,builder_16,reactive,1551700000,1551700000
0,7,builder_17,reactive,1415300000,1415300000
0,7,builder_18,reactive,1341800000,1341800000
0,7,builder_19,reactive,1456000000,1456000000
0,8,builder_0,late_enter,0,1615584270
0,8,builder_1,late_enter,0,1593972210
0,8,builder_2,late_enter,0,1471736170
0,8,builder_3,late_enter,0,1600900000
0,8,builder_4,late_enter,0,1754400000
0,8,builder_5,reactive,1685968183.840797,1751565110
0,8,builder_6,reactive,1578862210,1578862210
0,8,builder_7,reactive,1595284451.1254237,1685973470
0,8,builder_8,reactive,1514265580,1514265580
0,8,builder_9,reactive,1366565570,1366565570
0,8,builder_10,reactive,1601708510,1601708510
0,8,builder_11,reactive,1621892440,1621892440
0,8,builder_12,reactive,1697451440,1697451440
0,8,builder_13,reactive,1365175610,1365175610
0,8,builder_14,reactive,1490863810,1490863810
0,8,builder_15,reactive,1576200000,1576200000
0,8,builder_16,reactive,1663800000,1663800000
0,8,builder_17,reactive,1509800000,1509800000
0,8,builder_18,reactive,1456900000,1456900000
0,8,builder_19,reactive,1521100000,1521100000
0,9,builder_0,late_enter,0,1656839270
0,9,builder_1,late_enter,0,1636227210
0,9,builder_2,late_enter,0,1514811170
0,9,builder_3,late_enter,0,1652200000
0,9,builder_4,late_enter,0,1781800000
0,9,builder_5,reactive,1792820110,1792820110
0,9,builder_6,reactive,1585162210,1585162210
0,9,builder_7,reactive,1727228470,1727228470
0,9,builder_8,reactive,1571343080,1571343080
0,9,builder_9,reactive,1393703570,1393703570
0,9,builder_10,reactive,1649863510,1649863510
0,9,builder_11,reactive,1664147440,1664147440
0,9,builder_12,reactive,1705435810.459132,1746675440
0,9,builder_13,reactive,1397119910,1397119910
0,9,builder_14,reactive,1546187810,1546187810
0,9,builder_15,reactive,1629900000,1629900000
0,9,builder_16,reactive,1717500000,1717500000
0,9,builder_17,reactive,1538200000,1538200000
0,9,builder_18,reactive,1483200000,1483200000
0,9,builder_19,reactive,1549800000,1549800000
0,10,builder_0,late_enter,0,1778107370
0,10,builder_1,late_enter,0,1727476710
0,10,builder_2,late_enter,0,1636906470
0,10,builder_3,late_enter,0,1788600000
0,10,builder_4,late_enter,0,1917600000
0,10,builder_5,reactive,1900270688.5406609,1926626580
0,10,builder_6,reactive,1685905610,1685905610
0,10,builder_7,reactive,1848496570,1848496570
0,10,builder_8,reactive,1666243080,1666243080
0,10,builder_9,reactive,1500394170,1500394170
0,10,builder_10,reactive,1777788310,1777788310
0,10,builder_11,reactive,1740972240,1740972240
0,10,builder_12,reactive,1838543540,1838543540
0,10,builder_13,reactive,1519788010,1519788010
0,10,builder_14,reactive,1641087810,1641087810
0,10,builder_15,reactive,1727200000,1727200000
0,10,builder_16,reactive,1779900000,1779900000
0,10,builder_17,reactive,1620200000,1620200000
0,10,builder_18,reactive,1574500000,1574500000
0,10,builder_19,reactive,1648200000,1648200000
0,11,builder_0,late_enter,0,1952845740
0,11,builder_1,late_enter,0,1957776710
0,11,builder_2,late_enter,0,1766406470
0,11,builder_3,late_enter,0,1968900000
0,11,builder_4,late_enter,0,2133900000
0,11,builder_5,reactive,1966110454.6358047,2113041580
0,11,builder_6,reactive,1874805610,1874805610
0,11,builder_7,reactive,2079959940,2079959940
0,11,builder_8,reactive,1886599780,1886599780
0,11,builder_9,reactive,1613894170,1613894170
0,11,builder_10,reactive,1960682680,1960682680
0,11,builder_11,reactive,1947572240,1947572240
