block_id,total_gas,total_mev_captured,validator_type,validator_id
1,65330000,35100,normal,1200
2,15350000,35600,normal,1182
3,34970000,576800,attack,1165
4,45320000,215000,normal,1177
5,22010000,36800,normal,1180
6,9485000,0,attack,1154
7,49157000,106700,normal,1187
8,43503000,356100,attack,1164
9,38340000,0,attack,1170
10,47894000,7564400,normal,1200
11,12294000,881200,normal,1188
12,16517000,21800,normal,1181
13,34567000,7190000,normal,1171
14,13125000,510000,normal,1189
15,15817000,860000,normal,1184
16,96580000,12300,normal,1191
17,33697000,10700,normal,1180
18,40347000,1178800,attack,1156
19,15613000,15300,normal,1196
20,102243000,195700,normal,1185
21,20244000,418520,normal,1193
22,22728000,0,attack,1162
23,9919000,0,attack,1163
24,76650000,4320000,normal,1184
25,10480000,0,normal,1173
26,3865000,195000,attack,1170
27,53813000,415640,normal,1196
28,46714000,24820,normal,1183
29,18502000,13800,attack,1167
30,16732000,0,normal,1187
31,18283000,8310,normal,1190
32,10888000,545000,normal,1173
33,33004000,0,attack,1157
34,19917000,410000,attack,1164
35,14710000,0,normal,1179
36,8731000,12800,attack,1157
37,39534000,350000,attack,1156
38,14460000,392000,normal,1175
39,12077000,0,normal,1179
40,26160000,13800,attack,1163
41,38990000,123000,attack,1167
42,6800000,35700,attack,1155
43,81495000,89300,normal,1194
44,15835000,42000,attack,1169
45,20457000,75800,normal,1191
46,23463000,350000,normal,1197
47,14953000,207300,attack,1166
48,14514000,0,normal,1178
49,11192000,0,normal,1188
50,13189000,16400,attack,1160
