block_id,total_gas,total_mev_captured,validator_type,validator_id
1,48123000,162200,normal,5036
2,66539000,233000,attack,5014
3,69386000,126180,normal,5046
4,101360000,19895990,attack,5032
5,28660000,161000,normal,5043
6,70010000,595300,normal,5047
7,99585000,1745700,normal,5042
8,64319000,725000,normal,5039
9,22228000,8937700,attack,5028
10,67825000,442240,attack,5014
11,20968000,64340,attack,5017
12,75853000,1596100,attack,5032
13,54665000,256000,attack,5015
14,72436000,375470,attack,5019
15,23106000,149340,normal,5046
16,27731000,261700,normal,5047
17,49996000,5640,normal,5042
18,24449000,1558000,attack,5002
19,95024000,4493660,attack,5028
20,53465000,30600,attack,5001
21,64176000,172300,attack,5008
22,47200000,35640,attack,5031
23,24930000,9198700,attack,5035
24,43590000,762000,attack,5023
25,100399000,107800,normal,5040
26,24463000,1234700,attack,5004
27,42180000,59300,attack,5014
28,107942000,611380,attack,5022
29,32475000,27600,attack,5002
30,60766000,644000,attack,5013
31,87511000,103240,attack,5007
32,16779000,611700,attack,5002
33,57244000,801800,attack,5025
34,35146000,120500,attack,5003
35,98695001,328000,attack,5034
36,151010000,562600,attack,5027
37,46593000,0,attack,5028
38,47550000,0,attack,5029
39,71858000,2544830,attack,5011
40,72480000,940900,attack,5022
41,48698000,25600,attack,5035
42,44600000,15100,normal,5044
43,76079000,35497540,attack,5020
44,43448000,378400,normal,5046
45,39812000,884530,attack,5028
46,92443000,146200,attack,5021
47,25860000,218600,attack,5034
48,24957000,181200,normal,5037
49,73426000,545800,normal,5041
50,47378000,45640,attack,5021
