block_id,total_gas,total_mev_captured,validator_type,validator_id
1,115253000,35621600,attack,6202
2,223537001,26775000,attack,6217
3,100700000,95140,attack,6247
4,103807000,295600,attack,6235
5,27974000,167900,attack,6224
6,25850000,591500,attack,6223
7,42682000,14501400,attack,6229
8,51270000,181600,attack,6221
9,111043000,852800,attack,6212
10,74410000,43600,attack,6235
11,51249000,1754800,attack,6244
12,124799000,144880,attack,6242
13,24165000,14419400,attack,6248
14,90296000,341900,attack,6237
15,30973000,820000,attack,6237
16,58831000,9088200,attack,6229
17,36740000,1183100,attack,6201
18,96362000,36138000,attack,6201
19,72627000,479200,attack,6244
20,26083000,60400,attack,6216
21,111121001,600500,attack,6222
22,34138000,512000,attack,6223
23,25945000,34000,attack,6221
24,104926000,788400,attack,6228
25,73164000,87200,attack,6236
26,78447000,169600,attack,6228
27,65596000,347200,attack,6210
28,113053000,883000,attack,6249
29,23207000,152640,attack,6236
30,16940000,222800,attack,6216
31,103452000,204400,attack,6249
32,41349000,47000,attack,6210
33,54300000,566000,attack,6230
34,39008000,104200,attack,6242
35,92433000,1219700,attack,6207
36,75312000,399300,attack,6243
37,59484000,773020,attack,6245
38,118492000,659700,attack,6240
39,52332000,1209100,attack,6222
40,21916000,189500,attack,6239
41,23569000,127000,attack,6249
42,161631000,730200,attack,6250
43,147674000,8640000,attack,6213
44,57540000,410200,attack,6240
45,47495000,76460,attack,6249
46,98323000,430000,attack,6217
47,55256000,9040000,attack,6244
48,44526000,2203000,attack,6237
49,46174000,2177000,attack,6231
50,50309000,0,attack,6206
