transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,builder_type,transaction_type
382066,43000000,0,0,81,,unknown,1,1,attack,normal
382674,43000000,0,0,81,,unknown,1,1,attack,normal
381876,30000000,0,0,81,,unknown,1,1,attack,normal
475850,0,0,0,210,382332.0,unknown,1,1,attack,b_attack
382332,19000000,195000,0,81,,unknown,1,1,attack,normal
381382,19000000,0,0,81,,unknown,1,1,attack,normal
475851,0,0,0,210,381231.0,unknown,1,1,attack,b_attack
381231,6100000,350000,0,82,,unknown,1,1,attack,normal
381497,5200000,0,0,82,,unknown,1,1,attack,normal
475852,0,0,0,210,381611.0,unknown,1,1,attack,b_attack
381611,5000000,6390,0,82,,unknown,1,1,attack,normal
382637,5000000,0,0,82,,unknown,1,1,attack,normal
475853,0,0,0,210,381458.0,unknown,1,1,attack,b_attack
381458,310000,4320000,0,81,,unknown,1,1,attack,normal
475854,0,0,0,210,382522.0,unknown,1,1,attack,b_attack
382522,4500000,56200,0,81,,unknown,1,1,attack,normal
380853,4200000,0,0,83,,unknown,1,1,attack,normal
382028,4200000,0,0,81,,unknown,1,1,attack,normal
382218,3200000,0,0,81,,unknown,1,1,attack,normal
382713,2600000,0,0,82,,unknown,1,1,attack,normal
381800,2500000,0,0,81,,unknown,1,1,attack,normal
382143,2400000,0,0,82,,unknown,1,1,attack,normal
381117,2300000,0,0,82,,unknown,1,1,attack,normal
381040,2100000,0,0,81,,unknown,1,1,attack,normal
381002,2000000,0,0,81,,unknown,1,1,attack,normal
475855,0,0,0,210,380854.0,unknown,1,1,attack,b_attack
380854,1900000,5180,0,84,,unknown,1,1,attack,normal
381345,1900000,0,0,82,,unknown,1,1,attack,normal
381877,1700000,0,0,82,,unknown,1,1,attack,normal
382105,1700000,0,0,82,,unknown,1,1,attack,normal
475856,0,0,0,210,381003.0,unknown,1,1,attack,b_attack
381003,1500000,64600,0,82,,unknown,1,1,attack,normal
475857,0,0,0,210,381725.0,unknown,1,1,attack,b_attack
381725,1400000,12800,0,82,,unknown,1,1,attack,normal
475858,0,0,0,210,381687.0,unknown,1,1,attack,b_attack
381687,1400000,3130,0,82,,unknown,1,1,attack,normal
380889,1400000,0,0,82,,unknown,1,1,attack,normal
382371,1400000,0,0,82,,unknown,1,1,attack,normal
382561,1400000,0,0,82,,unknown,1,1,attack,normal
382409,1300000,0,0,82,,unknown,1,1,attack,normal
475859,0,0,0,210,382219.0,unknown,1,1,attack,b_attack
382219,310000,959000,0,82,,unknown,1,1,attack,normal
475860,0,0,0,210,381952.0,unknown,1,1,attack,b_attack
381952,970000,256000,0,81,,unknown,1,1,attack,normal
381041,1000000,0,0,82,,unknown,1,1,attack,normal
381078,1000000,0,0,81,,unknown,1,1,attack,normal
382180,1000000,0,0,81,,unknown,1,1,attack,normal
380850,970000,0,0,81,,unknown,1,1,attack,normal
381953,970000,0,0,82,,unknown,1,1,attack,normal
382257,870000,0,0,82,,unknown,1,1,attack,normal
383549,43000000,0,0,82,,unknown,2,2,attack,normal
383587,43000000,0,0,82,,unknown,2,2,attack,normal
383815,43000000,0,0,82,,unknown,2,2,attack,normal
384156,27000000,0,0,81,,unknown,2,2,attack,normal
384271,27000000,0,0,82,,unknown,2,2,attack,normal
475861,0,0,0,233,384613.0,unknown,2,2,attack,b_attack
384613,19000000,36800,0,82,,unknown,2,2,attack,normal
384308,6100000,0,0,81,,unknown,2,2,attack,normal
381307,5200000,0,0,82,,unknown,2,1,attack,normal
475862,0,0,0,233,383130.0,unknown,2,2,attack,b_attack
383130,4500000,64600,0,81,,unknown,2,2,attack,normal
475863,0,0,0,233,384004.0,unknown,2,2,attack,b_attack
384004,3200000,1100000,0,81,,unknown,2,2,attack,normal
475864,0,0,0,233,383397.0,unknown,2,2,attack,b_attack
383397,4200000,15700,0,82,,unknown,2,2,attack,normal
383891,4200000,0,0,82,,unknown,2,2,attack,normal
475865,0,0,0,233,384498.0,unknown,2,2,attack,b_attack
384498,3600000,19700,0,81,,unknown,2,2,attack,normal
383966,3500000,0,0,81,,unknown,2,2,attack,normal
384423,3500000,0,0,82,,unknown,2,2,attack,normal
382104,2600000,0,0,81,,unknown,2,1,attack,normal
475866,0,0,0,233,384347.0,unknown,2,2,attack,b_attack
384347,2500000,33300,0,82,,unknown,2,2,attack,normal
475867,0,0,0,233,383092.0,unknown,2,2,attack,b_attack
383092,2400000,56200,0,81,,unknown,2,2,attack,normal
383282,2400000,0,0,81,,unknown,2,2,attack,normal
384195,2400000,0,0,82,,unknown,2,2,attack,normal
381155,2100000,0,0,82,,unknown,2,1,attack,normal
384043,1800000,0,0,82,,unknown,2,2,attack,normal
383245,1700000,0,0,82,,unknown,2,2,attack,normal
475868,0,0,0,233,383359.0,unknown,2,2,attack,b_attack
383359,1600000,5630,0,82,,unknown,2,2,attack,normal
381724,1600000,0,0,81,,unknown,2,1,attack,normal
383434,1600000,0,0,81,,unknown,2,2,attack,normal
384346,1500000,0,0,81,,unknown,2,2,attack,normal
384042,1400000,0,0,81,,unknown,2,2,attack,normal
475869,0,0,0,233,384081.0,unknown,2,2,attack,b_attack
384081,1100000,15100,0,82,,unknown,2,2,attack,normal
475870,0,0,0,233,381420.0,unknown,2,2,attack,b_attack
381420,150000,959000,0,81,,unknown,2,1,attack,normal
380927,1100000,0,0,82,,unknown,2,1,attack,normal
383206,1100000,0,0,81,,unknown,2,2,attack,normal
383586,1100000,0,0,81,,unknown,2,2,attack,normal
384537,1100000,0,0,82,,unknown,2,2,attack,normal
384575,1100000,0,0,82,,unknown,2,2,attack,normal
475871,0,0,0,233,383548.0,unknown,2,2,attack,b_attack
383548,1000000,33100,0,81,,unknown,2,2,attack,normal
382903,1000000,0,0,82,,unknown,2,2,attack,normal
383511,1000000,0,0,82,,unknown,2,2,attack,normal
384499,1000000,0,0,82,,unknown,2,2,attack,normal
386323,27000000,0,0,82,,unknown,3,3,attack,normal
383435,19000000,0,0,82,,unknown,3,2,attack,normal
475872,0,0,0,228,384917.0,unknown,3,3,attack,b_attack
384917,6300000,256000,0,82,,unknown,3,3,attack,normal
384726,6300000,0,0,81,,unknown,3,3,attack,normal
