transaction_id,fee,mev_potential,mev_captured,creator_id,target_tx_id,type_of_user,block_number,block_created,builder_type,transaction_type
171815,43000001,12800,43000001,953,171812.0,unknown,1,1,attack,b_attack
175346,0,0,0,2351,171815.0,unknown,1,1,attack,failed
171816,0,0,0,953,171812.0,unknown,1,1,attack,failed
171812,43000000,12800,43000000,956,171809.0,unknown,1,1,attack,b_attack
171794,43000000,0,0,944,,unknown,1,1,attack,normal
171813,0,0,0,956,171809.0,unknown,1,1,attack,failed
171809,19000000,12800,19000000,953,171806.0,unknown,1,1,attack,b_attack
171817,6300000,0,0,944,,unknown,1,1,attack,normal
171791,6100000,0,0,949,,unknown,1,1,attack,normal
171810,0,0,0,953,171806.0,unknown,1,1,attack,failed
171887,43000025,12800,43000025,952,171884.0,unknown,2,2,attack,b_attack
175347,0,0,0,2351,171887.0,unknown,2,2,attack,failed
171888,0,0,0,952,171884.0,unknown,2,2,attack,failed
171884,43000024,12800,43000024,958,171881.0,unknown,2,2,attack,b_attack
171885,0,0,0,958,171881.0,unknown,2,2,attack,failed
171881,43000023,12800,43000023,951,171878.0,unknown,2,2,attack,b_attack
171882,0,0,0,951,171878.0,unknown,2,2,attack,failed
171878,43000022,12800,43000022,954,171875.0,unknown,2,2,attack,b_attack
171879,0,0,0,954,171875.0,unknown,2,2,attack,failed
171875,43000021,12800,43000021,959,171872.0,unknown,2,2,attack,b_attack
171959,43000049,12800,43000049,954,171956.0,unknown,3,3,attack,b_attack
175348,0,0,0,2351,171959.0,unknown,3,3,attack,failed
171960,0,0,0,954,171956.0,unknown,3,3,attack,failed
171956,43000048,12800,43000048,960,171953.0,unknown,3,3,attack,b_attack
171957,0,0,0,960,171953.0,unknown,3,3,attack,failed
171953,43000047,12800,43000047,958,171950.0,unknown,3,3,attack,b_attack
171954,0,0,0,958,171950.0,unknown,3,3,attack,failed
171950,43000046,12800,43000046,951,171947.0,unknown,3,3,attack,b_attack
171951,0,0,0,951,171947.0,unknown,3,3,attack,failed
