block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,10775000,80900,30621700,normal,3550
2,13867000,0,96579600,attack,3519
3,35590000,0,211853200,attack,3508
4,2999000,0,317809000,normal,3537
5,79570000,49240,645547640,normal,3530
6,64135000,449100,1193595700,normal,3525
7,50671000,545000,1866209600,attack,3501
8,39675000,860400,2631473000,normal,3524
9,22470000,8760,3555084360,normal,3523
10,21373000,4320000,4254918600,normal,3537
11,8710000,44670,5246848270,normal,3523
12,81264000,13900,6215315500,attack,3509
13,27723000,6390,7243434990,attack,3503
14,41810000,231000,8216090600,normal,3549
15,4108000,898500,9417486100,normal,3541
16,13580000,566000,10710055600,normal,3525
17,10630000,35100,12306090700,normal,3523
18,74438000,0,13286483600,attack,3507
19,62300000,18316800,14324044400,normal,3536
20,14330000,0,15507863600,normal,3549
21,6761000,48800,16984773400,normal,3528
22,23219000,545000,18016347600,normal,3542
23,49935000,91700,19077230300,normal,3521
24,42490000,285000,20231160600,normal,3542
25,7550000,0,21599441600,attack,3515
26,30230000,56800,22613636400,attack,3503
27,8420000,0,24280199600,attack,3510
28,40080000,0,25811565600,attack,3511
29,6969000,46500,27550931100,attack,3515
30,11170000,0,29249953600,normal,3523
31,61170000,164000,30909023600,attack,3516
32,15227000,0,32123536600,attack,3506
33,16350000,541800,33534983400,normal,3528
34,54230000,36800,35269664400,attack,3514
35,52338000,63500,36730381100,normal,3526
36,12622000,0,38177383600,normal,3531
37,13460000,0,39827765600,normal,3534
38,66054000,369000,41277348600,normal,3528
39,32112000,16400,43088560000,normal,3525
40,13952000,7240520,44375082120,normal,3528
41,32092000,1115700,46142241300,attack,3512
42,20386000,418100,47614457700,normal,3543
43,53454000,156270,49151883870,normal,3537
44,12830000,0,50943047600,attack,3511
45,9370000,8000240,52964693840,attack,3508
46,9893000,301400,55167586000,attack,3514
47,7452000,266700,56445606300,attack,3503
48,12630000,381000,58722566600,attack,3506
49,12159000,128000,60368462600,normal,3540
50,10734000,189520,62705967120,normal,3522
