block_id,total_gas,total_mev_captured,validator_type,validator_id
1,22191000,17000,normal,793
2,12713000,13800,normal,778
3,34920000,0,attack,754
4,47744000,959000,attack,751
5,12827000,545100,attack,758
6,16817000,189900,normal,780
7,18837000,0,normal,800
8,38458000,0,attack,752
9,41062000,1786200,attack,760
10,10665000,196100,normal,789
11,13890000,779000,normal,771
12,11774000,0,attack,752
13,13011000,0,normal,776
14,4347000,0,normal,775
15,21802000,34700,normal,787
16,8283000,64600,normal,789
17,82110000,17000,attack,761
18,10739000,16400,attack,758
19,8400000,6390,normal,775
20,10365000,163000,normal,774
21,14240000,71800,attack,759
22,19336000,73080,normal,776
23,18864000,0,normal,800
24,10407000,67900,attack,752
25,57390000,369000,normal,789
26,14260000,17784800,normal,791
27,32520000,482800,normal,778
28,50219000,0,normal,777
29,14484000,47700,normal,787
30,82230000,67900,normal,798
31,63310000,35100,normal,783
32,83827000,364800,normal,779
33,14905000,0,normal,794
34,16227000,53800,normal,793
35,19670000,535100,attack,770
36,10345000,322100,normal,784
37,59332000,203000,normal,791
38,10900000,33300,attack,766
39,73502000,141900,normal,774
40,44847000,606300,attack,753
41,21720000,81130,attack,766
42,7330000,776000,normal,798
43,12487000,959000,attack,763
44,20614000,15300,normal,798
45,17915000,0,normal,782
46,40300000,395000,normal,777
47,11878000,7240600,attack,756
48,10503000,0,attack,765
49,8720000,0,attack,751
50,12048000,0,normal,772
