block_num,validator_id,total_gas_fee,total_mev_available
0,validator_7,93621999,1772300
1,validator_6,99759999,3067100
2,validator_8,50210002,2658330
3,validator_4,113104996,4466700
4,validator_18,92709002,5635700
5,validator_4,173881997,399540
6,validator_9,66308002,1370900
7,validator_19,69256000,616330
8,validator_17,67464000,1433730
9,validator_17,80277002,1373730
10,validator_0,99539000,2378000
11,validator_3,61650001,370900
12,validator_4,95061000,9494020
13,validator_16,98688000,644840
14,validator_19,50270000,1066800
15,validator_10,84685002,8029580
16,validator_15,69128003,922200
17,validator_14,133865998,1619900
18,validator_6,43723003,504490
19,validator_6,122591999,1010600
20,validator_19,103092999,1574100
21,validator_10,53629998,1616140
22,validator_7,251316998,1040900
23,validator_19,21403002,5515400
24,validator_15,118690001,555360
25,validator_8,118503999,601100
26,validator_3,45873000,1287200
27,validator_16,127276004,600000
28,validator_1,121521999,660440
29,validator_6,71810003,1952900
30,validator_18,188894007,8886580
31,validator_8,79904000,5142600
32,validator_10,65545000,7307780
33,validator_13,147368000,135100
34,validator_8,48010001,2675600
35,validator_9,97287003,540600
36,validator_15,85661999,902700
37,validator_9,77663997,3030300
38,validator_9,77610996,127640
39,validator_16,104562997,1376320
40,validator_7,161558999,6298500
41,validator_2,104906000,448300
42,validator_12,34742999,4413940
43,validator_15,60416997,1243830
44,validator_0,99124997,1631630
45,validator_10,90870996,871630
46,validator_14,72630000,1602900
47,validator_13,93230000,359200
48,validator_17,58802001,3271020
49,validator_19,64405998,1225840
50,validator_0,38590001,2225400
51,validator_9,123141000,9465580
52,validator_2,79513004,5112400
53,validator_18,105156994,4725900
54,validator_9,84796998,241390
55,validator_16,94977001,1632100
56,validator_4,108224001,14954100
57,validator_15,45547001,1881440
58,validator_7,45456999,672000
59,validator_6,26163002,5562000
60,validator_17,103503000,704780
61,validator_15,111098000,1271900
62,validator_7,118305998,534400
63,validator_16,104507002,1740200
64,validator_15,114259000,647840
65,validator_2,72256000,1490700
66,validator_14,134834006,8826700
67,validator_11,74468000,5222890
68,validator_12,83850000,7266280
69,validator_19,158883000,119630
70,validator_0,47040002,2655800
71,validator_12,116588998,7762800
72,validator_0,127181997,1772300
73,validator_0,51359999,3018000
74,validator_17,50420001,3089800
75,validator_13,87044999,5011300
76,validator_0,121630002,5486100
77,validator_11,129789999,1445000
78,validator_7,58408000,1370900
79,validator_7,45365997,1184100
80,validator_16,183677000,949500
81,validator_0,28190002,4580100
82,validator_2,105881001,2190700
83,validator_2,43533998,151500
84,validator_16,78270998,519900
85,validator_9,32360000,410600
86,validator_4,42756998,777400
87,validator_6,38593001,26942780
88,validator_19,107354000,1393780
89,validator_11,83686003,15463700
90,validator_19,66454000,2460310
91,validator_1,192456000,845100
92,validator_3,99245997,1702440
93,validator_8,86211999,1421340
94,validator_6,116853998,1217500
95,validator_16,38562001,5522800
96,validator_14,112438002,825660
97,validator_16,109947001,130500
98,validator_14,108896000,434400
99,validator_13,107367002,391700
100,validator_1,82161001,850900
101,validator_4,69622001,1568940
102,validator_18,153333007,8887280
103,validator_4,75274000,870690
104,validator_12,83415002,7901700
105,validator_9,169858000,847830
106,validator_11,31378999,2500200
107,validator_13,45890001,1745900
108,validator_17,79629000,1732900
109,validator_16,93749997,2713600
110,validator_12,20398999,1308580
111,validator_3,108644999,4974120
112,validator_6,171383998,2755700
113,validator_16,61459000,5656330
114,validator_19,95685997,7804600
115,validator_17,88115000,6154900
116,validator_4,67315000,92700
117,validator_9,65889996,5104900
118,validator_15,36419000,84200
119,validator_11,402430998,1100580
120,validator_17,48048999,2675500
121,validator_2,178493997,648940
122,validator_4,104465003,3119640
123,validator_17,195949000,827040
124,validator_15,61432000,501000
125,validator_0,62909000,135000
126,validator_0,54640998,19130890
127,validator_10,63389000,1285700
128,validator_0,79331997,14970800
129,validator_11,35246999,1160840
130,validator_16,36420002,1142000
131,validator_4,81695000,1735000
132,validator_13,82515005,5208200
133,validator_6,520112997,1459500
134,validator_5,64200000,1445420
135,validator_13,107204001,462800
136,validator_0,83528997,558920
137,validator_3,70451999,1604040
138,validator_0,119164999,8956000
139,validator_11,85227000,1410790
140,validator_10,74977999,859700
141,validator_5,73495000,450240
142,validator_12,34609000,2283800
143,validator_9,41507002,402800
144,validator_4,126451997,1757000
145,validator_10,82204999,2231000
146,validator_5,36590003,1657530
147,validator_4,109173998,4893320
148,validator_19,129001999,5896500
149,validator_6,56975998,617500
150,validator_6,85593999,5125760
151,validator_10,86723000,669000
152,validator_2,97220003,1846580
153,validator_1,99924002,582560
154,validator_5,117208000,1256700
155,validator_15,86777000,212500
156,validator_0,81117001,2505420
157,validator_0,94018000,235540
158,validator_19,58074998,1949300
159,validator_14,88818000,1226180
160,validator_19,49056000,5104830
161,validator_5,94286998,1585200
162,validator_3,61076998,905790
163,validator_10,40803998,456700
164,validator_13,53279996,7735100
165,validator_16,42119001,255240
166,validator_12,102586000,1856900
167,validator_1,195385002,957900
168,validator_16,97908001,994400
169,validator_8,79553000,204300
170,validator_2,348277998,1255900
171,validator_15,82273001,94900
172,validator_2,37809000,301900
173,validator_19,57637000,589000
174,validator_18,86041000,722430
175,validator_6,60706999,4900600
176,validator_13,86787005,7271400
177,validator_15,115828000,413030
178,validator_5,27450000,1795000
179,validator_12,104190002,7425630
180,validator_19,132388997,1772300
181,validator_17,74193999,2753200
182,validator_4,75395996,158540
183,validator_12,80582997,1456720
184,validator_3,290539002,2227490
185,validator_6,152771999,1259500
186,validator_0,61347997,5248400
187,validator_6,131999000,5673700
188,validator_5,34864002,95900
189,validator_6,53486998,888900
190,validator_2,40544001,84200
191,validator_0,404326997,1068880
192,validator_6,57248999,2883100
193,validator_18,188202998,675440
194,validator_4,44512000,1880000
195,validator_18,161744000,1735070
196,validator_9,56894998,192930
197,validator_17,75350998,136600
198,validator_4,99331998,19242780
199,validator_8,171538001,1278000
200,validator_1,100117999,533700
201,validator_1,56525000,457240
202,validator_0,106830000,1900100
203,validator_10,93165996,282300
