block_num,validator_id,total_gas_fee,total_mev_available
0,validator_7,153009991,15300
1,validator_10,17756998,1869000
2,validator_15,52819001,17751230
3,validator_16,19254996,680030
4,validator_6,72521990,16400
5,validator_10,24120000,53200
6,validator_13,51090005,33400
7,validator_17,144372996,239700
8,validator_12,29559000,4320000
9,validator_9,27242999,115000
10,validator_14,242677000,108000
11,validator_6,20391997,624000
12,validator_11,62429980,459100
13,validator_19,35111003,1092200
14,validator_10,36029989,13900
15,validator_10,58939999,73100
16,validator_6,18974000,645000
17,validator_12,79486996,579000
18,validator_8,191372008,290800
19,validator_12,158899996,13900
20,validator_14,145570000,77300
21,validator_0,26118996,5630
22,validator_6,65260007,17725100
23,validator_18,119988994,0
24,validator_11,142400006,30200
25,validator_2,231930002,959000
26,validator_10,18591994,139000
27,validator_10,35318007,68400
28,validator_16,160158997,794100
29,validator_12,8930007,46600
30,validator_17,1081920001,67500
31,validator_14,23911994,7421000
32,validator_3,46467002,309700
33,validator_14,18233011,1026900
34,validator_4,15452995,808700
35,validator_9,20130002,447100
36,validator_15,143009998,0
37,validator_8,64949999,128800
38,validator_0,71062996,624700
39,validator_18,39569988,98700
40,validator_4,60133990,350000
41,validator_13,23192006,7667000
42,validator_4,83369990,15100
43,validator_6,24806995,34700
44,validator_7,54281003,48700
45,validator_12,100918998,594000
46,validator_1,56029998,145500
47,validator_16,40619998,126600
48,validator_3,110819999,119200
49,validator_1,37363999,46500
50,validator_3,100969987,366780
51,validator_3,32071999,7195630
52,validator_8,68688000,340600
53,validator_14,29250004,1100000
54,validator_4,163059994,1178730
55,validator_1,32482004,489600
56,validator_17,17349992,632100
57,validator_13,41407998,507400
58,validator_1,48540007,817900
59,validator_7,18591999,400200
60,validator_7,70731008,4616000
61,validator_15,93629997,410000
62,validator_1,25964005,374100
63,validator_17,35260005,33300
64,validator_0,41819993,280520
65,validator_11,3379000,237200
66,validator_17,86740000,84500
67,validator_16,27409998,218800
68,validator_17,11420007,62430
69,validator_19,20712003,378320
70,validator_15,45423012,68100
71,validator_19,19520001,164000
72,validator_0,173009992,0
73,validator_9,56300001,492800
74,validator_2,72782993,302700
75,validator_3,65216991,70100
76,validator_5,16881983,455600
77,validator_7,26541006,531200
78,validator_19,102607002,14200
79,validator_0,139609996,0
80,validator_16,17020002,0
81,validator_6,61514999,84800
82,validator_16,180617000,143840
83,validator_5,11370008,497930
84,validator_7,39399985,285000
85,validator_11,25150002,350000
86,validator_19,63209992,1270100
87,validator_18,48490001,0
88,validator_5,12946003,98000
89,validator_5,87629998,1070600
90,validator_7,86638003,258800
91,validator_10,27030005,161000
92,validator_6,125379993,27600
93,validator_8,53834998,91700
94,validator_1,1270253007,4333900
95,validator_11,581299008,402800
96,validator_10,15960011,50520
97,validator_18,33264999,434730
98,validator_3,200245006,196800
99,validator_10,89420005,108000
100,validator_12,75037003,413640
101,validator_14,6848002,477000
102,validator_16,164971995,193280
103,validator_5,20310002,0
104,validator_4,55120007,28230
105,validator_13,145787006,50600
106,validator_1,28109010,559400
107,validator_1,61739999,823700
108,validator_17,172589995,15300
109,validator_5,56180003,507800
110,validator_14,65929991,0
111,validator_2,26418995,75300
112,validator_13,57606987,17700000
113,validator_10,6218008,337300
114,validator_14,83039991,15100
115,validator_16,55353998,67600
116,validator_7,47650004,48700
117,validator_9,80942994,594000
118,validator_16,54129995,120800
119,validator_10,43309996,12800
120,validator_18,10970000,628700
121,validator_0,9473999,0
122,validator_14,39486989,7278100
123,validator_19,152230000,669220
124,validator_13,35880000,741000
125,validator_10,39242006,581000
126,validator_11,1363614002,285000
127,validator_16,99109993,554300
128,validator_10,10364990,67500
129,validator_3,26659999,757000
130,validator_10,44708007,1350000
131,validator_6,9650001,440100
132,validator_8,68511006,4616000
133,validator_4,124659997,4730000
134,validator_9,18084002,208900
135,validator_17,20983000,281100
136,validator_3,47993996,376840
137,validator_11,112705998,621000
138,validator_8,16761998,599180
139,validator_12,23111998,21800
140,validator_3,16259007,329800
141,validator_4,37865000,139000
142,validator_18,14799002,72600
143,validator_17,10814001,174600
144,validator_4,177589996,15300
145,validator_3,21180002,1869000
146,validator_12,23358994,356830
147,validator_3,43089997,43600
148,validator_16,31699989,962000
149,validator_18,8887005,1779800
150,validator_10,47428991,15100
151,validator_9,23371992,101400
152,validator_19,6907001,497900
153,validator_14,83809999,610400
154,validator_12,19176993,176300
155,validator_12,22444999,541340
156,validator_5,15689004,17778800
157,validator_7,22295999,5060000
158,validator_11,30804994,0
159,validator_18,69199998,335900
160,validator_15,28790000,231000
161,validator_10,39242006,581000
162,validator_19,1709923998,285000
163,validator_2,119929997,506600
164,validator_16,11069991,228100
165,validator_19,61165001,49800
166,validator_5,16180000,52100
167,validator_14,183797004,952770
168,validator_11,124764002,70100
169,validator_12,33039998,68100
170,validator_18,13040001,223520
171,validator_16,12595014,182600
172,validator_0,40907000,89300
173,validator_2,96167011,17792800
174,validator_5,51250004,55200
175,validator_3,62829990,342500
176,validator_7,16963009,38600
177,validator_1,95960006,4320000
178,validator_2,54165008,393600
179,validator_2,33643998,0
180,validator_19,148009992,15300
181,validator_15,50789999,128800
