block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,15012000,54500,99938300,normal,2874
2,11017000,73100,221694100,normal,2874
3,34947000,49030,410362430,normal,2888
4,19560000,12300,537410500,normal,2898
5,67992000,1100000,727171800,normal,2887
6,18040000,52880,889904880,normal,2898
7,83953000,8520,1239566120,normal,2888
8,44430000,215000,1441551600,normal,2883
9,35110000,0,1747979000,normal,2854
10,9657000,21800,2037480000,normal,2881
11,94040000,6390,2762645070,normal,2860
12,12830000,21800,3743603840,normal,2882
13,16110000,176100,4745978720,normal,2884
14,12539000,369000,6238805100,normal,2895
15,99167000,0,7383404680,normal,2882
16,17590000,629000,8285584480,normal,2856
17,62038000,343700,9332874980,normal,2890
18,45495000,4365600,10343481680,normal,2868
19,39447000,0,11799047000,normal,2876
20,23790000,119500,12962850080,normal,2873
21,45280000,73740,14409260460,normal,2853
22,12145000,0,15382366740,normal,2889
23,16542000,0,16409278760,normal,2890
24,79457000,0,17627321560,attack,2851
25,14360000,0,18974777920,normal,2872
26,15709000,35100,20054477040,normal,2868
27,10844000,16400,21266721140,normal,2855
28,13294000,84800,23006818460,normal,2898
29,50306000,21800,24181482480,normal,2870
30,15501000,5640,25429789120,normal,2879
31,9350000,0,27518236960,normal,2887
32,17206000,0,28861220760,normal,2891
33,54388000,188500,30390331840,normal,2885
34,5160000,0,32274494260,normal,2866
35,7245000,959000,34250317180,normal,2865
36,20783000,422800,35552234000,normal,2888
37,11497000,0,37432891340,normal,2886
38,31230000,1027100,39079592020,normal,2881
39,8372000,164000,41160249840,normal,2869
40,7549000,158300,43612425620,normal,2888
41,11540000,420700,45332819600,normal,2898
42,8590000,0,47708640600,attack,2851
43,34238000,0,50158480300,normal,2867
44,21722000,0,51952304880,normal,2857
45,35157000,0,54467931580,normal,2897
46,3500000,0,56812253500,normal,2866
47,16201000,0,58719295080,normal,2896
48,75735000,66100,61224874100,normal,2865
49,54210000,256000,63688717920,normal,2852
50,43500000,19430,64395022470,normal,2856
