block_id,total_gas,total_mev_captured,validator_type,validator_id
1,51410000,213900,attack,2441
2,15768000,0,attack,2427
3,15884000,0,attack,2431
4,18103000,0,attack,2430
5,10903000,108000,attack,2428
6,8575000,301980,attack,2416
7,9943000,0,attack,2419
8,32076000,8445900,attack,2443
9,13368000,90900,attack,2428
10,57259000,0,attack,2402
11,20590000,0,attack,2442
12,20442000,0,attack,2433
13,9953000,279600,attack,2423
14,9964000,0,attack,2449
15,65908000,1100000,attack,2430
16,4351000,16400,attack,2424
17,33236000,545100,attack,2424
18,41360000,49100,attack,2419
19,7837000,285000,attack,2412
20,11936000,17725100,attack,2443
21,31640000,0,attack,2429
22,9030000,174900,attack,2431
23,26191000,21800,attack,2450
24,31610000,16400,attack,2424
25,12590000,68000,attack,2414
26,46247000,353100,attack,2425
27,7915000,0,attack,2442
28,14242000,0,attack,2423
29,8142000,1031500,attack,2432
30,14315000,85900,attack,2418
31,20100000,146000,attack,2417
32,53910000,30200,attack,2409
33,17697000,0,attack,2403
34,16756000,16400,attack,2410
35,6007000,0,attack,2411
36,25219000,60700,attack,2435
37,43257000,0,attack,2406
38,8790000,16400,attack,2408
39,45499000,959000,attack,2426
40,50868000,27120,attack,2428
41,16746000,109900,attack,2411
42,34510000,215000,attack,2433
43,7640000,15300,attack,2446
44,8749000,0,attack,2440
45,19901000,0,attack,2429
46,10798000,139300,attack,2410
47,23484000,354600,attack,2437
48,69817000,101100,attack,2444
49,59503000,231000,attack,2434
50,49690000,7190000,attack,2424
