block_num,validator_id,validator_type,winning_builder_id,winning_bid,total_gas_fee,total_mev,validator_stake,validator_nodes,gini_coefficient,hhi,top_5_share,total_stake_eth
0,builder_48,builder,builder_48,0.0,542300000,2132770,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
1,builder_3,builder,builder_3,0.0,590300000,27809600,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
2,builder_2,builder,builder_2,0.0,666166001,21666800,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
3,proposer_9,proposer,builder_17,512357562.90000004,559788011,9498170,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
4,builder_35,builder,builder_35,0.0,715900000,1964180,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
5,builder_49,builder,builder_49,0.0,637200000,2115160,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
6,builder_29,builder,builder_29,0.0,617400000,13843590,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
7,proposer_2,proposer,builder_10,677148965.1,732878009,19509730,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
8,builder_36,builder,builder_36,0.0,614700000,3918550,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
9,builder_20,builder,builder_20,0.0,760046003,6171540,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
10,builder_29,builder,builder_29,0.0,721200000,3315900,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
11,builder_16,builder,builder_16,0.0,795359997,19633150,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
12,proposer_25,proposer,builder_4,848552387.4,935640006,7087980,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
13,proposer_42,proposer,builder_27,659719033.2,693200008,39821140,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
14,proposer_42,proposer,builder_24,480428555.40000004,511340006,22469500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
15,builder_34,builder,builder_34,0.0,628900000,10185400,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
16,proposer_15,proposer,builder_2,641789359.2,703300008,9799280,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
17,builder_1,builder,builder_1,0.0,791100000,3235840,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
18,builder_33,builder,builder_33,0.0,492400000,2089600,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
19,proposer_1,proposer,builder_6,647429164.2,670080008,49285730,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
20,proposer_1,proposer,builder_27,814221062.1,888900009,15790060,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
21,proposer_1,proposer,builder_6,708115536.0,762614010,24181030,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
22,builder_37,builder,builder_37,0.0,769100000,1983020,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
23,builder_1,builder,builder_1,0.0,788600000,2130600,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
24,builder_18,builder,builder_18,0.0,635300005,41993600,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
25,builder_0,builder,builder_0,0.0,635899997,4504100,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
26,proposer_28,proposer,builder_28,519669242.1,557160009,20250260,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
27,proposer_0,proposer,builder_0,529531478.1,585700009,2522300,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
28,builder_19,builder,builder_19,0.0,627719998,23391410,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
29,builder_33,builder,builder_33,0.0,449500000,2168080,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
30,builder_31,builder,builder_31,0.0,528200000,1950100,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
31,proposer_3,proposer,builder_28,800227654.2,842318008,46823830,64000000000,2,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
32,builder_31,builder,builder_31,0.0,683400000,9277280,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
33,builder_37,builder,builder_37,0.0,597300000,2264480,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
34,builder_0,builder,builder_0,0.0,602639999,70213030,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
35,proposer_1,proposer,builder_2,773388666.0,843320010,16000730,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
36,proposer_9,proposer,builder_9,416103538.5,460140005,2197260,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
37,builder_14,builder,builder_14,0.0,862239999,37134780,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
38,builder_1,builder,builder_1,0.0,581100000,2141000,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
39,builder_45,builder,builder_45,0.0,594100000,1990260,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
40,builder_26,builder,builder_26,0.0,593140005,102083100,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
41,builder_37,builder,builder_37,0.0,608400000,19102730,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
42,proposer_27,proposer,builder_23,545965784.1,553320009,53308640,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
43,proposer_35,proposer,builder_9,645350994.0,692740010,24316650,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
44,builder_2,builder,builder_2,0.0,598835997,18221090,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
45,proposer_6,proposer,builder_12,794659437.9,855000011,27954920,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
46,proposer_10,proposer,builder_18,583753960.8000001,612560012,36055500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
47,builder_45,builder,builder_45,0.0,474400000,5666300,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
48,builder_14,builder,builder_14,0.0,729866000,91820440,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
49,builder_40,builder,builder_40,0.0,766000000,3869500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
50,proposer_49,proposer,builder_6,546007077.9,590500011,16174520,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
51,builder_29,builder,builder_29,0.0,498400000,2987440,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
52,builder_5,builder,builder_5,0.0,576500000,7942690,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
53,proposer_40,proposer,builder_10,819460037.7,879974013,29578140,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
54,builder_32,builder,builder_32,0.0,558700000,1755410,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
55,proposer_3,proposer,builder_28,636644101.5,632144005,74279330,64000000000,2,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
56,builder_4,builder,builder_4,0.0,745038002,41513110,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
57,builder_3,builder,builder_3,0.0,788300000,10852400,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
58,builder_43,builder,builder_43,0.0,519300000,10901870,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
59,builder_13,builder,builder_13,0.0,394559997,53005130,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
60,proposer_3,proposer,builder_0,568506367.8000001,588140012,43533730,64000000000,2,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
61,builder_11,builder,builder_11,0.0,540580006,13976620,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
62,proposer_18,proposer,builder_9,559870434.0,608200010,13509250,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
63,proposer_41,proposer,builder_27,654409050.3000001,690954007,36167160,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
64,builder_43,builder,builder_43,0.0,560400000,2269390,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
65,builder_30,builder,builder_30,0.0,675900000,1891530,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
66,builder_29,builder,builder_29,0.0,724800000,2989430,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
67,proposer_5,proposer,builder_6,783516717.9,818740011,51834120,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
68,builder_3,builder,builder_3,0.0,546900000,3100220,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
69,builder_1,builder,builder_1,0.0,445300000,5640520,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
70,builder_46,builder,builder_46,0.0,535500000,4356570,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
71,proposer_11,proposer,builder_14,550611188.1,542816009,68380200,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
72,builder_17,builder,builder_17,0.0,663716003,26196000,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
73,proposer_34,proposer,builder_0,720768235.5,792040005,8813590,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
74,builder_33,builder,builder_33,0.0,700100000,4891850,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
75,builder_1,builder,builder_1,0.0,578800000,1289530,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
76,builder_4,builder,builder_4,0.0,548300002,37674920,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
77,proposer_35,proposer,builder_27,811034742.6,872540014,28609700,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
78,proposer_16,proposer,builder_16,602058295.8000001,642820002,25848660,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
79,proposer_3,proposer,builder_4,382767960.6,423200004,2097730,64000000000,2,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
80,builder_42,builder,builder_42,0.0,468400000,2310330,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
81,builder_3,builder,builder_3,0.0,684800000,9032490,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
82,builder_17,builder,builder_17,0.0,583761995,61304140,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
83,builder_28,builder,builder_28,0.0,565639999,6530300,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
84,builder_34,builder,builder_34,0.0,616000000,2605400,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
85,proposer_46,proposer,builder_14,618728157.0,616986010,69895720,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
86,proposer_48,proposer,builder_4,615248297.1,623860009,59749210,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
87,builder_8,builder,builder_8,0.0,644119991,7109500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
88,proposer_32,proposer,builder_15,595142936.1,652470009,8799920,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
89,proposer_35,proposer,builder_14,617601134.7,661140013,25083470,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
90,builder_44,builder,builder_44,0.0,689800000,1022130,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
91,proposer_47,proposer,builder_8,674909364.6,723540004,26063290,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
92,proposer_14,proposer,builder_10,590089970.7,652100003,3299520,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
93,builder_2,builder,builder_2,0.0,736880003,12040980,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
94,builder_0,builder,builder_0,0.0,752845994,26367100,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
95,builder_12,builder,builder_12,0.0,488453997,15783380,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
96,proposer_0,proposer,builder_10,663433764.3000001,687460007,49688620,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
97,builder_1,builder,builder_1,0.0,550700000,2814020,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
98,builder_26,builder,builder_26,0.0,550060002,29038830,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
99,proposer_31,proposer,builder_16,496854486.90000004,542640011,9404130,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
100,proposer_1,proposer,builder_12,667267747.2,700320008,41072200,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
101,proposer_7,proposer,builder_15,529302518.1,586600009,1513900,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
102,proposer_38,proposer,builder_22,841828716.0,927500010,7865230,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
103,builder_3,builder,builder_3,0.0,626300000,567000,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
104,proposer_41,proposer,builder_2,851894496.9,905500011,41049430,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
105,proposer_20,proposer,builder_10,555549934.5,614200005,3077700,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
106,proposer_30,proposer,builder_11,513668430.0,560000010,10742690,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
107,proposer_35,proposer,builder_23,405142524.90000004,444300011,5858350,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
108,builder_4,builder,builder_4,0.0,649645999,14355140,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
109,builder_4,builder,builder_4,0.0,611660003,6384860,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
110,builder_29,builder,builder_29,0.0,587400000,2066080,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
111,builder_37,builder,builder_37,0.0,635900000,8823590,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
112,proposer_42,proposer,builder_9,577367450.1,625840009,15679380,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
113,proposer_32,proposer,builder_8,520175529.90000004,546040011,31868200,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
114,builder_1,builder,builder_1,0.0,464500000,3922500,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
115,proposer_22,proposer,builder_21,673251417.9,692040011,55732120,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
116,builder_11,builder,builder_11,0.0,557920004,18910030,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
117,proposer_0,proposer,builder_4,745441523.1,815406009,12862350,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
118,proposer_9,proposer,builder_4,739125186.3000001,735156007,86094200,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
119,proposer_41,proposer,builder_16,774434890.8000001,831020012,29402500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
120,builder_10,builder,builder_10,0.0,821140004,14102610,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
121,builder_0,builder,builder_0,0.0,725958003,8975410,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
122,proposer_39,proposer,builder_15,619213890.6,680540014,7475420,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
123,builder_43,builder,builder_43,0.0,635500000,2066800,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
124,proposer_31,proposer,builder_16,801134017.2,870500008,19648900,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
125,builder_34,builder,builder_34,0.0,669400000,8117920,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
126,builder_2,builder,builder_2,0.0,797720002,32163110,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
127,builder_14,builder,builder_14,0.0,635859995,27556980,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
128,proposer_15,proposer,builder_28,889997786.1,970540009,18346420,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
129,proposer_1,proposer,builder_23,575151669.9,611040011,28017400,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
130,proposer_13,proposer,builder_8,608361593.4,668900006,7057320,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
131,builder_3,builder,builder_3,0.0,475600000,3704800,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
132,builder_5,builder,builder_5,0.0,700600000,2703780,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
133,builder_41,builder,builder_41,0.0,637500000,1595980,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
134,builder_1,builder,builder_1,0.0,540200000,2666760,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
135,builder_10,builder,builder_10,0.0,736653996,72269000,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
136,builder_13,builder,builder_13,0.0,844999997,8039240,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
137,builder_2,builder,builder_2,0.0,609020003,8934700,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
138,builder_0,builder,builder_0,0.0,694258005,29314100,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
139,builder_0,builder,builder_0,0.0,794969999,6958530,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
140,proposer_0,proposer,builder_24,818280988.2,869764008,39437090,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
141,builder_34,builder,builder_34,0.0,582400000,23324200,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
142,proposer_9,proposer,builder_15,628794283.5,637640005,61020310,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
143,builder_6,builder,builder_6,0.0,632419997,21483200,64000000000,2,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
144,builder_45,builder,builder_45,0.0,528100000,864550,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
145,builder_0,builder,builder_0,0.0,657579997,31348170,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
146,proposer_28,proposer,builder_12,488640359.7,522800003,20086030,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
147,proposer_45,proposer,builder_14,669001122.0,698686010,44648570,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
148,builder_22,builder,builder_22,0.0,693080002,25951020,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
149,builder_3,builder,builder_3,0.0,485900000,22815440,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
150,proposer_0,proposer,builder_26,843515199.9,910566011,26653400,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
151,builder_2,builder,builder_2,0.0,595179998,33094500,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
152,proposer_33,proposer,builder_6,691432144.2,751540008,16717930,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
153,builder_11,builder,builder_11,0.0,755200007,2497900,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
154,builder_2,builder,builder_2,0.0,789340010,4865500,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
155,proposer_30,proposer,builder_10,675357575.4,744266006,6131300,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
156,builder_8,builder,builder_8,0.0,755337999,62896730,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
157,builder_44,builder,builder_44,0.0,626200000,3408530,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
158,builder_3,builder,builder_3,0.0,665300000,11528230,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
159,proposer_43,proposer,builder_9,535059114.3,566120007,28390120,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
160,builder_11,builder,builder_11,0.0,623296001,25268330,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
161,builder_1,builder,builder_1,0.0,559700000,2302200,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
162,proposer_46,proposer,builder_23,591955387.2,614348008,43380200,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
163,builder_4,builder,builder_4,0.0,794999999,1855500,96000000000,3,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
164,builder_1,builder,builder_1,0.0,551000000,1937850,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
165,proposer_22,proposer,builder_14,685237353.3000001,743800007,17574830,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
166,proposer_3,proposer,builder_25,655624322.1,690654009,37817460,64000000000,2,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
167,builder_0,builder,builder_0,0.0,930739999,28972690,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
168,builder_0,builder,builder_0,0.0,629020001,6035480,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
169,proposer_43,proposer,builder_21,456207219.0,497700010,9196900,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
170,builder_1,builder,builder_1,0.0,441200000,3577240,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
171,builder_47,builder,builder_47,0.0,588400000,13687630,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
172,proposer_28,proposer,builder_8,454326759.0,427690010,77117500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
173,builder_33,builder,builder_33,0.0,570300000,3456290,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
174,proposer_7,proposer,builder_4,619964825.4,672340006,16509800,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
175,proposer_30,proposer,builder_21,877206723.3000001,942160007,32514130,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
176,builder_11,builder,builder_11,0.0,628039996,6742540,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
177,builder_10,builder,builder_10,0.0,499820002,6931040,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
178,builder_42,builder,builder_42,0.0,510200000,4139930,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
179,builder_2,builder,builder_2,0.0,589685999,38079540,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
180,proposer_0,proposer,builder_15,846155555.1,920120009,20052830,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
181,proposer_47,proposer,builder_8,680705738.1,711500009,44839700,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
182,proposer_0,proposer,builder_19,525479224.5,553640005,30225800,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
183,builder_30,builder,builder_30,0.0,547400000,903710,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
184,proposer_30,proposer,builder_24,495856022.40000004,542900006,7670130,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
185,proposer_8,proposer,builder_13,532708863.3,584300007,7598730,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
186,builder_3,builder,builder_3,0.0,554000000,19871190,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
187,builder_16,builder,builder_16,0.0,1023999995,27907110,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
188,builder_3,builder,builder_3,0.0,596800000,1832700,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
189,proposer_0,proposer,builder_15,673959479.4,700460006,48378230,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
190,proposer_21,proposer,builder_6,586447439.4,627700006,23908260,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
191,builder_9,builder,builder_9,0.0,804559991,26057610,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
192,builder_46,builder,builder_46,0.0,741400000,1971840,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
193,proposer_45,proposer,builder_13,558331425.0,574460010,45908240,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
194,proposer_20,proposer,builder_24,898075356.3000001,982700007,15161500,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
195,proposer_47,proposer,builder_13,552844562.4,578860006,35411730,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
196,builder_1,builder,builder_1,0.0,531100000,21650560,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
197,builder_19,builder,builder_19,0.0,670328002,86907560,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
198,proposer_23,proposer,builder_4,529673076.90000004,527840011,60685630,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
199,builder_1,builder,builder_1,0.0,533700000,9080970,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
200,proposer_46,proposer,builder_28,541777236.3000001,582460007,19514700,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
201,builder_38,builder,builder_38,0.0,629400000,3332430,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
202,builder_48,builder,builder_48,0.0,373500000,2874190,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
203,builder_9,builder,builder_9,0.0,477779993,46544980,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
204,builder_1,builder,builder_1,0.0,607300000,2502280,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
205,builder_44,builder,builder_44,0.0,565500000,7111510,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
206,builder_3,builder,builder_3,0.0,678500000,2336660,160000000000,5,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
207,proposer_19,proposer,builder_15,698895276.3000001,676836007,99714300,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
208,builder_35,builder,builder_35,0.0,629100000,1959100,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
209,builder_0,builder,builder_0,0.0,740029999,30207220,256000000000,8,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
210,builder_15,builder,builder_15,0.0,581173997,10582400,32000000000,1,0.2729577464788733,195.39773854393968,23.943661971830984,4544.0
