block_num,validator_id,validator_type,winning_builder_id,winning_bid,total_gas_fee,total_mev,validator_stake,validator_nodes,gini_coefficient,hhi,top_5_share,total_stake_eth
2933,proposer_6,proposer,builder_0,846288185.4,926840006,13480200,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2934,proposer_32,proposer,builder_14,716832593.1,770916009,25564650,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2935,proposer_2,proposer,builder_11,593859267.9,641040011,18803620,96000000000,3,0.34787499999999993,263.28125,30.0,5120.0
2936,proposer_11,proposer,builder_18,571718168.1,624560009,10682400,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2937,builder_4,builder,builder_4,0.0,749330005,32530700,128000000000,4,0.34787499999999993,263.28125,30.0,5120.0
2938,builder_39,builder,builder_39,0.0,605200000,5263900,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2939,proposer_49,proposer,builder_8,899710025.4,938306006,61371800,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2940,proposer_7,proposer,builder_16,666748990.8000001,723440012,17392200,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2941,builder_42,builder,builder_42,0.0,680400000,15401520,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2942,builder_8,builder,builder_8,0.0,750339990,94915790,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2943,proposer_24,proposer,builder_21,619894556.1,681500009,6986720,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2944,builder_1,builder,builder_1,0.0,634200000,2447920,352000000000,11,0.34787499999999993,263.28125,30.0,5120.0
2945,builder_31,builder,builder_31,0.0,608200000,2753100,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2946,builder_41,builder,builder_41,0.0,525500000,645410,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2947,proposer_23,proposer,builder_15,820032021.0,874678010,36468680,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2948,proposer_1,proposer,builder_27,844954956.0,907782010,31056830,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2949,proposer_19,proposer,builder_18,553503430.8000001,586400012,28482800,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2950,builder_13,builder,builder_13,0.0,425019992,41513770,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2951,builder_2,builder,builder_2,0.0,569100006,14396680,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2952,builder_0,builder,builder_0,0.0,574053994,34200990,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2953,proposer_1,proposer,builder_26,757760897.7,819394003,22562550,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2954,builder_17,builder,builder_17,0.0,596639994,22060170,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2955,builder_6,builder,builder_6,0.0,652400003,11835610,64000000000,2,0.34787499999999993,263.28125,30.0,5120.0
2956,builder_17,builder,builder_17,0.0,750200003,17616520,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2957,builder_21,builder,builder_21,0.0,593499996,19403250,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2958,proposer_1,proposer,builder_22,842850897.3000001,933600007,2900990,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2959,proposer_22,proposer,builder_15,672756867.9,725420001,22019530,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2960,proposer_27,proposer,builder_15,460825202.7,473560003,38468000,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2961,proposer_1,proposer,builder_2,856026805.5,948900005,2240890,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2962,builder_1,builder,builder_1,0.0,670300000,3282540,352000000000,11,0.34787499999999993,263.28125,30.0,5120.0
2963,builder_3,builder,builder_3,0.0,602400000,2207930,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2964,proposer_1,proposer,builder_6,583232076.9,630040011,17995630,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2965,builder_3,builder,builder_3,0.0,659600000,2277080,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2966,builder_5,builder,builder_5,0.0,615200000,2806460,128000000000,4,0.34787499999999993,263.28125,30.0,5120.0
2967,builder_1,builder,builder_1,0.0,484200000,9300560,352000000000,11,0.34787499999999993,263.28125,30.0,5120.0
2968,builder_6,builder,builder_6,0.0,738420007,21043500,64000000000,2,0.34787499999999993,263.28125,30.0,5120.0
2969,proposer_47,proposer,builder_11,519802928.1,544340009,33218800,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2970,builder_16,builder,builder_16,0.0,807359998,13150680,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2971,builder_4,builder,builder_4,0.0,660680004,9342200,128000000000,4,0.34787499999999993,263.28125,30.0,5120.0
2972,proposer_18,proposer,builder_28,546731233.2,597000008,10479140,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2973,proposer_2,proposer,builder_26,572096187.0,597380000,38282430,96000000000,3,0.34787499999999993,263.28125,30.0,5120.0
2974,builder_0,builder,builder_0,0.0,536109994,9897500,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2975,builder_0,builder,builder_0,0.0,717639997,12005280,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2976,builder_1,builder,builder_1,0.0,636200000,1998670,352000000000,11,0.34787499999999993,263.28125,30.0,5120.0
2977,proposer_10,proposer,builder_2,613013501.7,655120013,26006100,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2978,builder_2,builder,builder_2,0.0,580720001,6475410,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2979,builder_1,builder,builder_1,0.0,523000000,1148280,352000000000,11,0.34787499999999993,263.28125,30.0,5120.0
2980,builder_13,builder,builder_13,0.0,711200004,26669920,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2981,builder_2,builder,builder_2,0.0,369040004,44934030,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
2982,builder_4,builder,builder_4,0.0,793020003,21756140,128000000000,4,0.34787499999999993,263.28125,30.0,5120.0
2983,proposer_33,proposer,builder_2,496038697.2,530000008,21154100,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2984,builder_5,builder,builder_5,0.0,677200000,9706970,128000000000,4,0.34787499999999993,263.28125,30.0,5120.0
2985,proposer_25,proposer,builder_13,810646371.0,865040010,35678180,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2986,builder_11,builder,builder_11,0.0,742699994,923440,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2987,proposer_17,proposer,builder_28,470871348.3,508320007,14863990,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2988,builder_18,builder,builder_18,0.0,517320003,8099670,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2989,builder_32,builder,builder_32,0.0,704800000,38506780,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2990,builder_0,builder,builder_0,0.0,521800000,10686280,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2991,proposer_13,proposer,builder_4,507830495.40000004,543760006,20496100,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2992,proposer_3,proposer,builder_25,575194775.4,625530006,13030300,64000000000,2,0.34787499999999993,263.28125,30.0,5120.0
2993,proposer_44,proposer,builder_12,766636369.2,828300008,23518180,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
2994,builder_0,builder,builder_0,0.0,689840004,38829700,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2995,builder_4,builder,builder_4,0.0,810859994,16773300,128000000000,4,0.34787499999999993,263.28125,30.0,5120.0
2996,builder_0,builder,builder_0,0.0,591940002,31360040,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2997,proposer_2,proposer,builder_8,757296566.1,801108009,40332620,96000000000,3,0.34787499999999993,263.28125,30.0,5120.0
2998,builder_0,builder,builder_0,0.0,769099997,13705770,384000000000,12,0.34787499999999993,263.28125,30.0,5120.0
2999,builder_3,builder,builder_3,0.0,526200000,20125540,224000000000,7,0.34787499999999993,263.28125,30.0,5120.0
3000,proposer_19,proposer,builder_13,759939197.4,815840006,28536880,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
3001,proposer_36,proposer,builder_6,491050175.40000004,523540006,22071300,32000000000,1,0.34787499999999993,263.28125,30.0,5120.0
3002,builder_4,builder,builder_4,0.0,731885994,50867480,160000000000,5,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3003,proposer_17,proposer,builder_12,672312159.9,725720011,21271700,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3004,proposer_1,proposer,builder_0,585855085.5,608800005,42128290,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3005,proposer_3,proposer,builder_19,537090300.0,554040010,42709990,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3006,builder_27,builder,builder_27,0.0,600413995,38237820,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3007,builder_1,builder,builder_1,0.0,578200000,8149100,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3008,builder_0,builder,builder_0,0.0,673379996,34650940,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3009,proposer_0,proposer,builder_9,614660426.1,662820009,20136020,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3010,builder_16,builder,builder_16,0.0,877519999,41166900,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3011,proposer_40,proposer,builder_13,477012453.3,512380007,17600930,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3012,builder_41,builder,builder_41,0.0,580000000,2099140,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3013,proposer_42,proposer,builder_24,608919522.3000001,631440007,45137240,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3014,builder_0,builder,builder_0,0.0,605119996,33747100,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3015,builder_2,builder,builder_2,0.0,628794007,39584000,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3016,builder_35,builder,builder_35,0.0,873700000,9065280,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3017,proposer_0,proposer,builder_12,841796672.4,880570006,54613630,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3018,proposer_4,proposer,builder_10,567613026.0,599020010,31661130,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3019,proposer_0,proposer,builder_20,637841817.9,699880011,8833120,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3020,builder_3,builder,builder_3,0.0,781200000,9928620,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3021,proposer_1,proposer,builder_0,717925015.8000001,781640002,15915460,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3022,builder_3,builder,builder_3,0.0,660200000,2839300,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3023,builder_37,builder,builder_37,0.0,603800000,1841910,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3024,builder_27,builder,builder_27,0.0,670498005,23544880,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3025,proposer_32,proposer,builder_26,493811310.6,518274004,30405230,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3026,proposer_40,proposer,builder_0,613897294.5,665788005,16320100,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3027,builder_1,builder,builder_1,0.0,517800000,18736030,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3028,builder_46,builder,builder_46,0.0,697900000,8398900,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3029,proposer_49,proposer,builder_19,802810269.0,846460010,45551400,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3030,proposer_1,proposer,builder_11,585205656.3000001,606100007,44128500,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3031,builder_47,builder,builder_47,0.0,518000000,26771260,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3032,proposer_1,proposer,builder_4,476696389.5,497400005,32248450,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3033,builder_34,builder,builder_34,0.0,617000000,2372590,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3034,proposer_37,proposer,builder_23,924430382.1,988540009,38604860,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3035,proposer_1,proposer,builder_12,676562760.9,725040011,26696390,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3036,builder_5,builder,builder_5,0.0,527600000,39304500,128000000000,4,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3037,proposer_0,proposer,builder_27,761663708.1,827160009,19133000,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3038,builder_28,builder,builder_28,0.0,734300001,9263740,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3039,builder_23,builder,builder_23,0.0,629040002,17666430,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3040,builder_2,builder,builder_2,0.0,579900003,32530840,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3041,proposer_0,proposer,builder_19,499032024.3,551500007,2980020,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3042,builder_4,builder,builder_4,0.0,974500004,2398800,160000000000,5,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3043,builder_26,builder,builder_26,0.0,774899998,2709960,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3044,proposer_23,proposer,builder_19,812382254.1,888040009,14606940,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3045,proposer_26,proposer,builder_9,736481831.4,796200006,22113140,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3046,builder_27,builder,builder_27,0.0,747340000,19732290,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3047,proposer_11,proposer,builder_15,485382603.6,535200004,4114000,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3048,builder_4,builder,builder_4,0.0,622420001,8899340,160000000000,5,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3049,proposer_2,proposer,builder_12,732562825.5,811100005,2858690,96000000000,3,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3050,proposer_19,proposer,builder_6,622078800.3000001,648788007,42410660,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3051,builder_5,builder,builder_5,0.0,650600000,19816760,128000000000,4,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3052,builder_3,builder,builder_3,0.0,419600000,19359440,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3053,proposer_7,proposer,builder_26,530369707.5,482424005,106680670,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3054,proposer_3,proposer,builder_9,618156094.5,660860005,25980100,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3055,proposer_46,proposer,builder_9,673110727.2,730260008,17640800,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3056,builder_45,builder,builder_45,0.0,625800000,20036970,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3057,builder_32,builder,builder_32,0.0,754800000,1275710,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3058,builder_2,builder,builder_2,0.0,650314006,57286200,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3059,builder_3,builder,builder_3,0.0,520100000,2123730,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3060,builder_11,builder,builder_11,0.0,652374002,31812800,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3061,proposer_1,proposer,builder_17,505704902.40000004,552440006,8860330,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3062,builder_15,builder,builder_15,0.0,500640007,4818690,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3063,builder_49,builder,builder_49,0.0,563100000,6025700,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3064,proposer_0,proposer,builder_11,474920108.1,502280009,25409000,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3065,builder_0,builder,builder_0,0.0,666810003,25053700,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3066,proposer_0,proposer,builder_26,558087616.8000001,601000002,19097350,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3067,builder_33,builder,builder_33,0.0,536700000,14059130,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3068,builder_2,builder,builder_2,0.0,837160003,25525600,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3069,builder_1,builder,builder_1,0.0,797400000,2641030,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3070,proposer_15,proposer,builder_6,718624089.0,761840010,36618400,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3071,builder_46,builder,builder_46,0.0,491600000,2783990,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3072,builder_2,builder,builder_2,0.0,507477999,75123140,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3073,proposer_37,proposer,builder_17,718770537.9,796000011,2633920,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3074,builder_0,builder,builder_0,0.0,604759999,14369800,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3075,builder_31,builder,builder_31,0.0,744400000,1584930,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3076,builder_32,builder,builder_32,0.0,477500000,21107600,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3077,builder_2,builder,builder_2,0.0,498300001,46041520,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3078,builder_48,builder,builder_48,0.0,786200000,19574460,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3079,builder_44,builder,builder_44,0.0,608300000,19104300,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3080,proposer_48,proposer,builder_6,807798874.5,852284005,45270300,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3081,builder_40,builder,builder_40,0.0,618900000,1674630,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3082,builder_1,builder,builder_1,0.0,604700000,1011850,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3083,builder_2,builder,builder_2,0.0,584446001,39541870,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3084,builder_46,builder,builder_46,0.0,559700000,3066530,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3085,builder_28,builder,builder_28,0.0,709860000,23673800,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3086,builder_0,builder,builder_0,0.0,656040002,27713200,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3087,builder_16,builder,builder_16,0.0,663939996,27302240,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3088,builder_6,builder,builder_6,0.0,817720005,2392800,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3089,builder_45,builder,builder_45,0.0,525000000,5062100,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3090,proposer_38,proposer,builder_27,507523140.90000004,499440011,64471460,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3091,builder_4,builder,builder_4,0.0,721340006,9580350,160000000000,5,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3092,builder_0,builder,builder_0,0.0,604760011,20624000,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3093,builder_16,builder,builder_16,0.0,484239998,19997900,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3094,builder_34,builder,builder_34,0.0,752000000,1247150,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3095,proposer_28,proposer,builder_2,516821768.1,561330009,12916400,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3096,builder_0,builder,builder_0,0.0,648180005,13029500,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3097,builder_15,builder,builder_15,0.0,681439996,24337720,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3098,builder_2,builder,builder_2,0.0,687739999,20416320,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3099,builder_7,builder,builder_7,0.0,576800000,20008400,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3100,builder_24,builder,builder_24,0.0,769940002,28306840,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3101,builder_12,builder,builder_12,0.0,737740001,3603360,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3102,proposer_20,proposer,builder_19,556227162.9,577780011,40250170,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3103,builder_3,builder,builder_3,0.0,717200000,3336880,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3104,builder_9,builder,builder_9,0.0,998546001,53878100,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3105,proposer_19,proposer,builder_20,761477237.1,829540009,16545810,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3106,builder_1,builder,builder_1,0.0,486700000,19448060,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3107,builder_29,builder,builder_29,0.0,684300000,4185500,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3108,builder_3,builder,builder_3,0.0,693800000,20690120,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3109,proposer_1,proposer,builder_9,625213980.9,628480011,66202190,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3110,builder_2,builder,builder_2,0.0,507260002,23362200,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3111,builder_6,builder,builder_6,0.0,563599999,2652900,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3112,proposer_0,proposer,builder_23,523813290.3,571160007,10854760,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3113,proposer_0,proposer,builder_22,557669967.3000001,569420007,50213290,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3114,proposer_0,proposer,builder_27,660057596.1,710028009,23154320,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3115,builder_0,builder,builder_0,0.0,572039998,30651230,384000000000,12,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3116,builder_7,builder,builder_7,0.0,750200000,1416200,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3117,builder_4,builder,builder_4,0.0,445519990,96122800,160000000000,5,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3118,builder_3,builder,builder_3,0.0,475400000,19252940,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3119,builder_1,builder,builder_1,0.0,626100000,28280460,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3120,builder_48,builder,builder_48,0.0,670000000,3031230,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3121,builder_37,builder,builder_37,0.0,600600000,3255220,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3122,builder_7,builder,builder_7,0.0,772800000,38158840,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3123,builder_27,builder,builder_27,0.0,619058002,110434600,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3124,builder_1,builder,builder_1,0.0,722000000,8989580,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3125,proposer_29,proposer,builder_15,804164090.4,814700006,78815650,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3126,proposer_49,proposer,builder_20,539248955.4,581784006,17381500,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3127,proposer_2,proposer,builder_15,610610172.3000001,624000007,54455740,96000000000,3,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3128,builder_3,builder,builder_3,0.0,656700000,11379700,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3129,proposer_1,proposer,builder_10,764284510.8000001,786074012,63131000,224000000000,7,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3130,proposer_0,proposer,builder_17,707429799.0,750380010,35653100,352000000000,11,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3131,proposer_42,proposer,builder_4,684749934.0,739800010,21033250,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3132,builder_49,builder,builder_49,0.0,674600000,5214110,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3133,proposer_11,proposer,builder_9,514147149.0,543740010,26940600,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3134,builder_25,builder,builder_25,0.0,606700000,9541830,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3135,proposer_9,proposer,builder_25,506283399.0,560200010,2337100,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3136,builder_46,builder,builder_46,0.0,485000000,19146830,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3137,proposer_26,proposer,builder_6,630827020.8000001,628824012,71973900,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3138,builder_15,builder,builder_15,0.0,765500003,1968800,32000000000,1,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3139,builder_7,builder,builder_7,0.0,405700000,6119630,64000000000,2,0.3511180124223603,263.4929207978087,29.81366459627329,5152.0
3140,builder_6,builder,builder_6,0.0,641200003,27869430,96000000000,3,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3141,builder_25,builder,builder_25,0.0,685319996,15272020,32000000000,1,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3142,proposer_27,proposer,builder_22,688707396.0,744540010,20690430,32000000000,1,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3143,builder_32,builder,builder_32,0.0,675500000,1137330,32000000000,1,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3144,proposer_17,proposer,builder_10,609743168.1,650960009,26532400,32000000000,1,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3145,builder_0,builder,builder_0,0.0,381499996,21419100,384000000000,12,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3146,builder_0,builder,builder_0,0.0,797599996,11114100,384000000000,12,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3147,builder_34,builder,builder_34,0.0,609900000,3137900,32000000000,1,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
3148,builder_3,builder,builder_3,0.0,586200000,23671600,224000000000,7,0.3539506172839506,262.1551592745008,29.629629629629626,5184.0
