block_num,builder_id,proposer_id,builder_stake,proposer_stake,total_gas_fee,total_mev_available,bid_value,builder_reinvestment_factor,proposer_reinvestment_factor
327,builder_5,proposer_0,256000000000.0,160000000000.0,7550002,0,7550002.0,False,True
328,builder_3,proposer_16,32000000000.0,32000000000.0,30260001,0,30260001.0,True,False
329,builder_7,proposer_7,256000000000.0,32000000000.0,30389999,0,30389999.0,False,False
330,builder_13,proposer_12,32000000000.0,32000000000.0,43189999,0,43189999.0,True,True
331,builder_8,proposer_14,96000000000.0,64000000000.0,86346999,36800,86384903.0,False,True
332,builder_7,proposer_14,256000000000.0,64000000000.0,3720001,0,3720001.0,False,True
333,builder_19,proposer_14,64000000000.0,64000000000.0,43530000,13900,43544178.0,True,True
334,builder_5,proposer_5,256000000000.0,32000000000.0,43839999,0,43839999.0,False,False
335,builder_6,proposer_14,32000000000.0,64000000000.0,41600001,30200,41630503.0,True,True
336,builder_1,proposer_10,32000000000.0,160000000000.0,30420002,0,30420002.0,False,False
337,builder_15,proposer_1,32000000000.0,64000000000.0,33000000,12800,33012928.0,True,True
338,builder_11,proposer_6,256000000000.0,160000000000.0,20000001,36800,20039745.0,True,True
339,builder_11,proposer_8,256000000000.0,160000000000.0,27120001,0,27120001.0,True,False
340,builder_4,proposer_19,32000000000.0,320000000000.0,43240000,0,43240000.0,True,False
341,builder_11,proposer_15,256000000000.0,320000000000.0,19120000,0,19120000.0,True,False
342,builder_7,proposer_11,256000000000.0,64000000000.0,10520000,43600,10567088.0,False,True
343,builder_10,proposer_1,32000000000.0,64000000000.0,8199999,14200,8214341.0,True,True
344,builder_9,proposer_13,64000000000.0,32000000000.0,27119999,0,27119999.0,False,True
345,builder_17,proposer_1,64000000000.0,64000000000.0,43197001,146000,43345921.0,True,True
346,builder_0,proposer_9,64000000000.0,160000000000.0,27310000,0,27310000.0,False,False
347,builder_12,proposer_12,256000000000.0,32000000000.0,26300000,0,26300000.0,True,True
348,builder_2,proposer_17,256000000000.0,32000000000.0,32319998,0,32319998.0,True,True
349,builder_13,proposer_17,32000000000.0,32000000000.0,43219999,12800,43232927.0,True,True
350,builder_11,proposer_6,256000000000.0,160000000000.0,27219999,0,27219999.0,True,True
351,builder_0,proposer_18,64000000000.0,32000000000.0,86710000,32900,86743558.0,False,False
352,builder_6,proposer_0,32000000000.0,160000000000.0,27379999,0,27379999.0,True,True
353,builder_8,proposer_1,96000000000.0,64000000000.0,54190000,33100,54224093.0,False,True
354,builder_16,proposer_15,32000000000.0,320000000000.0,2530000,17700000,20407000.0,True,False
355,builder_5,proposer_8,256000000000.0,160000000000.0,31919999,0,31919999.0,False,False
356,builder_8,proposer_1,96000000000.0,64000000000.0,54630001,12800,54643185.0,False,True
357,builder_8,proposer_2,96000000000.0,160000000000.0,55100000,43600,55144908.0,False,True
358,builder_7,proposer_17,256000000000.0,32000000000.0,54690002,128000,54828242.0,False,True
359,builder_5,proposer_11,256000000000.0,64000000000.0,43889999,0,43889999.0,False,True
360,builder_15,proposer_9,32000000000.0,160000000000.0,30167000,0,30167000.0,True,False
361,builder_8,proposer_4,96000000000.0,64000000000.0,43192999,0,43192999.0,False,False
362,builder_17,proposer_7,64000000000.0,32000000000.0,43969999,0,43969999.0,True,False
363,builder_16,proposer_18,32000000000.0,32000000000.0,29760000,75000,29835750.0,True,False
364,builder_8,proposer_8,96000000000.0,160000000000.0,89930000,49100,89980573.0,False,False
365,builder_4,proposer_7,32000000000.0,32000000000.0,6709999,17000,6727169.0,True,False
366,builder_5,proposer_5,256000000000.0,32000000000.0,88459999,17700000,107575999.0,False,False
367,builder_6,proposer_17,32000000000.0,32000000000.0,28090001,0,28090001.0,True,True
368,builder_12,proposer_13,256000000000.0,32000000000.0,27120001,0,27120001.0,True,True
369,builder_7,proposer_2,256000000000.0,160000000000.0,27200000,0,27200000.0,False,True
370,builder_0,proposer_17,64000000000.0,32000000000.0,31419998,0,31419998.0,False,True
371,builder_8,proposer_3,96000000000.0,160000000000.0,30400000,0,30400000.0,False,True
372,builder_1,proposer_16,32000000000.0,32000000000.0,44099999,0,44099999.0,False,False
373,builder_3,proposer_17,32000000000.0,32000000000.0,32120001,0,32120001.0,True,True
374,builder_4,proposer_12,32000000000.0,32000000000.0,8200001,0,8200001.0,True,True
375,builder_9,proposer_11,64000000000.0,64000000000.0,44300001,15700,44316015.0,False,True
376,builder_14,proposer_17,96000000000.0,32000000000.0,49300000,0,49300000.0,False,True
377,builder_7,proposer_2,256000000000.0,160000000000.0,7090000,0,7090000.0,False,True
378,builder_0,proposer_2,64000000000.0,160000000000.0,6219998,0,6219998.0,False,True
379,builder_5,proposer_15,256000000000.0,320000000000.0,25219999,0,25219999.0,False,False
380,builder_9,proposer_19,64000000000.0,320000000000.0,8300003,20590,8321004.8,False,False
381,builder_8,proposer_8,96000000000.0,160000000000.0,27539999,0,27539999.0,False,False
382,builder_7,proposer_11,256000000000.0,64000000000.0,6650000,0,6650000.0,False,True
383,builder_3,proposer_15,32000000000.0,320000000000.0,7319998,0,7319998.0,True,False
384,builder_16,proposer_19,32000000000.0,320000000000.0,27409998,0,27409998.0,True,False
385,builder_17,proposer_2,64000000000.0,160000000000.0,19120001,0,19120001.0,True,True
386,builder_4,proposer_6,32000000000.0,160000000000.0,7519999,441700,7966116.0,True,True
387,builder_4,proposer_2,32000000000.0,160000000000.0,60439997,67900,60508576.0,True,True
388,builder_5,proposer_2,256000000000.0,160000000000.0,55259999,42000,55305359.0,False,True
389,builder_9,proposer_13,64000000000.0,32000000000.0,38650000,0,38650000.0,False,True
390,builder_2,proposer_4,256000000000.0,64000000000.0,46200001,0,46200001.0,True,False
391,builder_17,proposer_3,64000000000.0,160000000000.0,6259999,1100000,7381999.0,True,True
392,builder_2,proposer_19,256000000000.0,320000000000.0,19350000,0,19350000.0,True,False
393,builder_5,proposer_9,256000000000.0,160000000000.0,30340002,0,30340002.0,False,False
394,builder_4,proposer_1,32000000000.0,64000000000.0,19270001,0,19270001.0,True,True
395,builder_3,proposer_19,32000000000.0,320000000000.0,60200001,11200,60211313.0,True,False
396,builder_17,proposer_11,64000000000.0,64000000000.0,45620001,42000,45662841.0,True,True
397,builder_0,proposer_4,64000000000.0,64000000000.0,55329999,43600,55374471.0,False,False
398,builder_9,proposer_15,64000000000.0,320000000000.0,31100000,0,31100000.0,False,False
399,builder_18,proposer_8,64000000000.0,160000000000.0,27120001,75000,27196501.0,True,False
400,builder_4,proposer_1,32000000000.0,64000000000.0,43954999,0,43954999.0,True,True
401,builder_11,proposer_10,256000000000.0,160000000000.0,43109999,75000,43190999.0,True,False
402,builder_7,proposer_3,256000000000.0,160000000000.0,43082000,0,43082000.0,False,True
403,builder_11,proposer_5,256000000000.0,32000000000.0,29970001,0,29970001.0,True,False
404,builder_2,proposer_3,256000000000.0,160000000000.0,5989998,0,5989998.0,True,True
405,builder_0,proposer_15,64000000000.0,320000000000.0,12820002,66100,12887424.0,False,False
406,builder_12,proposer_9,256000000000.0,160000000000.0,30190001,39400,30232553.0,True,False
407,builder_9,proposer_16,64000000000.0,32000000000.0,52559999,0,52559999.0,False,False
408,builder_14,proposer_16,96000000000.0,32000000000.0,43120001,0,43120001.0,False,False
409,builder_16,proposer_12,32000000000.0,32000000000.0,6450001,18600,6468787.0,True,True
410,builder_12,proposer_19,256000000000.0,320000000000.0,20670001,0,20670001.0,True,False
411,builder_18,proposer_0,64000000000.0,160000000000.0,30150001,0,30150001.0,True,True
412,builder_0,proposer_9,64000000000.0,160000000000.0,2350000,0,2350000.0,False,False
413,builder_9,proposer_5,64000000000.0,32000000000.0,43070000,0,43070000.0,False,False
414,builder_16,proposer_19,32000000000.0,320000000000.0,1530000,7203900,8805939.0,True,False
415,builder_7,proposer_6,256000000000.0,160000000000.0,86989997,231000,87239477.0,False,True
416,builder_15,proposer_17,32000000000.0,32000000000.0,6450001,0,6450001.0,True,True
417,builder_18,proposer_19,64000000000.0,320000000000.0,43129999,0,43129999.0,True,False
418,builder_17,proposer_6,64000000000.0,160000000000.0,27150001,0,27150001.0,True,True
419,builder_9,proposer_19,64000000000.0,320000000000.0,5879999,47700,5928653.0,False,False
420,builder_8,proposer_0,96000000000.0,160000000000.0,12300001,0,12300001.0,False,True
421,builder_8,proposer_5,96000000000.0,32000000000.0,6600000,0,6600000.0,False,False
422,builder_11,proposer_8,256000000000.0,160000000000.0,19110000,0,19110000.0,True,False
423,builder_17,proposer_11,64000000000.0,64000000000.0,27460001,0,27460001.0,True,True
424,builder_18,proposer_17,64000000000.0,32000000000.0,30809999,0,30809999.0,True,True
425,builder_15,proposer_4,32000000000.0,64000000000.0,43820001,0,43820001.0,True,False
426,builder_16,proposer_18,32000000000.0,32000000000.0,30150001,47700,30198178.0,True,False
427,builder_4,proposer_13,32000000000.0,32000000000.0,6639998,0,6639998.0,True,True
428,builder_2,proposer_15,256000000000.0,320000000000.0,86359999,73100,86438947.0,True,False
429,builder_3,proposer_1,32000000000.0,64000000000.0,87220001,64600,87285247.0,True,True
430,builder_15,proposer_0,32000000000.0,160000000000.0,5789999,0,5789999.0,True,True
431,builder_2,proposer_10,256000000000.0,160000000000.0,5404998,0,5404998.0,True,False
432,builder_11,proposer_0,256000000000.0,160000000000.0,44220001,0,44220001.0,True,True
433,builder_10,proposer_8,32000000000.0,160000000000.0,30119999,0,30119999.0,True,False
434,builder_19,proposer_14,64000000000.0,64000000000.0,31999999,0,31999999.0,True,True
435,builder_12,proposer_11,256000000000.0,64000000000.0,30098001,0,30098001.0,True,True
436,builder_11,proposer_18,256000000000.0,32000000000.0,43580000,54340,43638687.2,True,False
437,builder_6,proposer_14,32000000000.0,64000000000.0,28120002,0,28120002.0,True,True
438,builder_8,proposer_12,96000000000.0,32000000000.0,25520000,0,25520000.0,False,True
439,builder_7,proposer_6,256000000000.0,160000000000.0,43550000,0,43550000.0,False,True
440,builder_15,proposer_7,32000000000.0,32000000000.0,33100000,0,33100000.0,True,False
441,builder_15,proposer_1,32000000000.0,64000000000.0,3620001,7190000,10881901.0,True,True
442,builder_6,proposer_9,32000000000.0,160000000000.0,48119999,0,48119999.0,True,False
443,builder_3,proposer_8,32000000000.0,160000000000.0,7385000,0,7385000.0,True,False
444,builder_9,proposer_5,64000000000.0,32000000000.0,12720000,64600,12785892.0,False,False
445,builder_6,proposer_3,32000000000.0,160000000000.0,30780001,0,30780001.0,True,True
446,builder_2,proposer_4,256000000000.0,64000000000.0,12720001,201390,12937502.2,True,False
447,builder_7,proposer_14,256000000000.0,64000000000.0,87220000,7840,87228467.2,False,True
448,builder_19,proposer_16,64000000000.0,32000000000.0,30119999,0,30119999.0,True,False
449,builder_19,proposer_9,64000000000.0,160000000000.0,30190001,0,30190001.0,True,False
450,builder_11,proposer_15,256000000000.0,320000000000.0,43240000,0,43240000.0,True,False
451,builder_19,proposer_1,64000000000.0,64000000000.0,43120001,0,43120001.0,True,True
452,builder_17,proposer_10,64000000000.0,160000000000.0,31219999,231000,31455619.0,True,False
453,builder_0,proposer_7,64000000000.0,32000000000.0,1404999,17700000,19458999.0,False,False
454,builder_1,proposer_12,32000000000.0,32000000000.0,43240002,0,43240002.0,False,True
455,builder_17,proposer_9,64000000000.0,160000000000.0,19289999,283000,19578659.0,True,False
456,builder_13,proposer_10,32000000000.0,160000000000.0,8219999,0,8219999.0,True,False
457,builder_17,proposer_16,64000000000.0,32000000000.0,5500001,283000,5788661.0,True,False
458,builder_17,proposer_10,64000000000.0,160000000000.0,8500001,0,8500001.0,True,False
459,builder_18,proposer_10,64000000000.0,160000000000.0,43120001,0,43120001.0,True,False
460,builder_1,proposer_17,32000000000.0,32000000000.0,44220001,0,44220001.0,False,True
461,builder_12,proposer_7,256000000000.0,32000000000.0,60119999,769000,60950519.0,True,False
462,builder_3,proposer_12,32000000000.0,32000000000.0,6480000,0,6480000.0,True,True
463,builder_6,proposer_9,32000000000.0,160000000000.0,4300001,0,4300001.0,True,False
464,builder_14,proposer_19,96000000000.0,320000000000.0,45600000,10700,45611021.0,False,False
465,builder_9,proposer_5,64000000000.0,32000000000.0,49399999,14200,49414483.0,False,False
466,builder_5,proposer_12,256000000000.0,32000000000.0,43204999,0,43204999.0,False,True
467,builder_18,proposer_1,64000000000.0,64000000000.0,45600001,0,45600001.0,True,True
468,builder_15,proposer_3,32000000000.0,160000000000.0,43379999,0,43379999.0,True,True
469,builder_3,proposer_8,32000000000.0,160000000000.0,31084999,0,31084999.0,True,False
470,builder_16,proposer_5,32000000000.0,32000000000.0,27189999,0,27189999.0,True,False
471,builder_7,proposer_0,256000000000.0,160000000000.0,29584999,0,29584999.0,False,True
472,builder_6,proposer_12,32000000000.0,32000000000.0,3720000,0,3720000.0,True,True
473,builder_18,proposer_4,64000000000.0,64000000000.0,5120001,16400,5136729.0,True,False
474,builder_10,proposer_15,32000000000.0,320000000000.0,19220001,0,19220001.0,True,False
475,builder_13,proposer_18,32000000000.0,32000000000.0,43219999,24700,43244946.0,True,False
476,builder_9,proposer_7,64000000000.0,32000000000.0,5790001,5630,5795743.6,False,False
477,builder_2,proposer_15,256000000000.0,320000000000.0,30289999,0,30289999.0,True,False
478,builder_12,proposer_16,256000000000.0,32000000000.0,5530001,0,5530001.0,True,False
479,builder_15,proposer_19,32000000000.0,320000000000.0,27120001,0,27120001.0,True,False
480,builder_9,proposer_12,64000000000.0,32000000000.0,43119999,0,43119999.0,False,True
481,builder_5,proposer_10,256000000000.0,160000000000.0,27189999,0,27189999.0,False,False
482,builder_7,proposer_10,256000000000.0,160000000000.0,7320000,23500,7345380.0,False,False
483,builder_6,proposer_6,32000000000.0,160000000000.0,54380002,7190000,61641902.0,True,True
484,builder_7,proposer_9,256000000000.0,160000000000.0,86200000,283000,86505640.0,False,False
485,builder_6,proposer_18,32000000000.0,32000000000.0,10085002,32900,10118231.0,True,False
486,builder_6,proposer_3,32000000000.0,160000000000.0,8300002,7600000,15976002.0,True,True
487,builder_9,proposer_3,64000000000.0,160000000000.0,60419999,67900,60489257.0,False,True
488,builder_15,proposer_8,32000000000.0,160000000000.0,47500000,0,47500000.0,True,False
489,builder_2,proposer_2,256000000000.0,160000000000.0,38600002,16400,38617714.0,True,True
490,builder_0,proposer_12,64000000000.0,32000000000.0,27444999,0,27444999.0,False,True
491,builder_6,proposer_11,32000000000.0,64000000000.0,86279998,959000,87248588.0,True,True
492,builder_6,proposer_11,32000000000.0,64000000000.0,61379999,995800,62385757.0,True,True
493,builder_6,proposer_19,32000000000.0,320000000000.0,11619999,139000,11760389.0,True,False
494,builder_0,proposer_1,64000000000.0,64000000000.0,31520002,0,31520002.0,False,True
495,builder_3,proposer_17,32000000000.0,32000000000.0,44509998,0,44509998.0,True,True
496,builder_11,proposer_4,256000000000.0,64000000000.0,27130000,0,27130000.0,True,False
497,builder_9,proposer_7,64000000000.0,32000000000.0,7320000,0,7320000.0,False,False
498,builder_19,proposer_1,64000000000.0,64000000000.0,43083000,545000,43638900.0,True,True
499,builder_15,proposer_3,32000000000.0,160000000000.0,43269999,56200,43326761.0,True,True
500,builder_9,proposer_0,64000000000.0,160000000000.0,44550001,64600,44615893.0,False,True
501,builder_18,proposer_18,64000000000.0,32000000000.0,43070000,0,43070000.0,True,False
502,builder_5,proposer_4,256000000000.0,64000000000.0,34369999,161000,34543879.0,False,False
503,builder_9,proposer_2,64000000000.0,160000000000.0,30319999,0,30319999.0,False,True
504,builder_8,proposer_6,96000000000.0,160000000000.0,33999999,296000,34304879.0,False,True
505,builder_7,proposer_15,256000000000.0,320000000000.0,10190000,17000,10208360.0,False,False
506,builder_13,proposer_2,32000000000.0,160000000000.0,45819999,0,45819999.0,True,True
507,builder_16,proposer_8,32000000000.0,160000000000.0,35199999,0,35199999.0,True,False
508,builder_0,proposer_0,64000000000.0,160000000000.0,10400000,0,10400000.0,False,True
509,builder_2,proposer_0,256000000000.0,160000000000.0,9349998,195000,9560598.0,True,True
510,builder_18,proposer_15,64000000000.0,320000000000.0,19170001,0,19170001.0,True,False
511,builder_6,proposer_10,32000000000.0,160000000000.0,43299999,0,43299999.0,True,False
512,builder_8,proposer_5,96000000000.0,32000000000.0,10070000,0,10070000.0,False,False
513,builder_15,proposer_19,32000000000.0,320000000000.0,30160000,8520,30168605.2,True,False
514,builder_7,proposer_18,256000000000.0,32000000000.0,5200001,3130,5203381.4,False,False
515,builder_14,proposer_4,96000000000.0,64000000000.0,47199999,0,47199999.0,False,False
516,builder_12,proposer_3,256000000000.0,160000000000.0,5422999,0,5422999.0,True,True
517,builder_19,proposer_19,64000000000.0,320000000000.0,73000001,0,73000001.0,True,False
518,builder_8,proposer_18,96000000000.0,32000000000.0,45109997,215000,45331447.0,False,False
519,builder_2,proposer_15,256000000000.0,320000000000.0,7870001,0,7870001.0,True,False
520,builder_0,proposer_10,64000000000.0,160000000000.0,44120000,0,44120000.0,False,False
521,builder_14,proposer_9,96000000000.0,160000000000.0,31700000,0,31700000.0,False,False
522,builder_13,proposer_3,32000000000.0,160000000000.0,47500001,0,47500001.0,True,True
523,builder_17,proposer_8,64000000000.0,160000000000.0,19190001,33300,19223967.0,True,False
524,builder_1,proposer_7,32000000000.0,32000000000.0,11520000,0,11520000.0,False,False
525,builder_3,proposer_8,32000000000.0,160000000000.0,27150001,0,27150001.0,True,False
526,builder_16,proposer_18,32000000000.0,32000000000.0,449999,17700000,18326999.0,True,False
527,builder_3,proposer_17,32000000000.0,32000000000.0,19430001,0,19430001.0,True,True
528,builder_7,proposer_4,256000000000.0,64000000000.0,8550002,128000,8688242.0,False,False
529,builder_1,proposer_16,32000000000.0,32000000000.0,58650000,24700,58674947.0,False,False
530,builder_10,proposer_15,32000000000.0,320000000000.0,30219999,0,30219999.0,True,False
531,builder_7,proposer_15,256000000000.0,320000000000.0,27589999,0,27589999.0,False,False
532,builder_12,proposer_15,256000000000.0,320000000000.0,43119999,0,43119999.0,True,False
533,builder_13,proposer_11,32000000000.0,64000000000.0,43079999,0,43079999.0,True,True
534,builder_1,proposer_7,32000000000.0,32000000000.0,60340001,17700000,78217001.0,False,False
535,builder_17,proposer_10,64000000000.0,160000000000.0,32000001,0,32000001.0,True,False
536,builder_4,proposer_3,32000000000.0,160000000000.0,31719998,0,31719998.0,True,True
537,builder_2,proposer_9,256000000000.0,160000000000.0,105120000,108000,105236640.0,True,False
538,builder_14,proposer_1,96000000000.0,64000000000.0,43119999,0,43119999.0,False,True
539,builder_6,proposer_15,32000000000.0,320000000000.0,29099998,0,29099998.0,True,False
540,builder_5,proposer_16,256000000000.0,32000000000.0,60240001,7190000,68005201.0,False,False
541,builder_5,proposer_5,256000000000.0,32000000000.0,30229999,0,30229999.0,False,False
542,builder_0,proposer_10,64000000000.0,160000000000.0,38240000,146000,38388920.0,False,False
543,builder_8,proposer_0,96000000000.0,160000000000.0,44073000,0,44073000.0,False,True
544,builder_10,proposer_2,32000000000.0,160000000000.0,8520001,0,8520001.0,True,True
545,builder_9,proposer_15,64000000000.0,320000000000.0,55120001,64600,55185893.0,False,False
546,builder_9,proposer_9,64000000000.0,160000000000.0,49220001,0,49220001.0,False,False
547,builder_9,proposer_0,64000000000.0,160000000000.0,6440000,155000,6598100.0,False,True
548,builder_6,proposer_2,32000000000.0,160000000000.0,43119999,0,43119999.0,True,True
549,builder_7,proposer_14,256000000000.0,64000000000.0,44290002,0,44290002.0,False,True
550,builder_19,proposer_5,64000000000.0,32000000000.0,7100001,0,7100001.0,True,False
551,builder_11,proposer_16,256000000000.0,32000000000.0,29384999,42000,29430359.0,True,False
552,builder_1,proposer_8,32000000000.0,160000000000.0,31185000,0,31185000.0,False,False
553,builder_6,proposer_5,32000000000.0,32000000000.0,6220000,0,6220000.0,True,False
554,builder_14,proposer_6,96000000000.0,160000000000.0,44220001,0,44220001.0,False,True
555,builder_18,proposer_10,64000000000.0,160000000000.0,19120001,0,19120001.0,True,False
556,builder_18,proposer_15,64000000000.0,320000000000.0,19120001,12800,19133057.0,True,False
557,builder_5,proposer_7,256000000000.0,32000000000.0,43269999,0,43269999.0,False,False
558,builder_12,proposer_2,256000000000.0,160000000000.0,27240002,0,27240002.0,True,True
559,builder_4,proposer_19,32000000000.0,320000000000.0,43220001,0,43220001.0,True,False
560,builder_14,proposer_2,96000000000.0,160000000000.0,27120001,3130,27123224.9,False,True
561,builder_6,proposer_11,32000000000.0,64000000000.0,49100000,0,49100000.0,True,True
562,builder_11,proposer_2,256000000000.0,160000000000.0,35130000,779000,35971320.0,True,True
563,builder_8,proposer_12,96000000000.0,32000000000.0,8710001,15100,8725554.0,False,True
564,builder_4,proposer_3,32000000000.0,160000000000.0,5439998,0,5439998.0,True,True
565,builder_14,proposer_19,96000000000.0,320000000000.0,43310000,0,43310000.0,False,False
566,builder_12,proposer_18,256000000000.0,32000000000.0,9420001,0,9420001.0,True,False
567,builder_16,proposer_2,32000000000.0,160000000000.0,43110000,0,43110000.0,True,True
568,builder_3,proposer_17,32000000000.0,32000000000.0,30239998,0,30239998.0,True,True
569,builder_12,proposer_8,256000000000.0,160000000000.0,44873000,0,44873000.0,True,False
570,builder_18,proposer_19,64000000000.0,320000000000.0,6420001,5180,6425284.6,True,False
571,builder_5,proposer_6,256000000000.0,160000000000.0,45110001,13900,45125013.0,False,True
572,builder_1,proposer_13,32000000000.0,32000000000.0,58320000,285000,58607850.0,False,True
573,builder_9,proposer_12,64000000000.0,32000000000.0,32200000,0,32200000.0,False,True
574,builder_8,proposer_5,96000000000.0,32000000000.0,54310003,100000,54413003.0,False,False
575,builder_8,proposer_18,96000000000.0,32000000000.0,8019999,0,8019999.0,False,False
576,builder_9,proposer_14,64000000000.0,64000000000.0,11920000,3130,11923192.6,False,True
577,builder_4,proposer_19,32000000000.0,320000000000.0,48419998,0,48419998.0,True,False
578,builder_4,proposer_11,32000000000.0,64000000000.0,32019999,0,32019999.0,True,True
579,builder_14,proposer_15,96000000000.0,320000000000.0,19649999,0,19649999.0,False,False
580,builder_12,proposer_7,256000000000.0,32000000000.0,30120001,0,30120001.0,True,False
581,builder_19,proposer_15,64000000000.0,320000000000.0,30419999,67500,30488849.0,True,False
582,builder_6,proposer_2,32000000000.0,160000000000.0,27120001,0,27120001.0,True,True
583,builder_12,proposer_13,256000000000.0,32000000000.0,32600000,784640,33447411.2,True,True
584,builder_6,proposer_19,32000000000.0,320000000000.0,5620001,195000,5816951.0,True,False
585,builder_19,proposer_0,64000000000.0,160000000000.0,45600001,33100,45633763.0,True,True
586,builder_5,proposer_6,256000000000.0,160000000000.0,43240002,0,43240002.0,False,True
587,builder_12,proposer_19,256000000000.0,320000000000.0,30220001,0,30220001.0,True,False
588,builder_9,proposer_15,64000000000.0,320000000000.0,6339998,0,6339998.0,False,False
589,builder_12,proposer_10,256000000000.0,160000000000.0,11620001,0,11620001.0,True,False
590,builder_10,proposer_3,32000000000.0,160000000000.0,6590001,350000,6943501.0,True,True
591,builder_5,proposer_8,256000000000.0,160000000000.0,12840001,17000,12858361.0,False,False
592,builder_0,proposer_10,64000000000.0,160000000000.0,54300000,108000,54410160.0,False,False
593,builder_4,proposer_10,32000000000.0,160000000000.0,44439999,4320000,48803199.0,True,False
594,builder_13,proposer_8,32000000000.0,160000000000.0,30120001,0,30120001.0,True,False
595,builder_0,proposer_1,64000000000.0,64000000000.0,6539998,0,6539998.0,False,True
596,builder_6,proposer_0,32000000000.0,160000000000.0,11620003,161000,11782613.0,True,True
597,builder_7,proposer_10,256000000000.0,160000000000.0,7200001,84800,7291585.0,False,False
598,builder_14,proposer_7,96000000000.0,32000000000.0,6700000,0,6700000.0,False,False
599,builder_1,proposer_3,32000000000.0,160000000000.0,38380003,60700,38441310.0,False,True
600,builder_1,proposer_8,32000000000.0,160000000000.0,44850002,215000,45067152.0,False,False
601,builder_4,proposer_15,32000000000.0,320000000000.0,43190001,0,43190001.0,True,False
602,builder_10,proposer_14,32000000000.0,64000000000.0,7110000,215000,7327150.0,True,True
603,builder_7,proposer_19,256000000000.0,320000000000.0,30190001,0,30190001.0,False,False
604,builder_15,proposer_1,32000000000.0,64000000000.0,30190001,0,30190001.0,True,True
605,builder_15,proposer_16,32000000000.0,32000000000.0,7800001,285000,8087851.0,True,False
606,builder_2,proposer_16,256000000000.0,32000000000.0,43289999,0,43289999.0,True,False
607,builder_14,proposer_15,96000000000.0,320000000000.0,45599999,7840,45608074.2,False,False
608,builder_5,proposer_18,256000000000.0,32000000000.0,35390000,0,35390000.0,False,False
609,builder_8,proposer_7,96000000000.0,32000000000.0,7150000,215000,7371450.0,False,False
610,builder_8,proposer_8,96000000000.0,160000000000.0,11620001,0,11620001.0,False,False
611,builder_17,proposer_0,64000000000.0,160000000000.0,50300001,0,50300001.0,True,True
612,builder_5,proposer_18,256000000000.0,32000000000.0,4350001,0,4350001.0,False,False
613,builder_15,proposer_2,32000000000.0,160000000000.0,32550001,43600,32594037.0,True,True
614,builder_17,proposer_5,64000000000.0,32000000000.0,27220001,779000,28014581.0,True,False
615,builder_11,proposer_19,256000000000.0,320000000000.0,31130001,0,31130001.0,True,False
616,builder_7,proposer_10,256000000000.0,160000000000.0,30680001,283000,30985641.0,False,False
617,builder_8,proposer_2,96000000000.0,160000000000.0,1329998,17700000,19560998.0,False,True
618,builder_16,proposer_12,32000000000.0,32000000000.0,7400001,510000,7915101.0,True,True
619,builder_18,proposer_19,64000000000.0,320000000000.0,31600000,0,31600000.0,True,False
620,builder_7,proposer_8,256000000000.0,160000000000.0,7550003,959000,8585723.0,False,False
621,builder_6,proposer_11,32000000000.0,64000000000.0,32660000,0,32660000.0,True,True
622,builder_9,proposer_2,64000000000.0,160000000000.0,48100000,18600,48118972.0,False,True
623,builder_18,proposer_10,64000000000.0,160000000000.0,27820001,0,27820001.0,True,False
624,builder_9,proposer_10,64000000000.0,160000000000.0,4320000,0,4320000.0,False,False
625,builder_7,proposer_14,256000000000.0,64000000000.0,43269998,0,43269998.0,False,True
626,builder_13,proposer_3,32000000000.0,160000000000.0,30750001,0,30750001.0,True,True
627,builder_15,proposer_12,32000000000.0,32000000000.0,4040000,17700000,21917000.0,True,True
628,builder_13,proposer_10,32000000000.0,160000000000.0,43318001,0,43318001.0,True,False
629,builder_2,proposer_5,256000000000.0,32000000000.0,30120002,0,30120002.0,True,False
630,builder_9,proposer_3,64000000000.0,160000000000.0,38240000,49100,38290082.0,False,True
631,builder_17,proposer_19,64000000000.0,320000000000.0,35800001,68100,35869463.0,True,False
632,builder_7,proposer_14,256000000000.0,64000000000.0,33000001,0,33000001.0,False,True
633,builder_10,proposer_7,32000000000.0,32000000000.0,30310000,0,30310000.0,True,False
634,builder_0,proposer_17,64000000000.0,32000000000.0,10240002,510000,10760202.0,False,True
635,builder_5,proposer_8,256000000000.0,160000000000.0,43240002,0,43240002.0,False,False
636,builder_15,proposer_2,32000000000.0,160000000000.0,1167000,7190000,8428900.0,True,True
637,builder_2,proposer_13,256000000000.0,32000000000.0,30239999,0,30239999.0,True,True
638,builder_8,proposer_7,96000000000.0,32000000000.0,66220000,13900,66234317.0,False,False
639,builder_8,proposer_12,96000000000.0,32000000000.0,7739998,71800,7813952.0,False,True
640,builder_18,proposer_15,64000000000.0,320000000000.0,30082000,0,30082000.0,True,False
641,builder_10,proposer_11,32000000000.0,64000000000.0,27120001,0,27120001.0,True,True
642,builder_19,proposer_4,64000000000.0,64000000000.0,31000001,0,31000001.0,True,False
643,builder_19,proposer_17,64000000000.0,32000000000.0,31700000,0,31700000.0,True,True
644,builder_8,proposer_3,96000000000.0,160000000000.0,44219998,0,44219998.0,False,True
645,builder_17,proposer_8,64000000000.0,160000000000.0,31319999,161000,31484219.0,True,False
646,builder_13,proposer_15,32000000000.0,320000000000.0,27120001,0,27120001.0,True,False
