block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,1811730400,492800,1305397341.9369686,attack,5381
2,2107001556,548800,2043554057.6673284,attack,5359
3,2107002732,548800,2064540264.0,attack,5379
4,2107003908,548800,2064541416.0,attack,5375
5,2107005084,548800,2064542568.0,attack,5386
6,2107006260,548800,2064543720.0,attack,5377
7,2107007436,548800,2064544872.0,attack,5362
8,2107008612,548800,2064546024.0,attack,5357
9,2107009788,548800,2064547176.0,attack,5390
10,2107010964,548800,2064548328.0,attack,5361
11,2107012140,548800,2064549480.0,attack,5375
12,2107013316,548800,2064550632.0,attack,5353
13,2107014492,548800,2064551784.0,attack,5384
14,2107015668,548800,2064552936.0,attack,5380
15,2064016488,537600,2064554088.0,normal,5393
16,2064017640,537600,2064555240.0,normal,5393
17,2064018792,537600,2064556392.0,normal,5398
18,2064019944,537600,2064557544.0,normal,5399
19,2107021548,548800,2064558696.0,attack,5386
20,2107022724,548800,2064559848.0,attack,5362
21,2107023900,548800,2064561000.0,attack,5357
22,2107025076,548800,2064562152.0,attack,5372
23,2064025704,537600,2064563304.0,normal,5398
24,2107027428,548800,2064564456.0,attack,5373
25,2107028604,548800,2064565608.0,attack,5352
26,2107029780,548800,2064566760.0,attack,5382
27,2107030956,548800,2064567912.0,attack,5388
28,2107032132,548800,2064569064.0,attack,5382
29,2064032616,537600,2064570216.0,normal,5397
30,2107034484,548800,2064571368.0,attack,5380
31,2107035660,548800,2064572520.0,attack,5373
32,2107036836,548800,2064573672.0,attack,5359
33,2107038012,548800,2064574824.0,attack,5373
34,2107039188,548800,2064575976.0,attack,5370
35,2107040364,548800,2064577128.0,attack,5353
36,2107041540,548800,2064578280.0,attack,5359
37,2107042716,548800,2064579432.0,attack,5384
38,2107043892,548800,2064580584.0,attack,5376
39,2107045068,548800,2064581736.0,attack,5374
40,2064045288,537600,2064582888.0,normal,5398
41,2107047420,548800,2064584040.0,attack,5363
42,2107048596,548800,2064585192.0,attack,5387
43,2107049772,548800,2064586344.0,attack,5372
44,2107050948,548800,2064587496.0,attack,5361
45,2107052124,548800,2064588648.0,attack,5368
46,2107053300,548800,2064589800.0,attack,5365
47,2107054476,548800,2064590952.0,attack,5370
48,2107055652,548800,2064592104.0,attack,5385
49,2107056828,548800,2064593256.0,attack,5385
50,2107058004,548800,2064594408.0,attack,5365
