block_id,total_gas,total_mev_captured,validator_type,validator_id
1,9974000,560100,normal,828
2,0,0,normal,850
3,0,0,normal,839
4,0,0,normal,818
5,0,0,attack,804
6,0,0,attack,807
7,0,0,attack,809
8,0,0,normal,828
9,0,0,normal,823
10,0,0,normal,850
11,0,0,normal,829
12,0,0,attack,803
13,0,0,normal,835
14,0,0,normal,842
15,0,0,normal,825
16,0,0,attack,807
17,0,0,normal,822
18,0,0,normal,822
19,0,0,normal,834
20,0,0,normal,816
21,0,0,normal,844
22,0,0,attack,807
23,0,0,attack,810
24,0,0,normal,843
25,0,0,normal,816
26,0,0,normal,837
27,0,0,normal,843
28,0,0,normal,820
29,0,0,attack,803
30,0,0,normal,812
31,0,0,normal,828
32,0,0,normal,824
33,0,0,normal,845
34,0,0,normal,838
35,0,0,normal,812
36,0,0,normal,833
37,0,0,normal,832
38,0,0,attack,804
39,0,0,attack,803
40,0,0,normal,822
41,0,0,attack,804
42,0,0,attack,807
43,0,0,normal,816
44,0,0,normal,834
45,0,0,attack,810
46,0,0,normal,839
47,0,0,normal,826
48,0,0,normal,840
49,0,0,normal,820
50,0,0,normal,850
