block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,28465000,481780,18262269.89537449,attack,2960
2,93662000,327600,54726103.12799432,attack,2953
3,62312000,210400,56197700.0,attack,2956
4,31104000,274000,25238600.0,attack,2980
5,17227000,0,17227000.0,attack,2972
6,55153000,970200,13058600.0,attack,2972
7,31952000,117200,29521500.0,attack,2980
8,60020000,680700,33687900.0,attack,2965
9,31408000,184100,30024600.0,attack,2974
10,33256000,243600,30899600.0,attack,2967
11,169518001,191000,126673900.0,attack,2966
12,16372000,376100,15227100.0,attack,2956
13,78010000,220560,59225380.0,attack,2952
14,55245000,42140,53378620.0,attack,2971
15,96357000,15386700,100353700.0,attack,2976
16,61863000,1120900,57614900.0,attack,2967
17,88622000,6260,83625130.0,attack,2955
18,94463000,2537700,93400700.0,attack,2955
19,47006000,560000,41010000.0,attack,2963
20,49532000,497000,50029000.0,normal,2996
21,26047000,308900,21122800.0,attack,2957
22,71900000,385400,72285400.0,normal,2983
23,159514000,9039400,137233400.0,attack,2957
24,93303000,830700,50723700.0,attack,2973
25,113250000,828600,114078600.0,normal,2985
26,142708001,9382140,104770140.0,attack,2954
27,25243000,32800,20259400.0,attack,2954
28,23339000,390800,23729800.0,normal,2991
29,49120000,903100,47686300.0,attack,2965
30,47171000,14394200,35375200.0,attack,2966
31,24544000,887000,23236000.0,attack,2963
32,9936000,62900,8879200.0,attack,2965
33,32708000,797100,33505100.0,normal,2997
34,56686000,12780,29692390.0,attack,2972
35,45950000,0,45950000.0,attack,2962
36,126051000,387700,83310700.0,attack,2960
37,51681000,182800,51863800.0,normal,2991
38,66329000,30200,66359200.0,normal,2993
39,25906000,67900,25973900.0,normal,2996
40,54101000,834000,52179000.0,attack,2959
41,30882000,90500,29539600.0,attack,2980
42,115918000,457800,97307900.0,attack,2980
43,112184000,618000,69621000.0,attack,2964
44,74402000,390000,69397000.0,attack,2970
45,25280000,139380,23963180.0,attack,2958
46,22505000,4466500,26971500.0,normal,2981
47,19890000,829300,20719300.0,normal,2992
48,33750000,24700,33774700.0,normal,2987
49,64653000,309200,34929100.0,attack,2961
50,56828000,79300,50590900.0,attack,2963
