block_id,total_gas,total_mev_captured,validator_type,validator_id
1,1131290000,52898800,attack,16
2,1049520000,133641400,normal,32
3,1157000000,8898380,attack,23
4,1291200000,18350700,attack,16
5,1292160000,119693300,normal,41
6,1541635000,97283000,normal,33
7,1082689000,134303990,normal,49
8,1120500000,20000800,attack,18
9,954320000,75265600,attack,17
10,1033790000,51205790,attack,11
11,1301180000,57052100,normal,49
12,1040247000,88971400,attack,10
13,915693000,78924400,attack,12
14,1033120000,92184620,normal,31
15,1114260000,78924800,attack,24
16,975940000,93690100,normal,41
17,1179990000,89361700,normal,47
18,996860000,35805120,attack,20
19,1071500000,19370540,attack,4
20,896597000,114471500,normal,28
21,833960000,34331300,attack,7
22,1259930000,32558500,normal,32
23,1250930000,101042020,normal,41
24,1088520000,42132800,normal,32
25,838612000,46999300,attack,18
26,1128290000,58874000,normal,36
27,1052949000,25343030,attack,17
28,1081220000,27340760,normal,37
29,1051850000,40803010,normal,41
30,1149500000,18193300,attack,9
31,1210000000,2708520,attack,22
32,1288160000,86978220,normal,44
33,1372000000,2054400,attack,3
34,1262200000,19276800,attack,24
35,960370000,72352900,attack,10
36,981720000,89711630,attack,10
37,981452000,29458900,normal,47
38,1090720000,26559640,attack,25
39,1021250000,78334800,normal,31
40,1035330000,54805800,attack,2
41,777970000,86909600,attack,7
42,1271000000,19149100,attack,7
43,1010483000,86016580,normal,29
44,1189268000,52347030,normal,43
45,1041777000,25373200,attack,5
46,1263000000,854240,attack,21
47,1424100000,36494530,normal,39
48,986540000,72369130,normal,41
49,1089117000,79440180,normal,31
50,798442000,85951500,attack,15
