block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,10076000,774640,19195651955.0,attack,836
2,0,0,74598037770.0,attack,837
3,0,0,167478465465.0,attack,821
4,0,0,297288840465.0,attack,836
5,0,0,462953593090.0,normal,843
6,0,0,665171536285.0,attack,811
7,0,0,905226951915.0,attack,825
8,0,0,1183022985970.0,normal,844
9,0,0,1497561682765.0,attack,805
10,0,0,1848891736775.0,normal,844
11,0,0,2239195293345.0,attack,837
12,0,0,2665434157925.0,attack,835
13,0,0,3127954226775.0,attack,829
14,0,0,3627314787500.0,attack,835
15,0,0,4164846453080.0,attack,809
16,0,0,4738757170670.0,attack,824
17,0,0,5348577062645.0,attack,830
18,0,0,5994966709190.0,attack,802
19,0,0,6677899983325.0,attack,828
20,0,0,7397581746630.0,attack,832
21,0,0,8155177330890.0,attack,808
22,0,0,8951131440130.0,attack,817
23,0,0,9784340738865.0,attack,812
24,0,0,10655121606545.0,normal,845
25,0,0,11562840660775.0,attack,837
26,0,0,12508179267870.0,attack,839
27,0,0,13490802070720.0,attack,802
28,0,0,14509150475250.0,attack,809
29,0,0,15565881043265.0,attack,820
30,0,0,16661818570390.0,attack,804
31,0,0,17794805898855.0,attack,806
32,0,0,18961713272345.0,attack,805
33,0,0,20165107774990.0,normal,845
34,0,0,21403706029670.0,attack,818
35,0,0,22677302440715.0,normal,845
36,0,0,23988484247110.0,normal,842
37,0,0,25336666457530.0,attack,825
38,0,0,26723315279685.0,attack,825
39,0,0,28146471548270.0,attack,802
40,0,0,29605105644550.0,attack,809
41,0,0,31100174290795.0,attack,833
42,0,0,32630486449765.0,attack,824
43,0,0,34198089908255.0,attack,839
44,0,0,35803624505335.0,normal,841
45,0,0,37447583439380.0,attack,839
46,0,0,39128301051745.0,attack,805
47,0,0,40844505137005.0,normal,842
48,0,0,42596062403885.0,attack,805
49,0,0,44383567808200.0,normal,842
50,0,0,46208215074860.0,attack,822
