block_id,total_gas,total_mev_captured,block_bid,builder_type,builder_id
1,38635000,882180,545458420,attack,2804
2,21629000,18600,1038882080,normal,2818
3,59289000,0,1723437440,normal,2819
4,28905000,136300,2240482980,normal,2832
5,6881000,283000,2845709280,normal,2824
6,81568000,62900,3501669420,normal,2817
7,64930000,388100,4083049860,normal,2849
8,73193000,36030,4982895470,attack,2807
9,8812000,49500,5916872980,attack,2811
10,9613000,0,6955169520,attack,2812
11,16659000,914520,7496602560,attack,2807
12,13560000,769000,8510092720,normal,2818
13,79470000,163600,9625932000,attack,2804
14,42830000,4377700,10932871860,normal,2832
15,37220000,0,12225039560,attack,2805
16,15770000,64600,13459599200,normal,2837
17,29528000,0,14487606560,normal,2828
18,10619000,99200,15698731440,normal,2821
19,8140000,841000,17356370360,attack,2807
20,22123000,897840,18171293080,normal,2831
21,9536000,0,19486542920,normal,2835
22,8027000,0,20847568600,normal,2836
23,10770000,808000,22138843920,normal,2844
24,87167000,0,23199126160,normal,2822
25,16461000,0,24129313400,attack,2814
26,73400000,0,25089535280,attack,2803
27,9120000,41140,26636841460,normal,2828
28,14692000,0,28054896640,attack,2810
29,16235000,0,29255543240,normal,2840
30,10000000,0,30468411840,normal,2820
31,21033000,4787200,31225294200,normal,2839
32,2470000,0,33086099400,normal,2832
33,34220000,15300,35307640820,normal,2820
34,52830000,64600,36906824440,attack,2813
35,6119000,35600,38469408760,normal,2816
36,48240000,121000,40840791280,normal,2831
37,14110000,146000,43051652040,normal,2849
38,12544000,5640,44767270000,normal,2825
39,59967000,611100,46268402060,normal,2827
40,5843000,7840,48132609480,normal,2835
41,15500000,0,49943582960,normal,2820
42,6936000,19700,51611552620,normal,2839
43,21560000,13800,53638705400,attack,2810
44,43164000,11200,55389620760,attack,2815
45,5185000,0,57265754880,normal,2840
46,12596000,17773100,58258801140,attack,2801
47,8600000,67300,60523444380,normal,2835
48,39729000,108000,62378528040,normal,2833
49,9969000,196420,64027960060,attack,2805
50,11120000,358520,66585428560,normal,2826
