block_id,total_gas,total_mev_captured,validator_type,validator_id
1,791833153,444400,normal,3248
2,1032000732,393600,attack,3221
3,989001242,377200,normal,3233
4,989001794,377200,normal,3240
5,989002346,377200,normal,3233
6,1032003036,393600,attack,3208
7,989003450,377200,normal,3239
8,1032004188,393600,attack,3204
9,1032004764,393600,attack,3229
10,1032005340,393600,attack,3227
11,989005658,377200,normal,3241
12,1032006492,393600,attack,3210
13,1032007068,393600,attack,3228
14,1032007644,393600,attack,3213
15,1032008220,393600,attack,3228
16,1032008796,393600,attack,3201
17,989008970,377200,normal,3246
18,989009522,377200,normal,3249
19,1032010500,393600,normal,3234
20,1075011550,410000,attack,3204
21,1032011676,393600,attack,3201
22,1032012252,393600,attack,3214
23,1032012828,393600,attack,3224
24,1032013404,393600,attack,3205
25,1032013956,393600,normal,3244
26,1032014556,393600,attack,3227
27,1075015750,410000,attack,3218
28,989015042,377200,normal,3248
29,1075016950,410000,attack,3221
30,989016146,377200,normal,3242
31,989016698,377200,normal,3242
32,1032018012,393600,attack,3214
33,989017802,377200,normal,3247
34,989018354,377200,normal,3246
35,1075020550,410000,attack,3218
36,1075021150,410000,attack,3225
37,1032020868,393600,normal,3237
38,1032021444,393600,normal,3245
39,1075022950,410000,attack,3207
40,989021666,377200,normal,3231
41,1075024150,410000,attack,3222
42,1032023772,393600,attack,3208
43,1075025350,410000,attack,3213
44,1032024900,393600,normal,3240
45,1032025476,393600,normal,3238
46,1075027150,410000,attack,3212
47,1032026652,393600,attack,3206
48,1032027204,393600,normal,3242
49,1032027804,393600,attack,3218
50,1032028380,393600,attack,3207
