block_id,total_gas,total_mev_captured,validator_type,validator_id
1,864780171,3058000,normal,6274
2,989000713,3197000,normal,6296
3,1032001332,3336000,attack,6259
4,989001817,3197000,normal,6293
5,1032002484,3336000,attack,6262
6,989002921,3197000,normal,6284
7,989003473,3197000,normal,6291
8,1032004212,3336000,attack,6265
9,989004577,3197000,normal,6277
10,989005129,3197000,normal,6294
11,989005681,3197000,normal,6298
12,989006233,3197000,normal,6283
13,989006785,3197000,normal,6297
14,1032007668,3336000,attack,6252
15,989007889,3197000,normal,6293
16,1032008820,3336000,attack,6261
17,989008993,3197000,normal,6286
18,989009545,3197000,normal,6274
19,989010097,3197000,normal,6299
20,989010649,3197000,normal,6268
21,989011201,3197000,normal,6276
22,1032012276,3336000,attack,6256
23,989012305,3197000,normal,6287
24,1032013428,3336000,attack,6264
25,989013409,3197000,normal,6274
26,1032014580,3336000,attack,6265
27,989014513,3197000,normal,6298
28,989015065,3197000,normal,6297
29,989015617,3197000,normal,6280
30,1032016884,3336000,attack,6260
31,1032017460,3336000,attack,6260
32,1032018036,3336000,attack,6255
33,1032018612,3336000,attack,6252
34,1032019188,3336000,attack,6259
35,989018929,3197000,normal,6286
36,1032020316,3336000,normal,6272
37,1032020892,3336000,normal,6296
38,1032021468,3336000,normal,6281
39,1032022044,3336000,normal,6279
40,1032022620,3336000,normal,6296
41,1032023196,3336000,normal,6269
42,1075024775,3475000,attack,6258
43,989023345,3197000,normal,6289
44,1032024924,3336000,normal,6298
45,1075026575,3475000,attack,6253
46,1075027175,3475000,attack,6251
47,1032026652,3336000,normal,6282
48,1032027228,3336000,normal,6270
49,1032027804,3336000,normal,6291
50,1032028380,3336000,normal,6271
